epoch_row_id,epoch_id,day_index,epoch_active,stage,progress_q16,sample_day,commit_day,cohort_count,market_count,good_count,building_type_count,building_group_count,pending_construction_count,filled_owner_jobs,filled_employee_jobs,unemployed_population,production_output_stock,production_output_discarded,production_output_retained,production_output_supported,producer_support_money_issued,building_wages_paid,building_wages_unpaid,building_resource_generated,building_resource_consumed,building_resource_net_delta,loss_suspended_building_groups,merchant_procurement_budget,merchant_procurement_reserved,merchant_procurement_spent,owner_working_capital_reserved,production_input_reserved,production_input_reserve_shortfall,trade_runtime_mode,trade_topology_ready,population_error,money_error,goods_error
1,4,20,false,trade_planning,65535,16,20,3247,1120,120,259,4631,0,22596,451,54037,303370454,0,25765572,270346224,420196067,37008182,0,1396051,14018634,-12622583,246,12537854219,4179285027,357560507,189971456,15971870,3638394,ACTIVE,true,0,0,0
2,5,25,false,trade_planning,65535,21,25,3165,1120,120,259,4631,0,17701,185,58936,255133022,0,20483559,233385801,338402220,18905874,0,6310074,11155639,-4845565,420,13125863730,4375288184,377187347,148689465,12236861,2675236,ACTIVE,true,0,0,0
3,6,30,false,trade_planning,65535,26,30,3143,1120,120,259,4631,0,16870,163,59658,290369364,0,19232498,261482926,352872181,18413952,0,9585305,9402533,182772,442,13699220164,4566406994,336489168,118209498,9450281,1598478,ACTIVE,true,0,0,0
4,7,35,false,trade_planning,65535,31,35,3225,1120,120,259,4631,0,15328,327,60823,295601487,0,17462014,276244682,335723182,41692652,0,9538741,8540867,997874,360,14330601874,4776867560,310877158,85476969,7278697,429828,ACTIVE,true,0,0,0
5,8,40,false,trade_planning,65535,36,40,3242,1120,120,259,4631,0,13895,356,61993,275091001,0,15926161,269760168,292504476,50492364,0,6406009,8180695,-1774686,380,14960558911,4986853249,281719369,64663648,5813922,86900,ACTIVE,true,0,0,0
6,9,45,false,trade_planning,65535,41,45,3242,1120,120,259,4631,0,12757,262,63094,256097968,0,14693345,248410302,243283937,46485906,0,3526190,7677309,-4151119,536,15556712563,5185571147,327216304,42021076,4757589,86900,ACTIVE,true,0,0,0
7,10,50,false,trade_planning,65535,46,50,3247,1120,120,259,4631,0,13325,312,62320,267937425,0,15997491,254668489,226883324,62350524,0,1826316,8407557,-6581241,494,16087896827,5362632546,414266175,35057897,4382195,86900,ACTIVE,true,0,0,0
8,11,55,false,trade_planning,65535,51,55,3165,1120,120,259,4631,0,18109,185,57532,319452657,0,21436140,299864707,237990835,40158830,0,57993,11509723,-11451730,420,16566508948,5522169932,524567247,103341312,7717515,4031768,ACTIVE,true,0,0,0
9,12,60,false,trade_planning,65535,56,60,3143,1120,120,259,4631,0,16254,163,59288,291658786,0,19743966,276836894,211705572,42638735,0,57383,8940091,-8882708,442,17094728097,5698242978,638990793,72562321,6599649,110716,ACTIVE,true,0,0,0
10,13,65,false,trade_planning,65535,61,65,3143,1120,120,259,4631,0,17230,163,58181,330678642,0,22527594,310704243,266972702,49153585,0,2027588,15748702,-13721114,442,17506169748,5835390201,721039342,63811757,6069106,302044,ACTIVE,true,0,0,0
