epoch_row_id,epoch_id,day_index,cell_idx,q,r,s,is_construction,group_index,type_id,owner_signature_id,count,owner_capacity,owner_required,planned_owner_equivalent,filled_owner,owner_openings,employee_required,employee_filled,wage_suspended,capacity_q16,purchase_intent_capacity_q16,realized_profit_margin_q16,severe_loss_cycles,recovery_cycles,operating_state,last_input,last_output,last_sold,last_discarded,last_retained,last_resource,last_resource_generated,last_revenue,last_input_cost,last_wages_paid,last_wages_due,last_expected_revenue,last_operating_cost,last_margin_gap_q16,planned_utilization_q16,last_base_wages_due,last_base_wages_paid,last_bonus_due,last_bonus_paid,owner_living_cost_per_day,owner_livelihood_required,viability_operating_cost,viability_income_gap,construction_ready_days,funded_capacity_q16,owner_working_capital_allocated,investment_score_q16,investment_payback_days,investment_rejection_reason
1,4,4,1065,37,17,-54,0,0,65,9,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,11902,0,0,0,,0,0,0,0,0
1,4,4,1065,37,17,-54,0,1,70,9,24,48,48,48,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,11902,0,0,0,,0,0,0,0,0
1,4,4,1065,37,17,-54,0,2,80,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,14031,0,0,0,,0,450000,0,0,0
1,4,4,1065,37,17,-54,0,3,91,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,14031,0,0,0,,65536,0,0,0,0
1,4,4,1065,37,17,-54,0,4,107,20,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,17814,0,0,0,,65536,0,0,0,0
1,4,4,1065,37,17,-54,0,5,204,20,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,17814,0,0,0,,65536,0,0,0,0
1,4,4,1065,37,17,-54,0,6,239,12,8,16,16,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,12755,0,0,0,,0,3000,0,0,0
1,4,4,1065,37,17,-54,0,7,252,9,3,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,11902,0,0,0,,0,2000,0,0,0
2,5,5,1065,37,17,-54,0,0,65,9,1,1,1,1,1,0,0,0,0,65536,65536,20956,0,0,0,0,19635,19635,0,0,980,0,78540,0,0,0,78540,0,9676,65536,0,0,0,0,12473,62365,62365,16175,,65536,0,0,0,5
2,5,5,1065,37,17,-54,0,1,70,9,24,48,48,48,48,0,0,0,0,65536,65536,15748,0,0,0,0,840000,708579,0,131421,0,0,3542895,0,0,0,4200000,0,22065,65536,0,0,0,0,12473,2993520,2993520,549375,,0,3000,0,0,12
2,5,5,1065,37,17,-54,0,2,80,2,1,1,1,1,1,0,0,0,0,0,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13200,0,-54785,65536,0,0,0,0,14653,73265,73265,-73265,,0,2000,0,0,12
2,5,5,1065,37,17,-54,0,3,91,2,1,1,1,1,1,0,0,0,0,0,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82500,0,-375,65536,0,0,0,0,14653,73265,73265,-73265,,65536,0,0,0,0
2,5,5,1065,37,17,-54,0,4,107,20,1,1,1,1,1,0,0,0,0,65536,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65536,65536,0,0,0,0,18594,92970,92970,-92970,,65536,0,0,0,5
2,5,5,1065,37,17,-54,0,5,204,20,1,1,1,1,1,0,1,1,0,65536,65536,25149,0,0,0,0,500,500,0,0,250,0,400000,0,242500,242500,400000,242500,13322,65536,200000,200000,42500,42500,18594,92970,292970,107030,,32768,30000,0,0,13
2,5,5,1065,37,17,-54,0,6,239,12,8,16,16,16,16,0,0,0,0,32768,65536,-22473,0,0,0,0,98700,65247,0,33453,14300,0,670488,0,0,0,2023840,0,44267,65536,0,0,0,0,13360,1068800,1068800,-398312,,0,225000,0,0,5
2,5,5,1065,37,17,-54,0,7,252,9,3,3,3,3,3,0,0,0,0,0,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813600,0,54586,65536,0,0,0,0,12473,187095,187095,-187095,,65536,0,0,0,0
3,6,6,1065,37,17,-54,0,0,65,9,1,1,1,1,1,0,0,0,0,65536,65536,20956,0,0,0,0,19635,19635,0,0,980,0,78540,0,0,0,78540,0,9676,65536,0,0,0,0,12473,62365,62365,16175,,0,225000,0,0,0
3,6,6,1065,37,17,-54,0,1,70,9,24,48,48,48,48,0,0,0,0,65536,65536,15748,0,0,0,0,840000,708579,0,131421,0,0,3542895,0,0,0,4200000,0,22065,65536,0,0,0,0,12473,2993520,2993520,549375,,65536,0,0,0,0
3,6,6,1065,37,17,-54,0,2,80,2,1,1,1,1,1,0,0,0,0,0,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13200,0,-54785,65536,0,0,0,0,14653,73265,73265,-73265,,0,513232,0,0,0
3,6,6,1065,37,17,-54,0,3,91,2,1,1,1,1,1,0,0,0,0,0,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82500,0,-375,65536,0,0,0,0,14653,73265,73265,-73265,,2048,0,0,0,5
3,6,6,1065,37,17,-54,0,4,107,20,1,1,1,1,1,0,0,0,0,65536,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65536,65536,0,0,0,0,18594,92970,92970,-92970,,33563,0,0,0,5
3,6,6,1065,37,17,-54,0,5,204,20,1,1,1,1,1,0,1,0,0,65536,65536,25149,0,0,0,0,500,500,0,0,250,0,400000,0,242500,242500,400000,242500,13322,65536,200000,200000,42500,42500,18594,92970,292970,107030,,65536,0,356512,35,0
3,6,6,1065,37,17,-54,0,6,239,12,8,16,16,16,16,0,0,0,0,32768,65536,-22473,0,0,0,0,98700,65247,0,33453,14300,0,670488,0,0,0,2023840,0,44267,65536,0,0,0,0,13360,1068800,1068800,-398312,,0,3690,0,0,12
3,6,6,1065,37,17,-54,0,7,252,9,3,3,3,3,3,0,0,0,0,0,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813600,0,54586,65536,0,0,0,0,12473,187095,187095,-187095,,65536,1844,0,0,12
4,7,7,1065,37,17,-54,0,0,65,9,1,1,1,1,1,0,0,0,0,65536,65536,20956,0,0,0,0,19635,19635,0,0,980,0,78540,0,0,0,78540,0,9676,65536,0,0,0,0,12473,62365,62365,16175,,65536,0,0,0,0
4,7,7,1065,37,17,-54,0,1,70,9,24,48,48,48,48,0,0,0,0,65536,65536,15748,0,0,0,0,840000,708579,0,131421,0,0,3542895,0,0,0,4200000,0,22065,65536,0,0,0,0,12473,2993520,2993520,549375,,0,3690,0,0,0
4,7,7,1065,37,17,-54,0,2,80,2,1,1,1,1,1,0,0,0,0,0,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13200,0,-54785,65536,0,0,0,0,14653,73265,73265,-73265,,65536,1844,0,0,0
4,7,7,1065,37,17,-54,0,3,91,2,1,1,1,1,1,0,0,0,0,0,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82500,0,-375,65536,0,0,0,0,14653,73265,73265,-73265,,33913,0,0,0,0
4,7,7,1065,37,17,-54,0,4,107,20,1,1,1,1,1,0,0,0,0,65536,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65536,65536,0,0,0,0,18594,92970,92970,-92970,,65536,0,0,0,0
4,7,7,1065,37,17,-54,0,5,204,20,1,1,1,1,1,0,1,0,0,65536,65536,25149,0,0,0,0,500,500,0,0,250,0,400000,0,242500,242500,400000,242500,13322,65536,200000,200000,42500,42500,18594,92970,292970,107030,,2048,0,0,0,0
4,7,7,1065,37,17,-54,0,6,239,12,8,16,16,16,16,0,0,0,0,32768,65536,-22473,0,0,0,0,98700,65247,0,33453,14300,0,670488,0,0,0,2023840,0,44267,65536,0,0,0,0,13360,1068800,1068800,-398312,,32768,18625,0,0,0
4,7,7,1065,37,17,-54,0,7,252,9,3,3,3,3,3,0,0,0,0,0,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813600,0,54586,65536,0,0,0,0,12473,187095,187095,-187095,,0,93127,0,0,0
5,8,8,1065,37,17,-54,0,0,65,9,1,1,1,1,1,0,0,0,0,65536,65536,20956,0,0,0,0,19635,19635,0,0,980,0,78540,0,0,0,78540,0,9676,65536,0,0,0,0,12473,62365,62365,16175,,33913,0,0,0,0
5,8,8,1065,37,17,-54,0,1,70,9,24,48,48,48,48,0,0,0,0,65536,65536,15748,0,0,0,0,840000,708579,0,131421,0,0,3542895,0,0,0,4200000,0,22065,65536,0,0,0,0,12473,2993520,2993520,549375,,65536,0,0,0,0
5,8,8,1065,37,17,-54,0,2,80,2,1,1,1,1,1,0,0,0,0,0,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13200,0,-54785,65536,0,0,0,0,14653,73265,73265,-73265,,2048,0,0,0,0
5,8,8,1065,37,17,-54,0,3,91,2,1,1,1,1,1,0,0,0,0,0,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82500,0,-375,65536,0,0,0,0,14653,73265,73265,-73265,,32768,18625,0,0,0
5,8,8,1065,37,17,-54,0,4,107,20,1,1,1,1,1,0,0,0,0,65536,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65536,65536,0,0,0,0,18594,92970,92970,-92970,,0,93127,0,0,0
5,8,8,1065,37,17,-54,0,5,204,20,1,1,1,1,1,0,1,0,0,65536,65536,25149,0,0,0,0,500,500,0,0,250,0,400000,0,242500,242500,400000,242500,13322,65536,200000,200000,42500,42500,18594,92970,292970,107030,,32768,18750,0,0,0
5,8,8,1065,37,17,-54,0,6,239,12,8,16,16,16,16,0,0,0,0,32768,65536,-22473,0,0,0,0,98700,65247,0,33453,14300,0,670488,0,0,0,2023840,0,44267,65536,0,0,0,0,13360,1068800,1068800,-398312,,0,75000,0,0,0
5,8,8,1065,37,17,-54,0,7,252,9,3,3,3,3,3,0,0,0,0,0,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813600,0,54586,65536,0,0,0,0,12473,187095,187095,-187095,,0,0,0,0,0
6,9,9,1065,37,17,-54,0,0,65,9,1,1,1,1,1,0,0,0,0,65536,65536,20956,0,0,0,0,19635,19635,0,0,980,0,78540,0,0,0,78540,0,9676,65536,0,0,0,0,12473,62365,62365,16175,,33913,0,0,0,0
6,9,9,1065,37,17,-54,0,1,70,9,24,48,48,48,48,0,0,0,0,65536,65536,15748,0,0,0,0,840000,708579,0,131421,0,0,3542895,0,0,0,4200000,0,22065,65536,0,0,0,0,12473,2993520,2993520,549375,,65536,0,0,0,0
6,9,9,1065,37,17,-54,0,2,80,2,1,1,1,1,1,0,0,0,0,0,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13200,0,-54785,65536,0,0,0,0,14653,73265,73265,-73265,,2048,0,0,0,0
6,9,9,1065,37,17,-54,0,3,91,2,1,1,1,1,1,0,0,0,0,0,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82500,0,-375,65536,0,0,0,0,14653,73265,73265,-73265,,32768,18625,0,0,0
6,9,9,1065,37,17,-54,0,4,107,20,1,1,1,1,1,0,0,0,0,65536,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65536,65536,0,0,0,0,18594,92970,92970,-92970,,0,93127,0,0,0
6,9,9,1065,37,17,-54,0,5,204,20,1,1,1,1,1,0,1,0,0,65536,65536,25149,0,0,0,0,500,500,0,0,250,0,400000,0,242500,242500,400000,242500,13322,65536,200000,200000,42500,42500,18594,92970,292970,107030,,32768,18750,0,0,0
6,9,9,1065,37,17,-54,0,6,239,12,8,16,16,16,16,0,0,0,0,32768,65536,-22473,0,0,0,0,98700,65247,0,33453,14300,0,670488,0,0,0,2023840,0,44267,65536,0,0,0,0,13360,1068800,1068800,-398312,,0,75000,0,0,0
6,9,9,1065,37,17,-54,0,7,252,9,3,3,3,3,3,0,0,0,0,0,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813600,0,54586,65536,0,0,0,0,12473,187095,187095,-187095,,0,0,0,0,0
7,10,10,1065,37,17,-54,0,0,65,9,1,1,1,1,1,0,0,0,0,2048,2048,-63225,0,0,0,0,613,613,0,0,30,0,2199,0,0,0,2224,0,-475,2048,0,0,0,0,12773,63865,63865,-61666,,65536,3098,0,0,0
7,10,10,1065,37,17,-54,0,1,70,9,24,48,48,24,48,0,0,0,0,33276,33276,-32462,0,0,0,0,426511,296161,0,130350,0,0,1510713,0,0,0,2175633,0,19744,33276,0,0,0,0,12773,3065520,3065520,-1554807,,65536,1844,0,0,0
7,10,10,1065,37,17,-54,0,2,80,2,1,1,1,1,1,0,0,0,0,65536,65536,-53042,0,0,0,600,550,488,0,62,0,0,14558,3098,0,0,16435,3098,-52712,65536,0,0,0,0,14994,74970,78068,-63510,,65536,0,0,0,0
7,10,10,1065,37,17,-54,0,3,91,2,1,1,1,1,1,0,0,0,0,65536,65536,18279,0,0,0,500,1100,1037,0,63,0,0,96059,1844,0,0,101970,1844,11836,65536,0,0,0,0,14994,74970,76814,19245,,2048,0,0,0,0
7,10,10,1065,37,17,-54,0,4,107,20,1,1,1,1,1,0,0,0,0,65536,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65536,65536,0,0,0,0,19019,95095,95095,-95095,,32768,37081,0,0,0
7,10,10,1065,37,17,-54,0,5,204,20,1,1,1,1,1,0,1,1,0,2048,2048,-62851,0,0,0,0,15,15,0,0,7,0,12000,0,200000,200000,12500,200000,12272,2048,200000,200000,0,0,19019,95095,295095,-283095,,0,278112,0,0,0
7,10,10,1065,37,17,-54,0,6,239,12,8,16,16,16,16,0,0,0,0,32768,65536,-18898,0,0,0,0,98700,65390,0,33310,14300,0,760591,0,0,0,2291120,0,52533,65536,0,0,0,0,13678,1094240,1094240,-333649,,0,900000,0,0,0
7,10,10,1065,37,17,-54,0,7,252,9,3,3,3,3,3,0,0,0,0,0,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020165,0,65119,65536,0,0,0,0,12773,191595,191595,-191595,,65536,0,0,0,0
8,11,11,1065,37,17,-54,0,0,65,9,1,1,1,1,1,0,0,0,0,2048,2048,-63225,0,0,0,0,613,613,0,0,30,0,2199,0,0,0,2224,0,-475,2048,0,0,0,0,12773,63865,63865,-61666,,65536,3098,0,0,0
8,11,11,1065,37,17,-54,0,1,70,9,24,48,48,24,48,0,0,0,0,33276,33276,-32462,0,0,0,0,426511,296161,0,130350,0,0,1510713,0,0,0,2175633,0,19744,33276,0,0,0,0,12773,3065520,3065520,-1554807,,65536,1844,0,0,0
8,11,11,1065,37,17,-54,0,2,80,2,1,1,1,1,1,0,0,0,0,65536,65536,-53042,0,0,0,600,550,488,0,62,0,0,14558,3098,0,0,16435,3098,-52712,65536,0,0,0,0,14994,74970,78068,-63510,,65536,0,0,0,0
8,11,11,1065,37,17,-54,0,3,91,2,1,1,1,1,1,0,0,0,0,65536,65536,18279,0,0,0,500,1100,1037,0,63,0,0,96059,1844,0,0,101970,1844,11836,65536,0,0,0,0,14994,74970,76814,19245,,2048,0,0,0,0
8,11,11,1065,37,17,-54,0,4,107,20,1,1,1,1,1,0,0,0,0,65536,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65536,65536,0,0,0,0,19019,95095,95095,-95095,,32768,37081,0,0,0
