epoch_row_id,epoch_id,day_index,cell_idx,q,r,s,resource_id,reserve
1,1,5,501,15,12,-27,timber,28413.104
1,1,5,501,15,12,-27,stone,1.5418942e+08
1,1,5,501,15,12,-27,fertile_soil,351746.22
1,1,5,501,15,12,-27,coal,3.1343363e+08
1,1,5,501,15,12,-27,oil,2.425912e+07
1,1,5,501,15,12,-27,natural_gas,1.6212684e+07
1,1,5,501,15,12,-27,copper_ore,5.1550116e+07
1,1,5,501,15,12,-27,iron_ore,1.3806478e+08
1,1,5,501,15,12,-27,gold_ore,9.246203e+06
1,1,5,501,15,12,-27,silver_ore,5.707584e+06
1,1,5,501,15,12,-27,salt,0
1,1,5,501,15,12,-27,saltpeter,0
1,1,5,501,15,12,-27,rare_earth,0
1,1,5,501,15,12,-27,clay,2.8166866e+07
1,1,5,501,15,12,-27,wild_game,10170.632
1,1,5,501,15,12,-27,marine_fish,0
1,1,5,501,15,12,-27,arable_land,125000
1,1,5,501,15,12,-27,paddy_land,60000
1,1,5,501,15,12,-27,plantation_land,140000
1,1,5,501,15,12,-27,pasture,125000
1,1,5,501,15,12,-27,bauxite,0
1,1,5,501,15,12,-27,limestone,0
1,1,5,501,15,12,-27,silica_sand,0
1,1,5,501,15,12,-27,phosphate_rock,0
1,1,5,501,15,12,-27,tin_ore,0
1,1,5,501,15,12,-27,lead_ore,0
1,1,5,501,15,12,-27,zinc_ore,0
1,1,5,501,15,12,-27,manganese_ore,0
1,1,5,501,15,12,-27,sulfur,0
1,1,5,501,15,12,-27,flint,7.9258424e+07
2,2,10,501,15,12,-27,timber,26927.637
2,2,10,501,15,12,-27,stone,1.5418942e+08
2,2,10,501,15,12,-27,fertile_soil,353426.78
2,2,10,501,15,12,-27,coal,3.1343363e+08
2,2,10,501,15,12,-27,oil,2.4259096e+07
2,2,10,501,15,12,-27,natural_gas,1.6212684e+07
2,2,10,501,15,12,-27,copper_ore,5.1550116e+07
2,2,10,501,15,12,-27,iron_ore,1.3806478e+08
2,2,10,501,15,12,-27,gold_ore,9.246197e+06
2,2,10,501,15,12,-27,silver_ore,5.707584e+06
2,2,10,501,15,12,-27,salt,15.8247385
2,2,10,501,15,12,-27,saltpeter,0
2,2,10,501,15,12,-27,rare_earth,0
2,2,10,501,15,12,-27,clay,2.8069942e+07
2,2,10,501,15,12,-27,wild_game,10327.31
2,2,10,501,15,12,-27,marine_fish,0
2,2,10,501,15,12,-27,arable_land,125000
2,2,10,501,15,12,-27,paddy_land,60000
2,2,10,501,15,12,-27,plantation_land,140000
2,2,10,501,15,12,-27,pasture,125000
2,2,10,501,15,12,-27,bauxite,0
2,2,10,501,15,12,-27,limestone,0
2,2,10,501,15,12,-27,silica_sand,0
2,2,10,501,15,12,-27,phosphate_rock,0
2,2,10,501,15,12,-27,tin_ore,0
2,2,10,501,15,12,-27,lead_ore,0
2,2,10,501,15,12,-27,zinc_ore,0
2,2,10,501,15,12,-27,manganese_ore,0
2,2,10,501,15,12,-27,sulfur,0
2,2,10,501,15,12,-27,flint,7.92584e+07
3,3,15,501,15,12,-27,timber,25535.38
3,3,15,501,15,12,-27,stone,1.5418942e+08
3,3,15,501,15,12,-27,fertile_soil,355160.28
3,3,15,501,15,12,-27,coal,3.1343363e+08
3,3,15,501,15,12,-27,oil,2.4259072e+07
3,3,15,501,15,12,-27,natural_gas,1.6212684e+07
3,3,15,501,15,12,-27,copper_ore,5.1550116e+07
3,3,15,501,15,12,-27,iron_ore,1.3806478e+08
3,3,15,501,15,12,-27,gold_ore,9.246196e+06
3,3,15,501,15,12,-27,silver_ore,5.707524e+06
3,3,15,501,15,12,-27,salt,0
3,3,15,501,15,12,-27,saltpeter,0
3,3,15,501,15,12,-27,rare_earth,0
3,3,15,501,15,12,-27,clay,2.7975834e+07
3,3,15,501,15,12,-27,wild_game,10495.282
3,3,15,501,15,12,-27,marine_fish,0
3,3,15,501,15,12,-27,arable_land,125000
3,3,15,501,15,12,-27,paddy_land,60000
3,3,15,501,15,12,-27,plantation_land,140000
3,3,15,501,15,12,-27,pasture,125000
3,3,15,501,15,12,-27,bauxite,0
3,3,15,501,15,12,-27,limestone,0
3,3,15,501,15,12,-27,silica_sand,0
