epoch_row_id,epoch_id,day_index,epoch_active,stage,progress_q16,sample_day,commit_day,cohort_count,market_count,good_count,building_type_count,building_group_count,pending_construction_count,filled_owner_jobs,filled_employee_jobs,unemployed_population,production_output_stock,production_output_discarded,production_output_retained,production_output_supported,producer_support_money_issued,building_wages_paid,building_wages_unpaid,building_resource_generated,building_resource_consumed,building_resource_net_delta,loss_suspended_building_groups,merchant_procurement_budget,merchant_procurement_reserved,merchant_procurement_spent,owner_working_capital_reserved,production_input_reserved,production_input_reserve_shortfall,trade_runtime_mode,trade_topology_ready,population_error,money_error,goods_error
1,1,5,false,trade_planning,65535,1,5,2869,1120,120,259,4819,0,69141,8006,4862,705962041,0,50144179,549876596,732413677,656864311,0,0,23955250,-23955250,0,12740756038,4246918873,869580872,160533420,23669800,18479800,ACTIVE,true,0,0,0
2,2,10,false,trade_planning,65535,6,10,3439,1120,120,259,4819,0,54308,1963,25589,422128616,0,41784044,313396105,452990760,135728361,0,0,9572422,-9572422,0,13707849672,4569283538,792333854,231160015,23669800,10898550,ACTIVE,true,0,0,0
3,3,15,false,trade_planning,65535,11,15,3439,1120,120,259,4819,0,46706,742,34282,632611661,0,63532047,520607696,1265131008,52587668,0,47745,60740738,-60692993,0,13999135336,4666378736,1400735980,260550915,23394585,9682090,ACTIVE,true,0,0,0
4,4,20,false,trade_planning,65535,16,20,3439,1120,120,259,4819,0,24598,742,56315,332151570,0,28160295,292868196,457486771,61003371,0,1456350,15450126,-13993776,0,13922012731,4640671196,406541296,206971757,17557041,3782460,ACTIVE,true,0,0,0
5,5,25,false,trade_planning,65535,21,25,3410,1120,120,259,4819,0,19140,577,61742,281150217,0,22276157,254103489,365767299,54733103,0,6653850,12087769,-5433919,127,14544341359,4848114074,433628750,159714712,13417557,2763750,ACTIVE,true,0,0,0
6,6,30,false,trade_planning,65535,26,30,3333,1120,120,259,4819,0,18252,294,62805,320290006,0,20977673,286510955,380830281,31889597,0,10117941,10104841,13100,277,15139892841,5046631224,390830194,125304376,10278820,1630422,ACTIVE,true,0,0,0
7,7,35,false,trade_planning,65535,31,35,3431,1120,120,259,4819,0,16561,498,64063,324088537,0,18985373,301490423,365471271,61050243,0,10048242,9214029,834213,175,15823454765,5274485209,342915027,91541633,7961847,488792,ACTIVE,true,0,0,0
8,8,40,false,trade_planning,65535,36,40,3437,1120,120,259,4819,0,14964,820,65041,303427185,0,17304902,295085706,322339477,122876679,0,7416591,9131981,-1715390,97,16555438010,5518479614,313783621,69339776,6364565,0,ACTIVE,true,0,0,0
9,9,45,false,trade_planning,65535,41,45,3437,1120,120,259,4819,0,13690,743,66215,280733736,0,15903502,271017951,268680941,130927467,0,4397458,8411953,-4014495,237,17212891191,5737630686,367271252,44522261,5272623,0,ACTIVE,true,0,0,0
10,10,50,false,trade_planning,65535,46,50,3438,1120,120,259,4819,0,15092,637,64813,307927938,0,18714090,285714948,256624814,135868129,0,2187163,9683627,-7496464,167,17757262728,5919087860,499235465,35829442,4975219,0,ACTIVE,true,0,0,0
11,11,55,false,trade_planning,65535,51,55,3409,1120,120,259,4819,0,20147,477,59816,360142589,0,24610590,334397924,267144854,119753175,0,44220,13114275,-13070055,129,18217898718,6072633208,618018066,104838107,8329335,4176550,ACTIVE,true,0,0,0
12,12,60,false,trade_planning,65535,56,60,3332,1120,120,259,4819,0,18421,268,61629,335370021,0,23454400,310449841,251971743,70875380,0,45978,12123773,-12077795,284,18730231771,6243410879,778094330,71425949,7146241,44222,ACTIVE,true,0,0,0
13,13,65,false,trade_planning,65535,61,65,3312,1120,120,259,4819,0,19878,223,60135,380314820,0,26860851,353319115,322650926,66988355,0,3166204,19959134,-16792930,329,19127655828,6375885561,841552268,74859780,6938352,424626,ACTIVE,true,0,0,0
14,14,70,false,trade_planning,65535,66,70,3170,1120,120,259,4819,0,17356,81,62697,343444784,0,21670343,317873058,242553020,24120860,0,5717808,10510340,-4792532,636,19556735661,6518912161,783946690,60634567,5826566,282561,ACTIVE,true,0,0,0
15,15,75,false,trade_planning,65535,71,75,3123,1120,120,259,4819,0,16742,34,63315,336705223,0,20561983,312057016,228265143,9383795,0,5716256,9958628,-4242372,683,19983299147,6661099988,760599586,57217085,5532743,91462,ACTIVE,true,0,0,0
16,16,80,false,trade_planning,65535,76,80,3089,1120,120,259,4819,0,17626,0,62364,354677133,97,22760734,326455733,243753090,0,0,5352556,15268047,-9915491,717,20401047351,6800349410,788428446,51877496,5464689,0,ACTIVE,true,0,0,0
17,17,85,false,trade_planning,65535,81,85,3089,1120,120,259,4819,0,16119,0,63772,329604281,111,19753965,302978387,205791836,0,0,4110764,10750163,-6639399,717,20784745132,6928248653,737480596,39254184,5050359,85848,ACTIVE,true,0,0,0
18,18,90,false,trade_planning,65535,86,90,3089,1120,120,259,4819,0,15560,0,64229,329317190,114,18753422,300255352,179805184,0,0,591317,9439161,-8847844,786,21166074351,7055358403,744704056,16957732,4354742,0,ACTIVE,true,0,0,0
19,19,95,false,trade_planning,65535,91,95,3089,1120,120,259,4819,0,15828,0,63873,332132470,114,19275243,300401959,174080267,0,0,1225759,9599947,-8374188,786,21503813780,7167938205,763255392,17027283,4293569,65717,ACTIVE,true,0,0,0
20,20,100,false,trade_planning,65535,96,100,3089,1120,120,259,4819,0,17930,0,61728,348156547,118,22422100,303167114,184664661,0,0,9635452,11689053,-2053601,717,21821728288,7273909717,851511195,58159471,5964495,1625621,ACTIVE,true,0,0,0
21,21,105,false,trade_planning,65535,101,105,3089,1120,120,259,4819,0,19196,0,60386,349489105,210,24277629,299878832,168877241,0,0,5931328,11930717,-5999389,717,22124521356,7374840742,857984888,69843449,7226889,703435,ACTIVE,true,0,0,0
22,22,110,false,trade_planning,65535,106,110,3089,1120,120,259,4819,0,21539,0,57950,411526613,151,28743410,344438058,210247089,0,0,9560803,19458960,-9898157,717,22394546760,7464849205,984911756,73201387,7430952,633937,ACTIVE,true,0,0,0
23,23,115,false,trade_planning,65535,111,115,3089,1120,120,259,4819,0,20515,0,58873,394933725,229,26669908,339209989,200877529,0,0,7876185,16035360,-8159175,717,22604955564,7534985484,914622130,79823764,7164764,782109,ACTIVE,true,0,0,0
24,24,120,false,trade_planning,65535,116,120,3089,1120,120,259,4819,0,18898,0,60454,364672938,358,23736078,313657370,168480757,0,0,6984391,12249869,-5265478,717,22861740107,7620580306,891751011,82891019,6784289,678362,ACTIVE,true,0,0,0
25,25,125,false,trade_planning,65535,121,125,3089,1120,120,259,4819,0,18199,0,61086,350748522,411,22457574,302809476,159909490,0,0,7061502,11168441,-4106939,717,23108522811,7702841223,871328860,91496981,6529518,831962,ACTIVE,true,0,0,0
26,26,130,false,trade_planning,65535,126,130,3089,1120,120,259,4819,0,17949,0,61234,349162317,438,21643401,301490484,152466332,0,0,6174391,9685665,-3511274,717,23361577430,7787192765,865326196,99476938,6421259,679034,ACTIVE,true,0,0,0
27,27,135,false,trade_planning,65535,131,135,3089,1120,120,259,4819,0,18879,0,60262,372114716,470,23754869,317270982,166869387,0,0,6850732,14225086,-7374354,717,23608748275,7869583039,917757539,100521176,6287543,533194,ACTIVE,true,0,0,0
28,28,140,false,trade_planning,65535,136,140,3089,1120,120,259,4819,0,16738,0,62343,349235165,511,20686654,299271824,155534276,0,0,1457026,10760156,-9303130,786,23824562096,7941520996,830538530,16442577,4795681,106100,ACTIVE,true,0,0,0
29,29,145,false,trade_planning,65535,141,145,3089,1120,120,259,4819,0,16741,0,62298,347405398,544,20790368,300804307,147137750,0,0,1428635,10847671,-9419036,786,24034303451,8011434769,816616055,16318609,4565656,86970,ACTIVE,true,0,0,0
30,30,150,false,trade_planning,65535,146,150,3089,1120,120,259,4819,0,19546,0,59391,385951752,547,24536797,324915595,164330529,0,0,9968013,13987339,-4019326,717,24249732811,8083244552,906115214,106382431,6139852,1112980,ACTIVE,true,0,0,0
31,31,155,false,trade_planning,65535,151,155,3089,1120,120,259,4819,0,20283,0,58595,382963584,587,25150482,331977197,157555013,0,0,8659109,11911672,-3252563,718,24489012604,8163004492,869275585,111954177,7599046,1436843,ACTIVE,true,0,0,0
32,32,160,false,trade_planning,65535,156,160,3089,1120,120,259,4819,0,21949,0,56887,385120425,583,28482639,333826706,159645249,0,0,6841629,13810878,-6969249,700,24712665417,8237555422,910706078,124175307,8440896,1820415,ACTIVE,true,0,0,0
33,33,165,false,trade_planning,65535,161,165,3089,1120,120,259,4819,0,21306,0,57469,368528049,551,26235772,324525637,154910634,0,0,5416522,11601013,-6184491,648,24936597336,8312199399,869567222,139163657,9102793,2173221,ACTIVE,true,0,0,0
