epoch_row_id,epoch_id,day_index,cell_idx,q,r,s,is_construction,group_index,type_id,owner_signature_id,count,filled_owner,employee_required,employee_filled,wage_suspended,capacity_q16,purchase_intent_capacity_q16,realized_profit_margin_q16,severe_loss_cycles,recovery_cycles,operating_state,last_input,last_output,last_sold,last_discarded,last_retained,last_resource,last_resource_generated,last_revenue,last_input_cost,last_wages_paid,last_wages_due,last_expected_revenue,last_operating_cost,last_margin_gap_q16,planned_utilization_q16,last_base_wages_due,last_base_wages_paid,last_bonus_due,last_bonus_paid,construction_ready_days
1,4,20,781,12,19,-31,0,0,30,9,1,1,0,0,0,65536,65536,65536,0,0,0,7500,9020,9020,0,0,0,0,270251,64720,0,0,270275,64720,65536,65536,0,0,0,0,
1,4,20,781,12,19,-31,0,1,65,9,24,1,0,0,0,2048,2048,0,0,0,0,0,14726,14726,0,0,735,0,8196,0,0,0,38921,0,65536,2048,0,0,0,0,
1,4,20,781,12,19,-31,0,2,69,9,24,24,0,0,0,65536,65536,0,0,0,0,0,672000,602700,0,69300,0,0,1071897,0,0,0,3538080,0,65536,65536,0,0,0,0,
1,4,20,781,12,19,-31,0,3,79,2,24,3,0,0,0,8192,8192,0,0,0,0,0,13335,13335,0,0,0,0,45242,0,0,0,245895,0,65536,9374,0,0,0,0,
1,4,20,781,12,19,-31,0,4,90,2,1,1,0,0,0,65536,65536,65536,0,0,0,5000,14775,14775,0,0,0,0,221169,13915,0,0,221180,13915,65536,65536,0,0,0,0,
1,4,20,781,12,19,-31,0,5,98,2,1,1,0,0,0,78,65536,-294,0,0,0,5,11,11,0,0,0,0,53,98,0,0,163805,98,29159,65536,0,0,0,0,
1,4,20,781,12,19,-31,0,6,102,8,24,10,0,0,0,27306,27306,0,0,0,0,0,179995,159395,0,20600,12099,0,266922,0,0,0,1569504,0,65536,29935,0,0,0,0,
1,4,20,781,12,19,-31,0,7,237,12,24,3,0,0,0,8192,8192,65536,0,0,0,150,64800,58620,0,6180,10725,0,210049,2363,0,0,1446011,2363,65536,10922,0,0,0,0,
1,4,20,781,12,19,-31,0,8,238,9,24,13,0,0,0,35498,35498,3787,0,0,0,12999,117517,117517,0,0,11699,0,216677,204838,0,0,1068795,204838,65536,36864,0,0,0,0,
1,4,20,781,12,19,-31,0,9,241,20,11,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-43215,0,0,0,0,0,
1,4,20,781,12,19,-31,0,10,250,9,24,24,0,0,0,4442,65536,65536,0,0,0,1626,14705,14705,0,0,919,8540,275408,25622,0,0,4063560,25622,65536,65536,0,0,0,0,
2,5,25,781,12,19,-31,0,0,30,9,1,1,0,0,0,65536,65536,65536,0,0,0,7500,9020,9020,0,0,0,0,335820,58842,0,0,335850,58842,65536,65536,0,0,0,0,
2,5,25,781,12,19,-31,0,1,65,9,24,1,0,0,0,2048,2048,0,0,0,0,0,14726,14726,0,0,735,0,7145,0,0,0,33926,0,65536,2048,0,0,0,0,
2,5,25,781,12,19,-31,0,2,69,9,24,23,0,0,0,62805,62805,0,0,0,0,0,643996,582396,0,61600,0,0,619203,0,0,0,3303913,0,65536,63804,0,0,0,0,
2,5,25,781,12,19,-31,0,3,79,2,24,1,0,0,0,2730,2730,0,0,0,0,0,4443,4443,0,0,0,0,13121,0,0,0,108891,0,65536,4769,0,0,0,0,
2,5,25,781,12,19,-31,0,4,90,2,1,1,0,0,0,65536,65536,65536,0,0,0,5000,14775,14775,0,0,0,0,263999,12130,0,0,264010,12130,65536,65536,0,0,0,0,
2,5,25,781,12,19,-31,0,5,98,2,1,1,0,0,0,5957,5957,-33488,0,0,0,454,870,870,0,0,0,0,5313,10865,0,0,14877,10865,12413,5957,0,0,0,0,
2,5,25,781,12,19,-31,0,6,102,8,24,6,0,0,0,16384,16384,0,0,0,0,0,108000,95640,0,12360,7260,0,140284,0,0,0,799548,0,65536,17410,0,0,0,0,
2,5,25,781,12,19,-31,0,7,237,12,24,3,0,0,0,8192,8192,65536,0,0,0,150,64800,58620,0,6180,10725,0,182792,2821,0,0,1258543,2821,65536,10922,0,0,0,0,
2,5,25,781,12,19,-31,0,8,238,9,24,7,0,0,0,19114,19114,-14979,0,0,0,6999,63277,63277,0,0,6299,0,101559,131651,0,0,504711,131651,63202,20000,0,0,0,0,
2,5,25,781,12,19,-31,0,9,241,20,11,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-46187,0,0,0,0,0,
2,5,25,781,12,19,-31,0,10,250,9,24,24,0,0,0,20826,65536,65536,0,0,0,7626,68945,68945,0,0,4309,40040,1196681,143445,0,0,4932480,143445,65536,65536,0,0,0,0,
3,6,30,781,12,19,-31,0,0,30,9,1,1,0,0,0,65536,65536,65536,0,0,0,7500,9020,9020,0,0,0,0,415523,53375,0,0,415560,53375,65536,65536,0,0,0,0,
3,6,30,781,12,19,-31,0,1,65,9,24,1,0,0,0,2048,2048,0,0,0,0,0,14726,14726,0,0,735,0,6252,0,0,0,29685,0,65536,2048,0,0,0,0,
3,6,30,781,12,19,-31,0,2,69,9,24,20,0,0,0,54613,54613,0,0,0,0,0,559996,506096,0,53900,0,0,507108,0,0,0,2785416,0,65536,57081,0,0,0,0,
3,6,30,781,12,19,-31,0,3,79,2,24,1,0,0,0,2423,2423,0,0,0,0,0,3944,3944,0,0,0,0,10158,0,0,0,48252,0,65536,2423,0,0,0,0,
3,6,30,781,12,19,-31,0,4,90,2,1,1,0,0,0,65536,65536,65536,0,0,0,5000,14775,14775,0,0,0,0,312518,10615,0,0,312535,10615,65536,65536,0,0,0,0,
3,6,30,781,12,19,-31,0,5,98,2,1,1,0,0,0,2048,2048,-18592,1,0,0,156,299,299,0,0,0,0,1001,3838,0,0,4762,3838,5072,2048,0,0,0,0,
3,6,30,781,12,19,-31,0,6,102,8,24,3,0,0,0,8192,8192,0,0,0,0,0,54000,47820,0,6180,3630,0,61773,0,0,0,441753,0,65536,10922,0,0,0,0,
3,6,30,781,12,19,-31,0,7,237,12,24,3,0,0,0,8192,8192,65536,0,0,0,150,64800,58620,0,6180,10725,0,159850,3340,0,0,1100952,3340,65536,10922,0,0,0,0,
3,6,30,781,12,19,-31,0,8,238,9,24,3,0,0,0,8192,8192,-28297,0,0,0,3000,27120,27120,0,0,2700,0,37957,66801,0,0,231364,66801,46668,10513,0,0,0,0,
3,6,30,781,12,19,-31,0,9,241,20,11,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-44037,0,0,0,0,0,
3,6,30,781,12,19,-31,0,10,250,9,24,24,0,0,0,31746,65536,65536,0,0,0,11625,105096,105096,0,0,6568,61035,758110,258853,0,0,5070720,258853,65536,65536,0,0,0,0,
4,7,35,781,12,19,-31,0,0,30,9,1,1,0,0,0,65536,65536,65536,0,0,0,7500,9020,9020,0,0,0,0,512650,48897,0,0,512695,48897,65536,65536,0,0,0,0,
4,7,35,781,12,19,-31,0,1,65,9,24,1,0,0,0,2048,2048,0,0,0,0,0,14726,14726,0,0,735,0,5489,0,0,0,26062,0,65536,2048,0,0,0,0,
4,7,35,781,12,19,-31,0,2,69,9,24,19,0,0,0,51882,51882,0,0,0,0,0,531993,490193,0,41800,0,0,467644,0,0,0,2476515,0,65536,53305,0,0,0,0,
4,7,35,781,12,19,-31,0,3,79,2,24,1,0,0,0,2048,2048,0,0,0,0,0,3333,3333,0,0,0,0,7525,0,0,0,35752,0,65536,2048,0,0,0,0,
4,7,35,781,12,19,-31,0,4,90,2,1,1,0,0,0,65536,65536,65536,0,0,0,5000,14775,14775,0,0,0,0,366104,9320,0,0,366120,9320,65536,65536,0,0,0,0,
4,7,35,781,12,19,-31,0,5,98,2,1,1,0,0,0,2048,2048,-16154,2,0,0,156,299,299,0,0,0,0,920,3385,0,0,4375,3385,7992,2048,0,0,0,0,
4,7,35,781,12,19,-31,0,6,102,8,24,3,0,0,0,8192,8192,0,0,0,0,0,54000,47820,0,6180,3630,0,54811,0,0,0,391936,0,65536,10922,0,0,0,0,
4,7,35,781,12,19,-31,0,7,237,12,24,3,0,0,0,8192,8192,65536,0,0,0,150,64800,58620,0,6180,10725,0,140527,3912,0,0,968340,3912,65536,10922,0,0,0,0,
4,7,35,781,12,19,-31,0,8,238,9,24,1,0,0,0,2730,2730,-37722,1,0,0,999,9037,9037,0,0,899,0,11059,26058,0,0,103967,26058,31267,5403,0,0,0,0,
4,7,35,781,12,19,-31,0,9,241,20,11,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-46004,0,0,0,0,0,
4,7,35,781,12,19,-31,0,10,250,9,24,16,0,0,0,37210,43690,33062,0,0,0,13626,123185,123185,0,0,7699,71540,534746,355434,0,0,3131149,355434,65536,45871,0,0,0,0,
5,8,40,781,12,19,-31,0,0,30,9,1,1,0,0,0,65536,65536,65536,0,0,0,7500,9020,9020,0,0,0,0,630451,45555,0,0,630505,45555,65536,65536,0,0,0,0,
5,8,40,781,12,19,-31,0,1,65,9,24,1,0,0,0,2048,2048,0,0,0,0,0,14726,14726,0,0,735,0,4836,0,0,0,22957,0,65536,2048,0,0,0,0,
5,8,40,781,12,19,-31,0,2,69,9,24,21,0,0,0,57344,57344,0,0,0,0,0,588000,550600,0,37400,0,0,616593,0,0,0,2684453,0,65536,59420,0,0,0,0,
5,8,40,781,12,19,-31,0,3,79,2,24,1,0,0,0,2048,2048,0,0,0,0,0,3333,3333,0,0,0,0,6626,0,0,0,31477,0,65536,2048,0,0,0,0,
5,8,40,781,12,19,-31,0,4,90,2,1,1,0,0,0,65536,65536,65536,0,0,0,5000,14775,14775,0,0,0,0,372473,8210,0,0,424245,8210,65536,65536,0,0,0,0,
5,8,40,781,12,19,-31,0,5,98,2,1,1,0,0,0,2048,2048,-13926,0,0,0,156,299,299,0,0,0,0,846,2971,0,0,4025,2971,11556,2048,0,0,0,0,
5,8,40,781,12,19,-31,0,6,102,8,24,3,0,0,0,8192,8192,0,0,0,0,0,54000,47820,0,6180,3630,0,49656,0,0,0,355078,0,65536,10922,0,0,0,0,
5,8,40,781,12,19,-31,0,7,237,12,24,3,0,0,0,8192,8192,65536,0,0,0,150,64800,58620,0,6180,10725,0,124370,4533,0,0,857587,4533,65536,10922,0,0,0,0,
5,8,40,781,12,19,-31,0,8,238,9,24,1,0,0,0,2730,2730,-44467,2,0,0,999,9037,9037,0,0,899,0,9707,30195,0,0,46243,30195,16875,2738,0,0,0,0,
5,8,40,781,12,19,-31,0,9,241,20,11,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-48342,0,0,0,0,0,
5,8,40,781,12,19,-31,0,10,250,9,24,10,0,0,0,27306,27306,9131,0,0,0,9999,90397,90397,0,0,5649,52498,344340,302229,0,0,1658081,302229,65536,27682,0,0,0,0,
6,9,45,781,12,19,-31,0,0,30,9,1,1,0,0,0,65536,65536,65536,0,0,0,7500,9020,9020,0,0,0,0,774127,42765,0,0,774195,42765,65536,65536,0,0,0,0,
6,9,45,781,12,19,-31,0,1,65,9,24,1,0,0,0,2048,2048,0,0,0,0,0,14726,14726,0,0,735,0,4267,0,0,0,20261,0,65536,2048,0,0,0,0,
6,9,45,781,12,19,-31,0,2,69,9,24,22,0,0,0,60074,60074,0,0,0,0,0,615993,584093,0,31900,0,0,689228,0,0,0,2763690,0,65536,62478,0,0,0,0,
6,9,45,781,12,19,-31,0,3,79,2,24,1,0,0,0,2048,2048,0,0,0,0,0,3333,3333,0,0,0,0,5886,0,0,0,27960,0,65536,2048,0,0,0,0,
6,9,45,781,12,19,-31,0,4,90,2,1,1,0,0,0,40569,40569,65536,0,0,0,3095,9146,9146,0,0,0,0,52439,4484,0,0,249086,4484,65536,40569,0,0,0,0,
6,9,45,781,12,19,-31,0,5,98,2,1,1,0,0,0,2048,2048,-11973,0,0,0,156,299,299,0,0,0,0,779,2606,0,0,3705,2606,15355,2048,0,0,0,0,
