epoch_row_id,epoch_id,day_index,cell_idx,q,r,s,is_construction,group_index,type_id,owner_signature_id,count,filled_owner,employee_required,employee_filled,wage_suspended,capacity_q16,purchase_intent_capacity_q16,realized_profit_margin_q16,severe_loss_cycles,recovery_cycles,operating_state,last_input,last_output,last_sold,last_discarded,last_retained,last_resource,last_resource_generated,last_revenue,last_input_cost,last_wages_paid,last_wages_due,last_expected_revenue,last_operating_cost,last_margin_gap_q16,planned_utilization_q16,last_base_wages_due,last_base_wages_paid,last_bonus_due,last_bonus_paid,construction_ready_days
1,35,175,337,13,8,-21,0,0,30,9,1,1,0,0,0,26,65536,2188,0,0,0,1,3,3,0,0,0,0,335,1,0,0,1371030,1,65536,65536,0,0,0,0,
1,35,175,337,13,8,-21,0,1,65,9,24,1,0,0,0,2048,2048,0,0,0,0,0,14726,14726,0,0,735,0,1178,0,0,0,5580,0,65536,2048,0,0,0,0,
1,35,175,337,13,8,-21,0,2,69,9,24,18,0,0,0,49152,49152,0,0,0,0,0,282780,193235,0,89545,0,0,53989,0,0,0,379187,0,65536,49673,0,0,0,0,
1,35,175,337,13,8,-21,0,3,79,2,14,1,0,0,0,2048,2048,0,0,0,0,0,1944,1944,0,0,0,0,933,0,0,0,4431,0,65536,2048,0,0,0,0,
1,35,175,337,13,8,-21,0,4,90,2,1,1,0,0,0,2048,2048,131,0,0,0,156,461,461,0,0,0,0,82,62,0,0,394,62,13526,2048,0,0,0,0,
1,35,175,337,13,8,-21,0,5,102,8,24,14,0,0,0,38229,38229,0,0,0,0,0,135658,86900,0,48758,16939,0,38149,0,0,0,297962,0,65536,40279,0,0,0,0,
1,35,175,337,13,8,-21,0,6,237,12,24,3,0,0,0,8192,8192,16619,0,0,0,150,21465,5565,0,15900,10725,0,2671,135,0,0,2030716,135,65536,10922,0,0,0,0,
1,35,175,337,13,8,-21,0,7,238,9,1,1,0,0,0,2048,2048,190,0,0,0,31,282,282,0,0,28,0,56,27,0,0,267,27,9941,2048,0,0,0,0,
2,36,180,337,13,8,-21,0,0,30,9,1,1,0,0,0,26,65536,2188,0,0,0,1,3,3,0,0,0,0,335,1,0,0,1371030,1,65536,65536,0,0,0,0,
2,36,180,337,13,8,-21,0,1,65,9,24,1,0,0,0,2048,2048,0,0,0,0,0,14726,14726,0,0,735,0,1178,0,0,0,5580,0,65536,2048,0,0,0,0,
2,36,180,337,13,8,-21,0,2,69,9,24,12,0,0,0,32768,32768,0,0,0,0,0,188520,95264,0,93256,0,0,23758,0,0,0,236598,0,65536,34735,0,0,0,0,
2,36,180,337,13,8,-21,0,3,79,2,14,1,0,0,0,2048,2048,0,0,0,0,0,1944,1944,0,0,0,0,933,0,0,0,4431,0,65536,2048,0,0,0,0,
2,36,180,337,13,8,-21,0,4,90,2,1,1,0,0,0,2048,2048,131,0,0,0,156,461,461,0,0,0,0,82,62,0,0,394,62,13526,2048,0,0,0,0,
2,36,180,337,13,8,-21,0,5,102,8,24,11,0,0,0,30037,30037,0,0,0,0,0,106588,56178,1,50409,13309,0,22898,0,0,0,224531,0,65536,32691,0,0,0,0,
2,36,180,337,13,8,-21,0,6,237,12,24,3,0,0,0,8192,8192,16619,0,0,0,150,21465,5565,0,15900,10725,0,2671,135,0,0,2030716,135,65536,10922,0,0,0,0,
2,36,180,337,13,8,-21,0,7,238,9,1,1,0,0,0,2048,2048,190,0,0,0,31,282,282,0,0,28,0,56,27,0,0,267,27,9941,2048,0,0,0,0,
3,37,185,337,13,8,-21,0,0,30,9,1,1,0,0,0,26,65536,2188,0,0,0,1,3,3,0,0,0,0,335,1,0,0,1371030,1,65536,65536,0,0,0,0,
