epoch_row_id,epoch_id,day_index,epoch_active,stage,progress_q16,sample_day,commit_day,cohort_count,market_count,good_count,building_type_count,building_group_count,pending_construction_count,filled_owner_jobs,filled_employee_jobs,unemployed_population,production_output_stock,production_output_discarded,production_output_retained,production_output_supported,producer_support_money_issued,building_wages_paid,building_wages_unpaid,building_resource_generated,building_resource_consumed,building_resource_net_delta,loss_suspended_building_groups,merchant_procurement_budget,merchant_procurement_reserved,merchant_procurement_spent,owner_working_capital_reserved,production_input_reserved,production_input_reserve_shortfall,trade_runtime_mode,trade_topology_ready,population_error,money_error,goods_error
1,2,10,false,trade_planning,65535,6,10,8844,2400,120,260,15424,0,164085,17140,52401,1067352139,0,110597445,949212184,1262098868,1311213610,0,0,18418455,-18418455,0,12218904821,4072969022,644647786,807910115,80486900,44631225,ACTIVE,true,0,0,0
2,3,15,false,trade_planning,65535,11,15,8844,2400,120,260,15424,0,143029,17140,73456,1583120950,0,167433454,1330734640,3100152263,1311213610,0,139061,154365498,-154226437,0,14921505268,4973835910,3180097818,941027678,80208014,41109688,ACTIVE,true,0,0,0
3,4,20,false,trade_planning,65535,16,20,8844,2400,120,260,15424,0,85806,17140,130521,846976046,0,79877503,745980152,1087986355,1311213610,0,7426183,44926907,-37500724,0,16743823668,5581275300,996296557,826197870,63693657,21259364,ACTIVE,true,0,0,0
4,5,25,false,trade_planning,65535,21,25,8844,2400,120,260,15424,0,71013,17140,145229,729999624,0,66075877,624568930,908510738,1514123819,0,34276772,39195692,-4918920,0,20164281668,6721428024,1413959780,695667046,50450259,15998818,ACTIVE,true,0,0,0
5,6,30,false,trade_planning,65535,26,30,8844,2400,120,260,15424,0,70191,17140,145962,955992662,0,65125986,775464962,1121972400,1505137343,0,52153365,35592243,16561122,0,23157490689,7719164348,1300104851,585674987,40249784,9539282,ACTIVE,true,0,0,0
6,7,35,false,trade_planning,65535,31,35,8844,2400,120,260,15424,0,64742,17139,151308,1031937019,0,59045729,882314535,1096926581,1507398695,0,49807882,32606585,17201297,14,26245104094,8748368821,1293317089,441431068,30922672,2738550,ACTIVE,true,0,0,0
7,8,40,false,trade_planning,65535,36,40,8844,2400,120,260,15424,0,58895,17139,157081,954233972,0,52709578,895619824,949346314,1515743577,0,29699767,30462822,-763055,65,29312039203,9770680505,923398369,345106798,24324412,2360132,ACTIVE,true,0,0,0
8,9,45,false,trade_planning,65535,41,45,8844,2400,120,260,15424,0,52855,17139,163035,843471908,0,46785539,780081238,721519688,1529280715,0,16501144,29061976,-12560832,917,32561844284,10853948858,1092922429,261667549,18680848,2195600,ACTIVE,true,0,0,0
9,10,50,false,trade_planning,65535,46,50,8844,2400,120,260,15424,0,51324,17139,164479,819968955,0,45633236,752942843,617575752,1550410677,0,8632361,28945361,-20313000,866,35611221710,11870408003,1299569995,248717925,16345020,2195600,ACTIVE,true,0,0,0
10,11,55,false,trade_planning,65535,51,55,8844,2400,120,260,15424,0,75104,17139,140662,1072439390,0,72975908,974379190,746537832,1580938852,0,1447774,48058322,-46610548,65,38550396347,12850132880,1676785870,608669106,34296094,22195175,ACTIVE,true,0,0,0
