epoch_row_id,epoch_id,day_index,cell_idx,q,r,s,is_construction,group_index,type_id,owner_signature_id,count,owner_capacity,owner_required,planned_owner_equivalent,filled_owner,owner_openings,employee_required,employee_filled,wage_suspended,capacity_q16,purchase_intent_capacity_q16,realized_profit_margin_q16,severe_loss_cycles,recovery_cycles,operating_state,last_input,last_output,last_sold,last_discarded,last_retained,last_resource,last_resource_generated,last_revenue,last_input_cost,last_wages_paid,last_wages_due,last_expected_revenue,last_operating_cost,last_margin_gap_q16,planned_utilization_q16,last_base_wages_due,last_base_wages_paid,last_bonus_due,last_bonus_paid,owner_living_cost_per_day,owner_livelihood_required,viability_operating_cost,viability_income_gap,construction_ready_days,funded_capacity_q16,owner_working_capital_allocated,investment_score_q16,investment_payback_days,investment_rejection_reason
1,2,2,1588,15,26,-41,0,0,65,9,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,11902,0,0,0,,0,0,0,0,0
1,2,2,1588,15,26,-41,0,1,70,9,20,40,40,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,11902,0,0,0,,0,0,0,0,0
1,2,2,1588,15,26,-41,0,2,80,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,14055,0,0,0,,0,0,0,0,0
1,2,2,1588,15,26,-41,0,3,91,2,2,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,14055,0,0,0,,0,0,0,0,0
1,2,2,1588,15,26,-41,0,4,107,20,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,17838,0,0,0,,0,0,0,0,0
1,2,2,1588,15,26,-41,0,5,204,20,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,17838,0,0,0,,0,0,0,0,0
1,2,2,1588,15,26,-41,0,6,239,12,6,12,12,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,12779,0,0,0,,0,0,0,0,0
1,2,2,1588,15,26,-41,0,7,243,20,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,17838,0,0,0,,0,0,0,0,0
1,2,2,1588,15,26,-41,0,8,252,9,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,11902,0,0,0,,0,0,0,0,0
2,3,3,1588,15,26,-41,0,0,65,9,1,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,19635,19635,0,0,980,0,78540,0,0,0,78540,0,9676,65536,0,0,0,0,12487,62435,62435,16105,,65536,0,0,0,0
2,3,3,1588,15,26,-41,0,1,70,9,20,40,40,40,40,0,0,0,0,65536,65536,0,0,0,0,0,700000,595954,0,104046,0,0,2979770,0,0,0,3500000,0,22065,65536,0,0,0,0,12487,2497400,2497400,482370,,65536,0,0,0,0
2,3,3,1588,15,26,-41,0,2,80,2,1,1,1,1,1,0,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13200,0,-54803,65536,0,0,0,0,14691,73455,73455,-73455,,0,3000,0,0,0
2,3,3,1588,15,26,-41,0,3,91,2,2,2,2,2,2,0,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165000,0,-484,65536,0,0,0,0,14691,146910,146910,-146910,,0,4000,0,0,0
2,3,3,1588,15,26,-41,0,4,107,20,1,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65536,65536,0,0,0,0,18634,93170,93170,-93170,,65536,0,0,0,0
2,3,3,1588,15,26,-41,0,5,204,20,1,1,1,1,1,0,1,1,0,65536,65536,65536,0,0,0,0,500,500,0,0,250,0,400000,0,242500,242500,400000,242500,13288,65536,200000,200000,42500,42500,18634,93170,293170,106830,,65536,0,0,0,0
2,3,3,1588,15,26,-41,0,6,239,12,6,12,12,12,12,0,0,0,0,32768,65536,0,0,0,0,0,56940,31875,0,25065,10725,0,328200,0,0,0,1167360,0,18754,65536,0,0,0,0,13396,803760,803760,-475560,,32768,22500,0,0,0
2,3,3,1588,15,26,-41,0,7,243,20,1,1,1,1,1,0,1,1,0,65536,65536,16384,0,0,0,0,5000,5000,0,0,1000,0,250000,0,205000,205000,250000,205000,-16270,65536,200000,200000,5000,5000,18634,93170,293170,-43170,,65536,0,0,0,0
2,3,3,1588,15,26,-41,0,8,252,9,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90400,0,-25495,65536,0,0,0,0,12487,62435,62435,-62435,,0,0,0,0,0
3,4,4,1588,15,26,-41,0,0,65,9,1,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,19635,19635,0,0,980,0,78540,0,0,0,78540,0,9676,65536,0,0,0,0,12514,62570,62570,15970,,65536,0,0,0,0
3,4,4,1588,15,26,-41,0,1,70,9,20,40,40,40,40,0,0,0,0,65536,65536,0,0,0,0,0,700000,595954,0,104046,0,0,2979770,0,0,0,3500000,0,22065,65536,0,0,0,0,12514,2502800,2502800,476970,,65536,0,0,0,0
3,4,4,1588,15,26,-41,0,2,80,2,1,1,1,1,1,0,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13200,0,-54803,65536,0,0,0,0,14717,73585,73585,-73585,,0,3000,0,0,0
3,4,4,1588,15,26,-41,0,3,91,2,2,2,2,2,2,0,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165000,0,-484,65536,0,0,0,0,14717,147170,147170,-147170,,0,4000,0,0,0
3,4,4,1588,15,26,-41,0,4,107,20,1,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65536,65536,0,0,0,0,18660,93300,93300,-93300,,65536,0,0,0,0
3,4,4,1588,15,26,-41,0,5,204,20,1,1,1,1,1,0,1,0,0,65536,65536,65536,0,0,0,0,500,500,0,0,250,0,400000,0,242500,242500,400000,242500,13288,65536,200000,200000,42500,42500,18660,93300,293300,106700,,65536,0,0,0,0
3,4,4,1588,15,26,-41,0,6,239,12,6,12,12,12,12,0,0,0,0,32768,65536,0,0,0,0,0,56940,31875,0,25065,10725,0,328200,0,0,0,1167360,0,18754,65536,0,0,0,0,13423,805380,805380,-477180,,32768,22500,0,0,0
3,4,4,1588,15,26,-41,0,7,243,20,1,1,1,1,1,0,1,0,0,65536,65536,16384,0,0,0,0,5000,5000,0,0,1000,0,250000,0,205000,205000,250000,205000,-16270,65536,200000,200000,5000,5000,18660,93300,293300,-43300,,65536,0,0,0,0
3,4,4,1588,15,26,-41,0,8,252,9,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90400,0,-25495,65536,0,0,0,0,12514,62570,62570,-62570,,0,0,0,0,0
4,5,5,1588,15,26,-41,0,0,65,9,1,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,19635,19635,0,0,980,0,78540,0,0,0,78540,0,9676,65536,0,0,0,0,12514,62570,62570,15970,,65536,0,0,0,0
4,5,5,1588,15,26,-41,0,1,70,9,20,40,40,40,40,0,0,0,0,65536,65536,0,0,0,0,0,700000,595954,0,104046,0,0,2979770,0,0,0,3500000,0,22065,65536,0,0,0,0,12514,2502800,2502800,476970,,65536,0,0,0,0
4,5,5,1588,15,26,-41,0,2,80,2,1,1,1,1,1,0,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13200,0,-54803,65536,0,0,0,0,14717,73585,73585,-73585,,0,3000,0,0,0
4,5,5,1588,15,26,-41,0,3,91,2,2,2,2,2,2,0,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165000,0,-484,65536,0,0,0,0,14717,147170,147170,-147170,,0,4000,0,0,0
4,5,5,1588,15,26,-41,0,4,107,20,1,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65536,65536,0,0,0,0,18660,93300,93300,-93300,,65536,0,0,0,0
4,5,5,1588,15,26,-41,0,5,204,20,1,1,1,1,1,0,1,0,0,65536,65536,65536,0,0,0,0,500,500,0,0,250,0,400000,0,242500,242500,400000,242500,13288,65536,200000,200000,42500,42500,18660,93300,293300,106700,,65536,0,0,0,0
4,5,5,1588,15,26,-41,0,6,239,12,6,12,12,12,12,0,0,0,0,32768,65536,0,0,0,0,0,56940,31875,0,25065,10725,0,328200,0,0,0,1167360,0,18754,65536,0,0,0,0,13423,805380,805380,-477180,,32768,22500,0,0,0
4,5,5,1588,15,26,-41,0,7,243,20,1,1,1,1,1,0,1,0,0,65536,65536,16384,0,0,0,0,5000,5000,0,0,1000,0,250000,0,205000,205000,250000,205000,-16270,65536,200000,200000,5000,5000,18660,93300,293300,-43300,,65536,0,0,0,0
4,5,5,1588,15,26,-41,0,8,252,9,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90400,0,-25495,65536,0,0,0,0,12514,62570,62570,-62570,,0,0,0,0,0
5,6,6,1588,15,26,-41,0,0,65,9,1,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,19635,19635,0,0,980,0,78540,0,0,0,78540,0,9676,65536,0,0,0,0,12514,62570,62570,15970,,0,3000,0,0,0
5,6,6,1588,15,26,-41,0,1,70,9,20,40,40,40,40,0,0,0,0,65536,65536,0,0,0,0,0,700000,595954,0,104046,0,0,2979770,0,0,0,3500000,0,22065,65536,0,0,0,0,12514,2502800,2502800,476970,,0,4000,0,0,0
5,6,6,1588,15,26,-41,0,2,80,2,1,1,1,1,1,0,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13200,0,-54803,65536,0,0,0,0,14717,73585,73585,-73585,,65536,0,0,0,0
