epoch_row_id,epoch_id,day_index,cell_idx,q,r,s,is_construction,group_index,type_id,owner_signature_id,count,owner_capacity,owner_required,planned_owner_equivalent,filled_owner,owner_openings,employee_required,employee_filled,wage_suspended,capacity_q16,purchase_intent_capacity_q16,realized_profit_margin_q16,severe_loss_cycles,recovery_cycles,operating_state,last_input,last_output,last_sold,last_discarded,last_retained,last_resource,last_resource_generated,last_revenue,last_input_cost,last_wages_paid,last_wages_due,last_expected_revenue,last_operating_cost,last_margin_gap_q16,planned_utilization_q16,last_base_wages_due,last_base_wages_paid,last_bonus_due,last_bonus_paid,owner_living_cost_per_day,owner_livelihood_required,viability_operating_cost,viability_income_gap,construction_ready_days,funded_capacity_q16,owner_working_capital_allocated,investment_score_q16,investment_payback_days,investment_rejection_reason
1,1,1,885,38,14,-52,0,0,65,9,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,11926,0,0,0,,0,0,0,0,0
1,1,1,885,38,14,-52,0,1,70,9,24,48,48,48,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,11926,0,0,0,,0,0,0,0,0
1,1,1,885,38,14,-52,0,2,80,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,14079,0,0,0,,0,0,0,0,0
1,1,1,885,38,14,-52,0,3,91,2,3,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,14079,0,0,0,,0,0,0,0,0
1,1,1,885,38,14,-52,0,4,107,20,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,17862,0,0,0,,0,0,0,0,0
1,1,1,885,38,14,-52,0,5,204,20,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,17862,0,0,0,,0,0,0,0,0
1,1,1,885,38,14,-52,0,6,239,12,12,24,24,24,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,12803,0,0,0,,0,0,0,0,0
1,1,1,885,38,14,-52,0,7,243,20,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,17862,0,0,0,,0,0,0,0,0
1,1,1,885,38,14,-52,0,8,252,9,3,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,11926,0,0,0,,0,0,0,0,0
2,2,2,885,38,14,-52,0,0,65,9,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,11926,0,0,0,,0,0,0,0,0
2,2,2,885,38,14,-52,0,1,70,9,24,48,48,48,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,11926,0,0,0,,0,0,0,0,0
2,2,2,885,38,14,-52,0,2,80,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,14079,0,0,0,,0,0,0,0,0
2,2,2,885,38,14,-52,0,3,91,2,3,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,14079,0,0,0,,0,0,0,0,0
2,2,2,885,38,14,-52,0,4,107,20,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,17862,0,0,0,,0,0,0,0,0
2,2,2,885,38,14,-52,0,5,204,20,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,17862,0,0,0,,0,0,0,0,0
2,2,2,885,38,14,-52,0,6,239,12,12,24,24,24,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,12803,0,0,0,,0,0,0,0,0
2,2,2,885,38,14,-52,0,7,243,20,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,17862,0,0,0,,0,0,0,0,0
2,2,2,885,38,14,-52,0,8,252,9,3,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,11926,0,0,0,,0,0,0,0,0
3,3,3,885,38,14,-52,0,0,65,9,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,11926,0,0,0,,0,0,0,0,0
3,3,3,885,38,14,-52,0,1,70,9,24,48,48,48,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,11926,0,0,0,,0,0,0,0,0
3,3,3,885,38,14,-52,0,2,80,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,14079,0,0,0,,0,0,0,0,0
3,3,3,885,38,14,-52,0,3,91,2,3,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,14079,0,0,0,,0,0,0,0,0
3,3,3,885,38,14,-52,0,4,107,20,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,17862,0,0,0,,0,0,0,0,0
3,3,3,885,38,14,-52,0,5,204,20,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,17862,0,0,0,,0,0,0,0,0
3,3,3,885,38,14,-52,0,6,239,12,12,24,24,24,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,12803,0,0,0,,0,0,0,0,0
3,3,3,885,38,14,-52,0,7,243,20,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,17862,0,0,0,,0,0,0,0,0
