epoch_row_id,epoch_id,day_index,cell_idx,q,r,s,cohort_index,handle,signature_id,profession_id,ethnicity_id,population,funds,epoch_income,epoch_expense,epoch_in_kind_income,cash_expense_coverage_q16,livelihood_coverage_q16,income_ema,satisfaction_q16,worst_need_id,is_merchant,owner_employed,employee_employed,unemployed
1,2,2,1104,15,18,-33,0,4294996224,2,2,0,4,1443360,0,0,0,65536,65536,0,65535,-1,0,0,0,4
1,2,2,1104,15,18,-33,1,4294996225,8,8,0,24,8552160,0,0,0,65536,65536,0,65535,-1,0,0,0,24
1,2,2,1104,15,18,-33,2,4294996226,9,9,0,39,14694760,0,0,0,65536,65536,0,65535,-1,0,0,0,39
1,2,2,1104,15,18,-33,3,4294996227,12,12,0,24,8574000,0,0,0,65536,65536,0,65535,-1,0,0,0,24
1,2,2,1104,15,18,-33,4,4294996228,20,20,0,3,50895124,0,0,0,65536,65536,0,65535,-1,1,0,0,3
1,2,2,1104,15,18,-33,5,4294996229,22,22,0,2,712680,0,0,0,65536,65536,0,65535,-1,0,0,0,2
2,3,3,1104,15,18,-33,0,4294996224,2,2,0,4,1443360,0,0,0,65536,65536,0,65535,-1,0,0,0,4
2,3,3,1104,15,18,-33,1,4294996225,8,8,0,24,8552160,0,0,0,65536,65536,0,65535,-1,0,0,0,24
2,3,3,1104,15,18,-33,2,4294996226,9,9,0,39,14694760,0,0,0,65536,65536,0,65535,-1,0,0,0,39
2,3,3,1104,15,18,-33,3,4294996227,12,12,0,24,8574000,0,0,0,65536,65536,0,65535,-1,0,0,0,24
2,3,3,1104,15,18,-33,4,4294996228,20,20,0,3,50895124,0,0,0,65536,65536,0,65535,-1,1,0,0,3
2,3,3,1104,15,18,-33,5,4294996229,22,22,0,2,712680,0,0,0,65536,65536,0,65535,-1,0,0,0,2
3,4,4,1104,15,18,-33,0,8589963520,9,9,0,39,33010452,2811322,1741055,474980,105822,97187,133783,65535,10,0,39,0,0
3,4,4,1104,15,18,-33,1,8589963521,8,8,0,24,18292473,1665600,528590,494400,206505,138376,142126,65535,10,0,24,0,0
3,4,4,1104,15,18,-33,2,8589963522,12,12,0,24,17372374,656400,439490,510960,97881,80492,27113,65535,10,0,24,0,0
3,4,4,1104,15,18,-33,3,8589963523,2,2,0,4,2748759,0,110485,0,0,0,-13810,65535,10,0,4,0,0
3,4,4,1104,15,18,-33,4,4294996228,20,20,0,3,12287224,1809743,3854625,0,30769,30769,-255610,65535,10,1,3,0,0
3,4,4,1104,15,18,-33,5,8589963525,22,22,0,2,1810802,447500,66320,0,442209,442209,47647,65535,10,0,0,2,0
4,5,5,1104,15,18,-33,0,8589963520,9,9,0,39,33010452,2811322,1741055,474980,105822,97187,133783,65535,10,0,39,0,0
4,5,5,1104,15,18,-33,1,8589963521,8,8,0,24,18292473,1665600,528590,494400,206505,138376,142126,65535,10,0,24,0,0
4,5,5,1104,15,18,-33,2,8589963522,12,12,0,24,17372374,656400,439490,510960,97881,80492,27113,65535,10,0,24,0,0
4,5,5,1104,15,18,-33,3,8589963523,2,2,0,4,2748759,0,110485,0,0,0,-13810,65535,10,0,4,0,0
4,5,5,1104,15,18,-33,4,4294996228,20,20,0,3,12287224,1809743,3854625,0,30769,30769,-255610,65535,10,1,3,0,0
4,5,5,1104,15,18,-33,5,8589963525,22,22,0,2,1810802,447500,66320,0,442209,442209,47647,65535,10,0,0,2,0
5,6,6,1104,15,18,-33,0,8589963520,9,9,0,39,33010452,2811322,1741055,474980,105822,97187,133783,65535,10,0,39,0,0
5,6,6,1104,15,18,-33,1,8589963521,8,8,0,24,18292473,1665600,528590,494400,206505,138376,142126,65535,10,0,24,0,0
5,6,6,1104,15,18,-33,2,8589963522,12,12,0,24,17372374,656400,439490,510960,97881,80492,27113,65535,10,0,24,0,0
5,6,6,1104,15,18,-33,3,8589963523,2,2,0,4,2748759,0,110485,0,0,0,-13810,65535,10,0,4,0,0
5,6,6,1104,15,18,-33,4,4294996228,20,20,0,3,12287224,1809743,3854625,0,30769,30769,-255610,65535,10,1,3,0,0
5,6,6,1104,15,18,-33,5,8589963525,22,22,0,2,1810802,447500,66320,0,442209,442209,47647,65535,10,0,0,2,0
6,7,7,1104,15,18,-33,0,8589963520,9,9,0,39,33010452,2811322,1741055,474980,105822,97187,133783,65535,10,0,39,0,0
6,7,7,1104,15,18,-33,1,8589963521,8,8,0,24,18292473,1665600,528590,494400,206505,138376,142126,65535,10,0,24,0,0
6,7,7,1104,15,18,-33,2,8589963522,12,12,0,24,17372374,656400,439490,510960,97881,80492,27113,65535,10,0,24,0,0
6,7,7,1104,15,18,-33,3,8589963523,2,2,0,4,2748759,0,110485,0,0,0,-13810,65535,10,0,4,0,0
6,7,7,1104,15,18,-33,4,4294996228,20,20,0,3,12287224,1809743,3854625,0,30769,30769,-255610,65535,10,1,3,0,0
6,7,7,1104,15,18,-33,5,8589963525,22,22,0,2,1810802,447500,66320,0,442209,442209,47647,65535,10,0,0,2,0
7,8,8,1104,15,18,-33,0,8589963520,9,9,0,39,33010452,2811322,1741055,474980,105822,97187,133783,65535,10,0,39,0,0
7,8,8,1104,15,18,-33,1,8589963521,8,8,0,24,18292473,1665600,528590,494400,206505,138376,142126,65535,10,0,24,0,0
7,8,8,1104,15,18,-33,2,8589963522,12,12,0,24,17372374,656400,439490,510960,97881,80492,27113,65535,10,0,24,0,0
7,8,8,1104,15,18,-33,3,8589963523,2,2,0,4,2748759,0,110485,0,0,0,-13810,65535,10,0,4,0,0
7,8,8,1104,15,18,-33,4,4294996228,20,20,0,3,12287224,1809743,3854625,0,30769,30769,-255610,65535,10,1,3,0,0
7,8,8,1104,15,18,-33,5,8589963525,22,22,0,2,1810802,447500,66320,0,442209,442209,47647,65535,10,0,0,2,0
8,9,9,1104,15,18,-33,0,8589963520,9,9,0,39,35108057,3304367,1206762,516530,179451,145306,312368,65535,5,0,39,0,0
8,9,9,1104,15,18,-33,1,8589963521,8,8,0,24,19124193,1747039,915319,524409,125086,103395,157262,65535,5,0,24,0,0
8,9,9,1104,15,18,-33,2,8589963522,12,12,0,24,17323665,702769,751478,555290,61288,63093,4079,65535,5,0,24,0,0
8,9,9,1104,15,18,-33,3,8589963523,2,2,0,4,2890527,308517,166749,14987,121253,116659,12542,65535,5,0,4,0,0
8,9,9,1104,15,18,-33,4,4294996228,20,20,0,3,9570847,3965800,6682177,0,38894,38894,-435399,65535,5,1,3,0,0
8,9,9,1104,15,18,-33,5,8589963525,22,22,0,2,2154837,447500,103465,0,283451,283451,60871,65535,5,0,0,2,0
9,10,10,1104,15,18,-33,0,8589963520,9,9,0,39,35108057,3304367,1206762,516530,179451,145306,312368,65535,5,0,39,0,0
9,10,10,1104,15,18,-33,1,8589963521,8,8,0,24,19124193,1747039,915319,524409,125086,103395,157262,65535,5,0,24,0,0
9,10,10,1104,15,18,-33,2,8589963522,12,12,0,24,17323665,702769,751478,555290,61288,63093,4079,65535,5,0,24,0,0
9,10,10,1104,15,18,-33,3,8589963523,2,2,0,4,2890527,308517,166749,14987,121253,116659,12542,65535,5,0,4,0,0
9,10,10,1104,15,18,-33,4,4294996228,20,20,0,3,9570847,3965800,6682177,0,38894,38894,-435399,65535,5,1,3,0,0
9,10,10,1104,15,18,-33,5,8589963525,22,22,0,2,2154837,447500,103465,0,283451,283451,60871,65535,5,0,0,2,0
10,11,11,1104,15,18,-33,0,8589963520,9,9,0,39,35108057,3304367,1206762,516530,179451,145306,312368,65535,5,0,39,0,0
10,11,11,1104,15,18,-33,1,8589963521,8,8,0,24,19124193,1747039,915319,524409,125086,103395,157262,65535,5,0,24,0,0
10,11,11,1104,15,18,-33,2,8589963522,12,12,0,24,17323665,702769,751478,555290,61288,63093,4079,65535,5,0,24,0,0
10,11,11,1104,15,18,-33,3,8589963523,2,2,0,4,2890527,308517,166749,14987,121253,116659,12542,65535,5,0,4,0,0
10,11,11,1104,15,18,-33,4,4294996228,20,20,0,3,9570847,3965800,6682177,0,38894,38894,-435399,65535,5,1,3,0,0
10,11,11,1104,15,18,-33,5,8589963525,22,22,0,2,2154837,447500,103465,0,283451,283451,60871,65535,5,0,0,2,0
11,12,12,1104,15,18,-33,0,8589963520,9,9,0,39,35108057,3304367,1206762,516530,179451,145306,312368,65535,5,0,39,0,0
11,12,12,1104,15,18,-33,1,8589963521,8,8,0,24,19124193,1747039,915319,524409,125086,103395,157262,65535,5,0,24,0,0
11,12,12,1104,15,18,-33,2,8589963522,12,12,0,24,17323665,702769,751478,555290,61288,63093,4079,65535,5,0,24,0,0
11,12,12,1104,15,18,-33,3,8589963523,2,2,0,4,2890527,308517,166749,14987,121253,116659,12542,65535,5,0,4,0,0
