epoch_row_id,epoch_id,day_index,cell_idx,q,r,s,resource_id,reserve
1,1,5,444,-1,11,-10,timber,0
1,1,5,444,-1,11,-10,stone,1.0761615e+08
1,1,5,444,-1,11,-10,fertile_soil,17686.598
1,1,5,444,-1,11,-10,coal,1.8164672e+08
1,1,5,444,-1,11,-10,oil,0
1,1,5,444,-1,11,-10,natural_gas,0
1,1,5,444,-1,11,-10,copper_ore,5.378092e+06
1,1,5,444,-1,11,-10,iron_ore,5.7699692e+07
1,1,5,444,-1,11,-10,gold_ore,632636.25
1,1,5,444,-1,11,-10,silver_ore,2.5503762e+06
1,1,5,444,-1,11,-10,salt,0
1,1,5,444,-1,11,-10,saltpeter,0
1,1,5,444,-1,11,-10,rare_earth,4.3217555e+06
1,1,5,444,-1,11,-10,clay,3.389225e+06
1,1,5,444,-1,11,-10,wild_game,8092.3604
1,1,5,444,-1,11,-10,marine_fish,0
1,1,5,444,-1,11,-10,arable_land,4896.9946
1,1,5,444,-1,11,-10,paddy_land,0
1,1,5,444,-1,11,-10,plantation_land,0
1,1,5,444,-1,11,-10,pasture,3275.2817
1,1,5,444,-1,11,-10,bauxite,0
1,1,5,444,-1,11,-10,limestone,0
1,1,5,444,-1,11,-10,silica_sand,0
1,1,5,444,-1,11,-10,phosphate_rock,0
1,1,5,444,-1,11,-10,tin_ore,0
1,1,5,444,-1,11,-10,lead_ore,0
1,1,5,444,-1,11,-10,zinc_ore,0
1,1,5,444,-1,11,-10,manganese_ore,0
1,1,5,444,-1,11,-10,sulfur,0
1,1,5,444,-1,11,-10,flint,2.413688e+07
2,2,10,444,-1,11,-10,timber,0
2,2,10,444,-1,11,-10,stone,1.0761615e+08
2,2,10,444,-1,11,-10,fertile_soil,17708.81
2,2,10,444,-1,11,-10,coal,1.8164672e+08
2,2,10,444,-1,11,-10,oil,0
2,2,10,444,-1,11,-10,natural_gas,0
2,2,10,444,-1,11,-10,copper_ore,5.378092e+06
2,2,10,444,-1,11,-10,iron_ore,5.7699692e+07
2,2,10,444,-1,11,-10,gold_ore,632636
2,2,10,444,-1,11,-10,silver_ore,2.5503738e+06
2,2,10,444,-1,11,-10,salt,223.30977
2,2,10,444,-1,11,-10,saltpeter,0
2,2,10,444,-1,11,-10,rare_earth,4.3217555e+06
2,2,10,444,-1,11,-10,clay,3.411527e+06
2,2,10,444,-1,11,-10,wild_game,8203.191
2,2,10,444,-1,11,-10,marine_fish,0
2,2,10,444,-1,11,-10,arable_land,4896.9946
2,2,10,444,-1,11,-10,paddy_land,0
2,2,10,444,-1,11,-10,plantation_land,0
2,2,10,444,-1,11,-10,pasture,3275.2817
2,2,10,444,-1,11,-10,bauxite,0
2,2,10,444,-1,11,-10,limestone,0
2,2,10,444,-1,11,-10,silica_sand,0
2,2,10,444,-1,11,-10,phosphate_rock,0
2,2,10,444,-1,11,-10,tin_ore,0
2,2,10,444,-1,11,-10,lead_ore,0
2,2,10,444,-1,11,-10,zinc_ore,0
2,2,10,444,-1,11,-10,manganese_ore,0
2,2,10,444,-1,11,-10,sulfur,0
2,2,10,444,-1,11,-10,flint,2.4136832e+07
3,3,15,444,-1,11,-10,timber,0
3,3,15,444,-1,11,-10,stone,1.0761615e+08
3,3,15,444,-1,11,-10,fertile_soil,17740.916
3,3,15,444,-1,11,-10,coal,1.8164672e+08
3,3,15,444,-1,11,-10,oil,0
3,3,15,444,-1,11,-10,natural_gas,0
3,3,15,444,-1,11,-10,copper_ore,5.378092e+06
3,3,15,444,-1,11,-10,iron_ore,5.7699692e+07
3,3,15,444,-1,11,-10,gold_ore,632635.75
3,3,15,444,-1,11,-10,silver_ore,2.5503712e+06
3,3,15,444,-1,11,-10,salt,349.64127
3,3,15,444,-1,11,-10,saltpeter,0
3,3,15,444,-1,11,-10,rare_earth,4.3217555e+06
3,3,15,444,-1,11,-10,clay,3.4356795e+06
3,3,15,444,-1,11,-10,wild_game,8335.14
3,3,15,444,-1,11,-10,marine_fish,0
3,3,15,444,-1,11,-10,arable_land,4896.9946
3,3,15,444,-1,11,-10,paddy_land,0
3,3,15,444,-1,11,-10,plantation_land,0
3,3,15,444,-1,11,-10,pasture,3275.2817
3,3,15,444,-1,11,-10,bauxite,0
3,3,15,444,-1,11,-10,limestone,0
3,3,15,444,-1,11,-10,silica_sand,0
3,3,15,444,-1,11,-10,phosphate_rock,0
3,3,15,444,-1,11,-10,tin_ore,0
3,3,15,444,-1,11,-10,lead_ore,0
3,3,15,444,-1,11,-10,zinc_ore,0
3,3,15,444,-1,11,-10,manganese_ore,0
3,3,15,444,-1,11,-10,sulfur,0
3,3,15,444,-1,11,-10,flint,2.4136784e+07
4,4,20,444,-1,11,-10,timber,0
4,4,20,444,-1,11,-10,stone,1.0761615e+08
4,4,20,444,-1,11,-10,fertile_soil,17755.805
4,4,20,444,-1,11,-10,coal,1.8164672e+08
4,4,20,444,-1,11,-10,oil,0
4,4,20,444,-1,11,-10,natural_gas,0
4,4,20,444,-1,11,-10,copper_ore,5.378092e+06
4,4,20,444,-1,11,-10,iron_ore,5.7699692e+07
4,4,20,444,-1,11,-10,gold_ore,632635.5
4,4,20,444,-1,11,-10,silver_ore,2.5503688e+06
4,4,20,444,-1,11,-10,salt,624.05347
4,4,20,444,-1,11,-10,saltpeter,0
4,4,20,444,-1,11,-10,rare_earth,4.3217555e+06
4,4,20,444,-1,11,-10,clay,3.4566405e+06
4,4,20,444,-1,11,-10,wild_game,8413.573
4,4,20,444,-1,11,-10,marine_fish,0
4,4,20,444,-1,11,-10,arable_land,4896.9946
4,4,20,444,-1,11,-10,paddy_land,0
4,4,20,444,-1,11,-10,plantation_land,0
4,4,20,444,-1,11,-10,pasture,3275.2817
4,4,20,444,-1,11,-10,bauxite,0
4,4,20,444,-1,11,-10,limestone,0
4,4,20,444,-1,11,-10,silica_sand,0
4,4,20,444,-1,11,-10,phosphate_rock,0
4,4,20,444,-1,11,-10,tin_ore,0
4,4,20,444,-1,11,-10,lead_ore,0
4,4,20,444,-1,11,-10,zinc_ore,0
4,4,20,444,-1,11,-10,manganese_ore,0
4,4,20,444,-1,11,-10,sulfur,0
4,4,20,444,-1,11,-10,flint,2.4136738e+07
5,5,25,444,-1,11,-10,timber,0
5,5,25,444,-1,11,-10,stone,1.0761615e+08
5,5,25,444,-1,11,-10,fertile_soil,17780.621
5,5,25,444,-1,11,-10,coal,1.8164672e+08
5,5,25,444,-1,11,-10,oil,0
5,5,25,444,-1,11,-10,natural_gas,0
5,5,25,444,-1,11,-10,copper_ore,5.378092e+06
5,5,25,444,-1,11,-10,iron_ore,5.7699692e+07
