epoch_row_id,epoch_id,day_index,epoch_active,stage,progress_q16,sample_day,commit_day,cohort_count,market_count,good_count,building_type_count,building_group_count,pending_construction_count,filled_owner_jobs,filled_employee_jobs,unemployed_population,production_output_stock,production_output_discarded,production_output_retained,building_wages_paid,building_wages_unpaid,building_resource_generated,building_resource_consumed,building_resource_net_delta,loss_suspended_building_groups,merchant_procurement_budget,merchant_procurement_reserved,merchant_procurement_spent,trade_runtime_mode,trade_topology_ready,population_error,money_error,goods_error
1,3,15,false,trade_planning,65535,11,15,2398,1120,120,259,4526,0,30958,0,4752,65473315,121719628,21503957,0,0,0,6572326,-6572326,0,1399272460,466424433,480193201,ACTIVE,true,0,0,0
2,4,20,false,trade_planning,65535,16,20,2398,1120,120,259,4526,0,30734,0,4966,59329815,136512452,20597685,0,0,0,6461025,-6461025,0,1406737089,468912628,411065309,ACTIVE,true,0,0,0
3,5,25,false,trade_planning,65535,21,25,2398,1120,120,259,4526,0,29295,0,6395,56957752,133780575,19843461,0,0,0,4577495,-4577495,0,1497080588,499027152,427804707,ACTIVE,true,0,0,0
4,6,30,false,trade_planning,65535,26,30,2398,1120,120,259,4526,0,26600,0,9064,56846847,138365217,19244747,0,0,0,4883509,-4883509,115,1570417650,523472825,456654197,ACTIVE,true,0,0,0
5,7,35,false,trade_planning,65535,31,35,2398,1120,120,259,4526,0,25977,0,9666,55095328,134792109,18729575,0,0,0,3995037,-3995037,115,1640794976,546931929,469526176,ACTIVE,true,0,0,0
6,8,40,false,trade_planning,65535,36,40,2398,1120,120,259,4526,0,28637,0,6991,54299761,140567118,18277435,0,0,0,5099392,-5099392,2,1710743513,570248101,495847885,ACTIVE,true,0,0,0
7,9,45,false,trade_planning,65535,41,45,2398,1120,120,259,4526,0,27743,0,7864,52324582,138242482,17813336,0,0,0,3777776,-3777776,2,1779332574,593111133,501491116,ACTIVE,true,0,0,0
8,10,50,false,trade_planning,65535,46,50,2398,1120,120,259,4526,0,28235,0,7364,51707128,140765788,17363743,0,0,0,4181604,-4181604,2,1848459665,616153487,534891220,ACTIVE,true,0,0,0
9,11,55,false,trade_planning,65535,51,55,2398,1120,120,259,4526,0,28348,0,7244,50510487,144261744,16942015,0,0,0,4532679,-4532679,2,1910808706,636936513,564991328,ACTIVE,true,0,0,0
10,12,60,false,trade_planning,65535,56,60,2398,1120,120,259,4526,0,27295,0,8296,49383321,147555382,16537200,0,0,0,5009590,-5009590,2,1965394172,655131688,590115447,ACTIVE,true,0,0,0
11,13,65,false,trade_planning,65535,61,65,2398,1120,120,259,4526,0,26465,0,9125,48197981,143618591,16153273,0,0,0,4017255,-4017255,2,2015464451,671821742,608632235,ACTIVE,true,0,0,0
12,14,70,false,trade_planning,65535,66,70,2398,1120,120,259,4526,0,25621,0,9969,46824225,149071941,15781927,0,0,0,4760121,-4760121,2,2066084387,688695073,620308080,ACTIVE,true,0,0,0
13,15,75,false,trade_planning,65535,71,75,2398,1120,120,259,4526,0,24711,0,10879,45783394,147428269,15419612,0,0,0,4200048,-4200048,2,2124467321,708156053,641370455,ACTIVE,true,0,0,0
14,16,80,false,trade_planning,65535,76,80,2398,1120,120,259,4526,0,24249,0,11341,44590437,153723746,15068349,0,0,0,4643155,-4643155,2,2183486241,727829025,654081078,ACTIVE,true,0,0,0
15,17,85,false,trade_planning,65535,81,85,2398,1120,120,259,4526,0,23740,0,11850,43294436,148436454,14727936,0,0,0,3479962,-3479962,2,2250217120,750072663,672310381,ACTIVE,true,0,0,0
16,18,90,false,trade_planning,65535,86,90,2398,1120,120,259,4526,0,25280,0,10310,42433668,159843496,14395112,0,0,2100,5038520,-5036420,6,2319726482,773242432,700225652,ACTIVE,true,0,0,0
17,19,95,false,trade_planning,65535,91,95,2398,1120,120,259,4526,0,24781,0,10809,41168754,152909087,14070982,0,0,13444,3821762,-3808318,121,2385786072,795262299,719210204,ACTIVE,true,0,0,0
18,20,100,false,trade_planning,65535,96,100,2398,1120,120,259,4526,0,24467,0,11123,39735270,156812479,13760959,0,0,13390,4682872,-4669482,133,2450045887,816682224,733513932,ACTIVE,true,0,0,0
19,21,105,false,trade_planning,65535,101,105,2398,1120,120,259,4526,0,22007,0,13583,35738784,138018907,13471802,0,0,24026,2744444,-2720418,180,2516076384,838692413,674928403,ACTIVE,true,0,0,0
20,22,110,false,trade_planning,65535,106,110,2398,1120,120,259,4526,0,21493,0,14079,31563533,131305007,13208506,0,0,36321,3174295,-3137974,218,2585766996,861922600,624030962,ACTIVE,true,0,0,0
21,23,115,false,trade_planning,65535,111,115,2398,1120,120,259,4526,0,18529,0,16861,27320453,91069408,13320845,0,0,46150,1359324,-1313174,244,2643670774,881223866,557642114,ACTIVE,true,0,0,0
22,24,120,false,trade_planning,65535,116,120,2398,1120,120,259,4526,0,20091,0,15279,23115794,91160667,12998582,0,0,46614,3239510,-3192896,445,2727690816,909230534,486056010,ACTIVE,true,0,0,0
23,25,125,false,trade_planning,65535,121,125,2398,1120,120,259,4526,0,23409,0,11692,23102889,126964861,12463328,0,0,46777,1780834,-1734057,470,2803801377,934600718,508981157,ACTIVE,true,0,0,0
24,26,130,false,trade_planning,65535,126,130,2398,1120,120,259,4526,0,21206,0,13613,20286258,106674868,12228742,0,0,46810,1739097,-1692287,598,2862303463,954101452,464373845,ACTIVE,true,0,0,0
25,27,135,false,trade_planning,65535,131,135,2398,1120,120,259,4526,0,20784,0,13818,16771799,107918231,12025934,0,0,46854,1158990,-1112136,598,2890476288,963492383,377550664,ACTIVE,true,0,0,0
26,28,140,false,trade_planning,65535,136,140,2398,1120,120,259,4526,0,21783,0,12430,16877094,129156453,11807819,0,0,46813,1044455,-997642,598,2959060104,986353635,407515456,ACTIVE,true,0,0,0
27,29,145,false,trade_planning,65535,141,145,2398,1120,120,259,4526,0,21517,0,12392,16547025,128264050,11598237,0,0,46784,1036946,-990162,598,3010825640,1003608829,416967259,ACTIVE,true,0,0,0
28,30,150,false,trade_planning,65535,146,150,2398,1120,120,259,4526,0,22273,0,11217,16133724,144388125,11415873,0,0,46769,1065708,-1018939,598,3060571921,1020190938,426746286,ACTIVE,true,0,0,0
29,31,155,false,trade_planning,65535,151,155,2398,1120,120,259,4526,0,22594,0,10586,15967710,143769850,11273283,0,0,46761,1586411,-1539650,598,3110161810,1036720872,436862291,ACTIVE,true,0,0,0
30,32,160,false,trade_planning,65535,156,160,2398,1120,120,259,4526,0,22746,0,10255,16139291,142472682,11159152,0,0,46760,1890160,-1843400,598,3158035493,1052678756,459778857,ACTIVE,true,0,0,0
31,33,165,false,trade_planning,65535,161,165,2398,1120,120,259,4526,0,21496,0,11188,15704499,134789826,11155379,0,0,46754,1440072,-1393318,598,3202651341,1067550735,470262579,ACTIVE,true,0,0,0
32,34,170,false,trade_planning,65535,166,170,2398,1120,120,259,4526,0,20747,0,11637,15549595,130791069,11151834,0,0,46752,1161322,-1114570,598,3249505234,1083168680,483874717,ACTIVE,true,0,0,0
