epoch_row_id,epoch_id,day_index,epoch_active,stage,progress_q16,sample_day,commit_day,cohort_count,market_count,good_count,building_type_count,building_group_count,pending_construction_count,filled_owner_jobs,filled_employee_jobs,unemployed_population,births,deaths,production_inputs_consumed,production_output_stock,production_output_discarded,production_output_retained,production_output_supported,owner_output_consumed,producer_revenue,producer_support_money_issued,bullion_money_issued,bullion_stock_consumed,gold_accepted,silver_accepted,gold_money_issued,silver_money_issued,cycle_flow_produced,cycle_flow_consumed,cycle_flow_discarded,building_wages_paid,building_wages_unpaid,building_resource_generated,building_resource_consumed,building_resource_net_delta,loss_suspended_building_groups,merchant_procurement_budget,merchant_procurement_opportunity,merchant_procurement_allocated,merchant_procurement_unspent_allocated,merchant_procurement_reserved,merchant_procurement_spent,owner_working_capital_reserved,production_input_reserved,production_input_reserve_shortfall,trade_runtime_mode,trade_topology_ready,trade_topology_generation,trade_topology_hash,trade_country_generation,trade_plan_phase,trade_scan_cursor,trade_scan_total,trade_route_cursor,trade_route_total,trade_completed_scans,trade_plan_reset_count,trade_topology_content_change_count,trade_last_plan_reset_reason,trade_source_signals,trade_destination_signals,trade_ready_candidates,trade_route_expansions,trade_route_cache_hits,trade_route_cache_misses,trade_candidates_generated,trade_candidates_accepted,trade_rejected_profit,trade_rejected_no_spread,trade_rejected_margin,trade_quantity_profit_clips,trade_relief_candidates,trade_rejected_capacity,trade_rejected_stock,trade_rejected_cash,trade_rejected_route,trade_rejected_order_cap,trade_orders_in_flight,trade_orders_dispatched,trade_orders_arrived,trade_unclaimed_orders,trade_capacity_available,trade_capacity_used,population_error,money_error,goods_error,construction_goods_consumed,building_investment_candidates,building_owner_mobility,building_investments_started,building_investment_blocked_funds,building_investment_blocked_materials,building_investment_blocked_sponsor_capital,building_investment_blocked_resources,building_investment_probability_skips,building_investment_capital_transferred,desired_business_demand,funded_business_demand,unfunded_business_demand,owner_working_capital_allocated,trade_signal_max_age_days,trade_first_dispatch_delay_max_days,trade_response_deadline_misses,trade_response_deadline_misses_cumulative,trade_unresolved_no_attempt,trade_unresolved_no_spread,trade_unresolved_margin,trade_unresolved_route,trade_unresolved_stock,trade_unresolved_capacity,trade_unresolved_cash,trade_unresolved_order_cap
1,2,2,false,trade_planning,65535,2,2,5283,2400,120,261,8920,0,12704,240,57,0,2,0,127355223,448479,26681734,0,26681734,775506176,0,77400000,715500,55500,660000,44400000,33000000,0,0,0,53977500,0,0,3812523,-3812523,0,7090257846,698106176,698106176,0,1012894092,698106176,41568446,266000,3423700,ACTIVE,true,1,5755818941426601561,5068748566590073459,SCAN,0,6267,0,0,1,0,0,initial_topology_capture,0,0,0,9279,0,52,32,4,16,0,16,8,32,0,12,0,0,0,4,4,0,0,10448011264,1274542,0,0,0,0,9,7,9,0,109,0,467,0,5383380,3527664,34046,3493618,41568500,1,1,0,0,0,0,0,0,0,0,0,0
2,3,3,false,trade_planning,65535,3,3,5342,2400,120,261,8920,0,11406,224,59,0,1,0,110559379,742958,23768959,0,23768959,692391877,0,73200000,691500,51500,640000,41200000,32000000,0,0,0,51217500,0,0,3808253,-3808253,0,6397195420,619191877,619191877,0,913885150,619191877,45987940,359594,4022206,ACTIVE,true,1,5755818941426601561,5068748566590073459,SCAN,4096,6267,0,491,1,0,0,initial_topology_capture,491,2293,0,9279,0,52,32,4,16,0,16,8,32,0,12,0,0,0,4,0,0,0,10351542272,0,0,0,0,0,10,10,10,0,102,0,444,0,7665240,4238760,30786,4207974,45988000,2,0,0,0,0,0,0,0,0,0,0,0
3,4,4,false,trade_planning,65535,4,4,5397,2400,120,261,8920,0,11514,227,55,0,1,0,114050206,632680,24139219,0,24139219,702158624,0,74000000,692500,52500,640000,42000000,32000000,0,0,0,51702500,0,0,3530645,-3530645,0,6199594648,628158624,628158624,0,885656466,628158624,38619190,375234,3119916,ACTIVE,true,1,5755818941426601561,5068748566590073459,SCAN,0,12003,0,0,2,0,0,initial_topology_capture,0,0,0,12329,0,84,32,4,48,16,32,8,32,0,12,0,0,0,4,0,0,0,10292822016,0,0,0,0,0,7,7,7,0,97,0,419,0,5367240,3350110,31160,3318950,38619250,3,0,0,0,0,0,0,0,0,0,0,0
4,5,5,false,trade_planning,65535,5,5,5458,2400,120,261,8920,0,12063,243,62,0,0,0,119567134,658875,25373008,0,25373008,737375853,0,78500000,745000,55000,690000,44000000,34500000,0,0,0,54965000,0,0,3709576,-3709576,0,6408663136,658875853,658875853,0,915523398,658875853,42075422,350104,3309296,ACTIVE,true,1,5755818941426601561,5068748566590073459,SCAN,4096,12003,0,506,2,0,0,initial_topology_capture,506,2274,0,12329,0,84,32,4,48,16,32,8,32,0,12,0,0,0,4,0,0,0,10288627712,0,0,0,0,0,6,6,6,0,109,0,448,0,4601640,3514348,32552,3481796,42075500,4,0,0,0,0,0,0,0,0,0,0,0
5,6,6,false,trade_planning,65535,6,6,5449,2400,120,261,8922,0,12520,236,66,0,12,569939,55470502,617378,26799376,1291,26799376,404997948,6716,2509200,22734,1830,20904,1464000,1045200,0,0,0,51200000,0,0,3024491,-3024491,0,3755178056,402517803,402517803,35771,536454123,402482032,64843840,757854,3104346,ACTIVE,true,1,5755818941426601561,5068748566590073459,SCAN,8192,12003,0,1077,2,0,0,initial_topology_capture,1077,4321,0,12329,0,84,32,4,48,16,32,8,32,0,12,0,0,0,4,0,0,0,9395240960,0,0,0,0,0,9,9,9,0,120,0,469,0,7335480,3862200,693281,3168919,64849887,5,0,0,0,0,0,0,0,0,0,0,0
6,7,7,false,trade_planning,65535,7,7,5441,2400,120,261,8922,0,12714,223,55,0,9,405445,57027357,435351,27386354,1287,27386354,407699866,6791,2338200,21789,1665,20124,1332000,1006200,0,0,0,48000000,0,0,2961766,-2961766,0,3936006189,405391049,405391049,36174,562286713,405354875,64199710,628870,3060830,ACTIVE,true,1,5755818941426601561,5068748566590073459,SCAN,0,14940,0,0,3,0,0,initial_topology_capture,0,0,0,16889,0,116,48,20,48,16,32,16,32,0,12,0,0,0,20,16,0,0,9391046656,128780461,0,0,0,0,3,3,3,0,129,0,521,0,2437560,3689700,458733,3230967,64205896,6,3,0,0,0,0,0,0,0,0,0,0
7,8,8,false,trade_planning,65535,8,8,5426,2400,120,261,8922,0,11419,207,54,0,11,568251,50065588,704435,24352808,1191,24352808,372221146,6228,2179800,20421,1545,18876,1236000,943800,0,0,0,44800000,0,0,2857342,-2857342,0,3575940291,370068246,370068246,33128,510848726,370035118,67224650,737859,3643941,ACTIVE,true,1,5755818941426601561,5068748566590073459,SCAN,4096,14940,0,573,3,0,0,initial_topology_capture,573,2061,0,16889,0,116,48,20,48,16,32,16,32,0,12,0,0,0,20,0,0,0,9399435264,0,0,0,0,0,3,3,3,0,117,0,437,0,2439420,4381800,681216,3700584,67230442,7,0,0,0,0,0,0,0,0,0,0,0
8,9,9,false,trade_planning,65535,9,9,5414,2400,120,261,8922,0,11525,213,51,0,10,594966,51292521,598575,24715465,1186,24715465,375636335,6172,2211600,20607,1575,19032,1260000,951600,0,0,0,45400000,0,0,2730333,-2730333,0,3490880056,373451420,373451420,32857,498697250,373418563,59056690,761256,2733894,ACTIVE,true,1,5755818941426601561,5068748566590073459,SCAN,8192,14940,0,1137,3,0,0,initial_topology_capture,1137,4147,0,16889,0,116,48,20,48,16,32,16,32,0,12,0,0,0,20,0,0,0,9428795392,0,0,0,0,0,3,3,3,0,113,0,454,0,2440080,3495150,688572,2806578,59062341,8,0,0,0,0,0,0,0,0,0,0,0
9,10,10,false,trade_planning,65535,10,10,5400,2400,120,261,8923,0,12076,229,54,0,10,539779,53606848,598909,25931614,1225,25931614,389841746,6410,2357400,22398,1650,20748,1320000,1037400,0,0,0,48600000,0,0,2861333,-2861333,0,3632551461,387512094,387512094,34158,518936028,387477936,63265520,806576,2852824,ACTIVE,true,1,5755818941426601561,5068748566590073459,SCAN,12288,14940,0,1707,3,0,0,initial_topology_capture,1707,6273,0,16889,0,116,48,20,48,16,32,16,32,0,12,0,0,0,20,0,0,0,9449766912,0,0,0,0,0,5,5,5,0,113,0,432,0,4079580,3659400,618549,3040851,63271494,9,0,0,0,0,0,0,0,0,0,0,0
10,11,11,false,trade_planning,65535,11,11,5398,2400,120,261,8923,0,12515,236,64,0,7,654709,37286719,554412,29369626,1076,29369626,414844174,5558,2332200,20319,1755,18564,1404000,928200,0,0,0,47200000,0,0,5372764,-5372764,0,3496891717,412535268,412535268,28852,499556086,412506416,71477550,506952,3345570,ACTIVE,true,1,5755818941426601561,5068748566590073459,SCAN,0,14940,0,0,4,0,0,initial_topology_capture,0,0,0,20996,0,144,64,32,52,16,36,20,32,0,12,0,0,0,32,12,0,0,9462349824,125253447,0,0,0,0,0,0,0,0,128,0,442,0,0,3611083,685206,2925877,71482474,10,2,0,0,0,0,0,0,0,0,0,0
