epoch_row_id,epoch_id,day_index,cell_idx,q,r,s,cohort_index,handle,signature_id,profession_id,ethnicity_id,population,funds,epoch_income,epoch_expense,income_ema,satisfaction_q16,worst_need_id,is_merchant,owner_employed,employee_employed,unemployed
1,1,5,374,10,9,-19,0,8589942208,9,9,0,96,48495923,1650720,711582,117391,65535,11,0,96,0,0
1,1,5,374,10,9,-19,1,8589942209,2,2,0,26,13330202,896072,445832,56280,65535,11,0,26,0,0
1,1,5,374,10,9,-19,2,8589942210,12,12,0,24,11516620,0,372576,-46571,65535,11,0,24,0,0
1,1,5,374,10,9,-19,3,4294974915,20,20,0,7,8229921,2777155,2110535,83327,65535,11,1,6,0,1
1,1,5,374,10,9,-19,4,8589942212,22,22,0,10,5372281,590626,172177,52305,65535,11,0,0,10,0
2,2,10,374,10,9,-19,0,8589942208,9,9,0,74,37442657,616852,563403,40838,65535,11,0,74,0,0
2,2,10,374,10,9,-19,1,8589942209,2,2,0,15,7832816,418048,275734,29964,65535,11,0,15,0,0
2,2,10,374,10,9,-19,2,8589942210,12,12,0,24,11145739,0,370881,-63824,65535,11,0,24,0,0
2,2,10,374,10,9,-19,3,4294974915,20,20,0,6,9025858,2838556,866916,273239,65535,11,1,6,0,0
2,2,10,374,10,9,-19,4,8589942212,22,22,0,10,5789864,590626,173043,71811,65535,11,0,0,10,0
2,2,10,374,10,9,-19,5,8589942213,31,31,0,34,17490033,1137862,1059228,33083,65535,-1,0,0,0,34
3,3,15,374,10,9,-19,0,8589942208,9,9,0,67,33281116,801764,1421433,-63593,65535,10,0,67,0,0
3,3,15,374,10,9,-19,1,8589942209,2,2,0,9,4745350,309474,263814,12449,65535,10,0,9,0,0
3,3,15,374,10,9,-19,2,8589942210,12,12,0,24,13784210,3147546,509075,305874,65535,10,0,24,0,0
3,3,15,374,10,9,-19,3,4294974915,20,20,0,6,10252483,4138497,2911872,255792,65535,10,1,6,0,0
3,3,15,374,10,9,-19,4,8589942212,22,22,0,10,6102989,590626,277501,66069,65535,10,0,0,10,0
3,3,15,374,10,9,-19,5,8589942213,31,31,0,47,23628172,225569,700446,-41010,65535,-1,0,0,0,47
4,4,20,374,10,9,-19,0,8589942208,9,9,0,52,25335463,1017132,1511789,-80339,65535,10,0,52,0,0
4,4,20,374,10,9,-19,1,8589942209,2,2,0,5,2728266,269286,177326,14088,65535,16,0,5,0,0
4,4,20,374,10,9,-19,2,8589942210,12,12,0,3,1856045,210075,77057,30964,65535,16,0,3,0,0
4,4,20,374,10,9,-19,3,4294974915,20,20,0,6,12852947,4191553,1591089,420979,65535,10,1,6,0,0
4,4,20,374,10,9,-19,4,8589942212,22,22,0,10,6362394,590626,331221,57200,65535,16,0,0,10,0
4,4,20,374,10,9,-19,5,8589942213,31,31,0,87,44323912,3071145,1806404,239813,65535,-1,0,0,0,87
5,5,25,374,10,9,-19,0,8589942208,9,9,0,44,21454306,1621758,1605152,-23417,65535,10,0,44,0,0
