epoch_row_id,epoch_id,day_index,epoch_active,stage,progress_q16,sample_day,commit_day,cohort_count,market_count,good_count,building_type_count,building_group_count,pending_construction_count,filled_owner_jobs,filled_employee_jobs,unemployed_population,births,deaths,production_inputs_consumed,production_output_stock,production_output_discarded,production_output_retained,production_output_supported,owner_output_consumed,producer_revenue,producer_support_money_issued,bullion_money_issued,bullion_stock_consumed,gold_accepted,silver_accepted,gold_money_issued,silver_money_issued,cycle_flow_produced,cycle_flow_consumed,cycle_flow_discarded,building_wages_paid,building_wages_unpaid,building_resource_generated,building_resource_consumed,building_resource_net_delta,loss_suspended_building_groups,merchant_procurement_budget,merchant_procurement_opportunity,merchant_procurement_allocated,merchant_procurement_unspent_allocated,merchant_procurement_reserved,merchant_procurement_spent,owner_working_capital_reserved,production_input_reserved,production_input_reserve_shortfall,trade_runtime_mode,trade_topology_ready,trade_topology_generation,trade_topology_hash,trade_country_generation,trade_plan_phase,trade_scan_cursor,trade_scan_total,trade_route_cursor,trade_route_total,trade_completed_scans,trade_plan_reset_count,trade_topology_content_change_count,trade_last_plan_reset_reason,trade_source_signals,trade_destination_signals,trade_ready_candidates,trade_route_expansions,trade_route_cache_hits,trade_route_cache_misses,trade_candidates_generated,trade_candidates_accepted,trade_rejected_profit,trade_rejected_no_spread,trade_rejected_margin,trade_quantity_profit_clips,trade_relief_candidates,trade_rejected_capacity,trade_rejected_stock,trade_rejected_cash,trade_rejected_route,trade_rejected_order_cap,trade_orders_in_flight,trade_orders_dispatched,trade_orders_arrived,trade_unclaimed_orders,trade_capacity_available,trade_capacity_used,population_error,money_error,goods_error,construction_goods_consumed,building_investment_candidates,building_owner_mobility,building_investments_started,building_investment_blocked_funds,building_investment_blocked_materials,building_investment_blocked_sponsor_capital,building_investment_blocked_resources,building_investment_probability_skips,building_investment_capital_transferred,desired_business_demand,funded_business_demand,unfunded_business_demand,owner_working_capital_allocated,trade_signal_max_age_days,trade_first_dispatch_delay_max_days,trade_response_deadline_misses,trade_response_deadline_misses_cumulative,trade_unresolved_no_attempt,trade_unresolved_no_spread,trade_unresolved_margin,trade_unresolved_route,trade_unresolved_stock,trade_unresolved_capacity,trade_unresolved_cash,trade_unresolved_order_cap
1,2,2,false,trade_planning,65535,2,2,5979,2400,120,261,9960,0,14511,274,80,0,0,0,128534881,0,54261945,0,54261945,801156554,0,92900000,913000,63000,850000,50400000,42500000,0,0,0,65405000,0,0,4927666,-4927666,0,8909811488,708256554,708256554,0,1272830342,708256554,58544178,126000,5364150,ACTIVE,true,1,6087223805858859115,2696802022251422967,ROUTE,3299,3299,0,8,0,0,0,initial_topology_capture,8,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11773411328,0,0,0,0,0,35,30,35,0,262,0,560,0,23036760,5327102,39062,5288040,58544250,1,0,0,0,0,0,0,0,0,0,0,0
2,3,3,false,trade_planning,65535,3,3,6036,2400,120,261,9963,0,13623,247,64,0,0,0,122121808,0,51207450,0,51207450,752230102,0,83700000,789000,59000,730000,47200000,36500000,0,0,0,58545000,0,0,4460623,-4460623,0,8647488831,668530102,668530102,0,1235355671,668530102,50010160,113500,4327950,ACTIVE,true,1,6087223805858859115,2696802022251422967,SCAN,0,10110,0,0,1,0,0,initial_topology_capture,0,0,0,8324,0,64,16,4,32,32,0,0,0,0,12,0,0,0,4,4,0,0,11593056256,879492,0,0,0,0,26,22,26,0,226,0,481,0,16878060,4287390,36876,4250514,50010250,2,2,0,0,0,0,0,0,0,0,0,0
3,4,4,false,trade_planning,65535,4,4,6092,2400,120,261,9969,0,14063,260,64,0,0,0,126192486,0,52785940,0,52785940,778307324,0,86850000,807000,62000,745000,49600000,37250000,0,0,0,60615000,0,0,4596096,-4596096,0,8797251548,691457324,691457324,0,1256750357,691457324,54062416,118000,4896600,ACTIVE,true,1,6087223805858859115,2696802022251422967,SCAN,0,13475,0,0,2,0,0,initial_topology_capture,0,0,0,10431,0,96,32,4,48,32,16,0,16,0,12,0,0,0,4,0,0,0,11580473344,0,0,0,0,0,32,28,32,0,228,0,493,0,21485580,4857544,37632,4819912,54062500,3,0,0,0,0,0,0,0,0,0,0,0
4,5,5,false,trade_planning,65535,5,5,6145,2400,120,261,9987,0,12963,267,59,0,0,0,114801949,0,48323680,0,48323680,716897306,0,88750000,837500,62500,775000,50000000,38750000,0,0,0,62087500,0,0,4274089,-4274089,0,7881720382,628147306,628147306,0,1125960176,628147306,46667175,114000,3988450,ACTIVE,true,1,6087223805858859115,2696802022251422967,SCAN,12288,13475,0,1509,2,0,0,initial_topology_capture,1509,6739,0,10431,0,96,32,4,48,32,16,0,16,0,12,0,0,0,4,0,0,0,11467227136,0,0,0,0,0,32,30,32,0,208,0,446,0,23100600,3952400,36348,3916052,46667250,4,0,0,0,0,0,0,0,0,0,0,0
5,6,6,false,trade_planning,65535,6,6,6085,2400,120,261,10002,0,13070,219,40,0,9,1073437,43383091,2967,49800580,1446,49800580,314600802,7471,2449200,22659,1755,20904,1404000,1045200,0,0,0,50200000,0,0,3395046,-3395046,0,4557977891,312183737,312183737,39606,651139821,312144131,74718760,265078,4567422,ACTIVE,true,1,6087223805858859115,2696802022251422967,SCAN,0,16731,0,0,3,0,0,initial_topology_capture,0,0,0,14385,0,128,32,4,80,64,16,0,16,0,12,0,0,0,3,0,1,0,10464788480,0,0,0,0,0,76,60,76,0,203,0,477,0,43525160,4794500,1543336,3251164,74724419,5,0,0,0,0,0,0,0,0,0,0,0
6,7,7,false,trade_planning,65535,7,7,6032,2400,120,261,10013,0,14575,234,43,0,18,1225558,48679462,3783,55765790,1565,55765790,350840884,8182,2632800,26106,1770,24336,1416000,1216800,0,0,0,54800000,0,0,3689622,-3689622,0,5120611547,348243238,348243238,43336,731516067,348199902,83711035,295864,5238286,ACTIVE,true,1,6087223805858859115,2696802022251422967,SCAN,12288,16731,0,1676,3,0,0,initial_topology_capture,1676,6485,0,14385,0,128,32,4,80,64,16,0,16,0,12,0,0,0,2,0,1,0,10389291008,0,0,0,0,0,81,58,81,0,221,0,518,2,41232030,5490150,1774857,3715293,83717061,6,0,0,0,0,0,0,0,0,0,0,0
7,8,8,false,trade_planning,65535,8,8,5993,2400,120,261,10018,0,13670,215,40,0,13,1143612,46029406,3716,52578746,1429,52578746,328921073,7479,2397000,22740,1680,21060,1344000,1053000,0,0,0,49400000,0,0,3395694,-3395694,0,4894037529,326556225,326556225,39631,699148338,326516594,72749960,270033,4216417,ACTIVE,true,1,6087223805858859115,2696802022251422967,SCAN,16384,16731,0,2249,3,0,0,initial_topology_capture,2249,8603,0,14385,0,128,32,4,80,64,16,0,16,0,12,0,0,0,2,0,0,0,10297016320,0,0,0,0,0,77,53,77,0,207,0,479,1,37278820,4441450,1656373,2785077,72755572,7,0,0,0,0,0,0,0,0,0,0,0
8,9,9,false,trade_planning,65535,9,9,5952,2400,120,261,10024,0,14109,221,43,0,16,1017412,47608973,3597,54141160,1493,54141160,337188179,7761,2527800,23781,1785,21996,1428000,1099800,0,0,0,52000000,0,0,3487176,-3487176,0,5001615819,334693769,334693769,41151,714516663,334652618,77941635,279152,4781448,ACTIVE,true,1,6087223805858859115,2696802022251422967,ROUTE,16731,16731,0,8,3,0,0,initial_topology_capture,8,81,0,14385,0,128,32,4,80,64,16,0,16,0,12,0,0,0,2,0,0,0,10166992896,0,0,0,0,0,75,52,75,0,230,0,529,1,35872620,5014600,1456595,3558005,77947792,8,0,0,0,0,0,0,0,0,0,0,0
9,10,10,false,trade_planning,65535,10,10,5914,2400,120,261,10030,0,13019,231,31,0,9,945057,43583469,3210,49736782,1431,49736782,312308785,7427,2590800,24591,1815,22776,1452000,1138800,0,0,0,53400000,0,0,3291454,-3291454,0,4547909310,309749901,309749901,39343,649701441,309710558,68684550,272262,3873188,ACTIVE,true,1,6087223805858859115,2696802022251422967,SCAN,0,16731,0,0,4,0,0,initial_topology_capture,0,0,0,22976,0,164,32,4,116,64,52,0,16,0,12,0,0,0,2,0,0,0,10066329600,0,0,0,0,0,80,62,80,0,235,0,526,1,44193570,4102450,1356066,2746384,68690323,9,0,0,0,0,0,0,0,0,0,0,0
10,11,11,false,trade_planning,65535,11,11,5875,2400,120,261,10030,0,13120,178,24,0,5,1125321,29170311,148766,52035072,1290,52035072,379734558,8379,2136600,19782,1530,18252,1224000,912600,0,0,0,43800000,0,0,5582109,-5582109,0,4457806820,377633776,377633776,44197,636829664,377589579,84049051,1343905,3528664,ACTIVE,true,1,6087223805858859115,2696802022251422967,SCAN,4096,16731,0,570,4,0,0,initial_topology_capture,570,2128,0,22976,0,164,32,4,116,64,52,0,16,0,12,0,0,0,2,0,0,0,9902751744,0,0,0,0,1500,69,57,69,0,218,0,520,0,39989254,4817048,1518273,3298775,84054386,10,0,0,0,0,0,0,0,0,0,0,0
