epoch_row_id,epoch_id,day_index,epoch_active,stage,progress_q16,sample_day,commit_day,cohort_count,market_count,good_count,building_type_count,building_group_count,pending_construction_count,filled_owner_jobs,filled_employee_jobs,unemployed_population,births,deaths,production_inputs_consumed,production_output_stock,production_output_discarded,production_output_retained,production_output_supported,owner_output_consumed,producer_revenue,producer_support_money_issued,bullion_money_issued,bullion_stock_consumed,gold_accepted,silver_accepted,gold_money_issued,silver_money_issued,cycle_flow_produced,cycle_flow_consumed,cycle_flow_discarded,building_wages_paid,building_wages_unpaid,building_resource_generated,building_resource_consumed,building_resource_net_delta,loss_suspended_building_groups,merchant_procurement_budget,merchant_procurement_opportunity,merchant_procurement_allocated,merchant_procurement_unspent_allocated,merchant_procurement_reserved,merchant_procurement_spent,owner_working_capital_reserved,production_input_reserved,production_input_reserve_shortfall,trade_runtime_mode,trade_topology_ready,trade_topology_generation,trade_topology_hash,trade_country_generation,trade_plan_phase,trade_scan_cursor,trade_scan_total,trade_route_cursor,trade_route_total,trade_completed_scans,trade_plan_reset_count,trade_topology_content_change_count,trade_last_plan_reset_reason,trade_source_signals,trade_destination_signals,trade_ready_candidates,trade_route_expansions,trade_route_cache_hits,trade_route_cache_misses,trade_candidates_generated,trade_candidates_accepted,trade_rejected_profit,trade_rejected_no_spread,trade_rejected_margin,trade_quantity_profit_clips,trade_relief_candidates,trade_rejected_capacity,trade_rejected_stock,trade_rejected_cash,trade_rejected_route,trade_rejected_order_cap,trade_orders_in_flight,trade_orders_dispatched,trade_orders_arrived,trade_unclaimed_orders,trade_capacity_available,trade_capacity_used,population_error,money_error,goods_error,construction_goods_consumed,building_investment_candidates,building_owner_mobility,building_owner_job_reallocations,building_owner_job_profession_changes,building_owner_job_probability_skips,building_investments_started,building_investment_blocked_funds,building_investment_blocked_materials,building_investment_blocked_sponsor_capital,building_investment_blocked_resources,building_investment_probability_skips,building_investment_capital_transferred,desired_business_demand,funded_business_demand,unfunded_business_demand,owner_working_capital_allocated,trade_signal_max_age_days,trade_first_dispatch_delay_max_days,trade_response_deadline_misses,trade_response_deadline_misses_cumulative,trade_unresolved_no_attempt,trade_unresolved_no_spread,trade_unresolved_margin,trade_unresolved_route,trade_unresolved_stock,trade_unresolved_capacity,trade_unresolved_cash,trade_unresolved_order_cap,merchant_credit_budget,merchant_credit_committed,merchant_credit_drawn,merchant_credit_repaid,merchant_credit_premium_repaid,merchant_credit_outstanding,merchant_credit_bad_debt,recovery_candidates,recovery_approved,recovery_restarted,recovery_failed,recovery_liquidated_buildings,trade_active_keys_pruned,trade_deficit_episodes_started,trade_deficit_episodes_resolved,trade_candidates_stale_generation,trade_candidates_arbitrated_out,trade_true_source_stock_failures
1,3,3,false,trade_planning,65535,3,3,6145,2400,120,261,6798,0,4760,0,1473,0,0,0,33301759,0,17704443,0,17704443,190426152,0,0,0,0,0,0,0,0,0,0,0,0,0,2216171,-2216171,0,2332903716,190426152,190426152,0,333272075,190426152,9001372,97500,738550,ACTIVE,true,1,2298924064582808933,8149664496019765255,SCAN,0,8186,0,0,2,0,0,initial_topology_capture,0,0,0,13176,0,104,56,0,12,12,0,0,56,0,0,0,0,0,0,0,0,0,8631877632,0,0,0,0,0,19,19,13,13,16,19,0,251,1,634,0,8690130,797204,26794,770410,8517087,2,0,0,0,0,0,0,0,0,0,0,0,646408609,0,0,0,0,0,0,0,0,0,0,0,862,2544,0,0,26,0
2,4,4,false,trade_planning,65535,4,4,6116,2400,120,261,6810,0,4732,0,1465,0,0,0,33214709,0,17672621,0,17672621,190603801,0,0,0,0,0,0,0,0,0,0,0,0,0,2229576,-2229576,0,2350056998,190603801,190603801,0,335722545,190603801,8965996,95500,739100,ACTIVE,true,1,2298924064582808933,8149664496019765255,SCAN,4096,8186,0,572,2,0,0,initial_topology_capture,572,3508,0,13176,0,104,56,0,12,12,0,0,56,0,0,0,0,0,0,0,0,0,9453961216,0,0,0,0,0,12,12,8,8,17,12,0,251,0,633,0,5501160,791472,26844,764628,8545662,3,0,0,0,0,0,0,0,0,0,0,0,652204669,0,0,0,0,0,0,0,0,0,0,0,0,2502,0,0,0,0
3,5,5,false,trade_planning,65535,5,5,6072,2400,120,261,6823,0,4478,0,1360,0,0,0,32373561,0,16801797,0,16801797,184266632,0,0,0,0,0,0,0,0,0,0,0,0,0,2064802,-2064802,0,2252345675,184266632,184266632,0,321763793,184266632,7690496,88500,612000,ACTIVE,true,1,2298924064582808933,8149664496019765255,SCAN,0,13554,0,0,3,0,0,initial_topology_capture,0,0,0,20525,0,168,88,0,21,21,0,0,79,0,0,0,0,0,0,0,0,0,10204741632,0,0,0,0,0,13,13,12,12,19,13,0,239,1,611,0,6257940,651880,24486,627394,7386112,4,0,0,0,0,0,0,0,0,0,0,0,626433716,0,0,0,0,0,0,0,0,0,0,0,1691,2377,0,0,32,0
4,6,6,false,trade_planning,65535,6,6,6105,2400,120,261,6857,0,4578,0,1349,0,0,243625,17217798,0,17181920,1185,17181920,132917863,5201,0,0,0,0,0,0,0,0,0,0,0,0,1855786,-1855786,0,1578652967,132940312,132940312,27650,225521994,132912662,11729645,162939,948961,ACTIVE,true,1,2298924064582808933,8149664496019765255,SCAN,0,13573,0,0,4,0,0,initial_topology_capture,0,0,0,27905,0,232,118,0,31,31,0,0,109,0,0,0,0,0,0,0,0,0,9395240960,0,0,0,0,0,34,34,36,36,33,34,0,273,4,692,0,18809450,1035966,368196,667770,10649046,5,0,0,0,0,0,0,0,0,0,0,0,659838403,0,0,0,0,0,0,0,0,0,0,0,867,11,219,0,30,0
5,7,7,false,trade_planning,65535,7,7,6142,2400,120,261,6902,0,4730,0,1422,0,0,181900,17039753,0,17700518,1235,17700518,131353682,5525,0,0,0,0,0,0,0,0,0,0,0,0,1893826,-1893826,0,1501072154,131377444,131377444,29287,214439001,131348157,8944751,158887,584163,ACTIVE,true,1,2298924064582808933,8149664496019765255,SCAN,4096,13573,0,734,4,0,0,initial_topology_capture,734,3328,0,27905,0,232,118,0,31,31,0,0,109,0,0,0,0,0,0,0,0,0,8585740288,0,0,0,0,0,45,45,41,39,38,45,0,275,4,701,0,23854140,667618,262404,405214,8153825,6,0,0,0,0,0,0,0,0,0,0,0,649550509,0,0,0,0,0,0,0,0,0,0,0,0,17,207,0,0,0
6,8,8,false,trade_planning,65535,8,8,6185,2400,120,261,6953,0,4779,0,1468,14,0,207900,15399538,0,17743232,1307,17743232,127642649,5898,0,0,0,0,0,0,0,0,0,0,0,0,2017603,-2017603,0,1400574738,127667959,127667959,31208,200082245,127636751,10188596,172393,699657,ACTIVE,true,1,2298924064582808933,8149664496019765255,SCAN,8192,13573,0,1078,4,0,0,initial_topology_capture,1078,7039,0,27905,0,232,118,0,31,31,0,0,109,0,0,0,0,0,0,0,0,0,7721713664,0,0,0,0,0,51,51,30,29,30,51,0,282,1,678,0,26961040,806932,303568,503364,9211527,7,0,0,0,0,0,0,0,0,0,0,0,635323363,0,0,0,0,0,0,0,0,0,0,0,0,13,229,0,0,0
7,9,9,false,trade_planning,65535,9,9,6214,2400,120,261,6996,0,4744,0,1467,14,0,185900,15776175,0,17698012,1265,17698012,128804794,5676,0,0,0,0,0,0,0,0,0,0,0,0,2027859,-2027859,0,1406937785,128829253,128829253,30135,200991245,128799118,10183884,173328,698272,ACTIVE,true,1,2298924064582808933,8149664496019765255,SCAN,12288,13573,0,1778,4,0,0,initial_topology_capture,1778,10405,0,27905,0,232,118,0,31,31,0,0,109,0,0,0,0,0,0,0,0,0,6870269952,0,0,0,0,0,43,43,30,29,20,43,0,266,3,655,0,23604240,798824,267940,530884,9237589,8,0,0,0,0,0,0,0,0,0,0,0,640979268,0,0,0,0,0,0,0,0,0,0,0,0,8,209,0,0,0
8,10,10,false,trade_planning,65535,10,10,6260,2400,120,261,7035,0,4492,0,1361,15,0,164400,15871893,0,16790212,1186,16790212,124641962,5166,0,0,0,0,0,0,0,0,0,0,0,0,1872038,-1872038,0,1423711704,124664272,124664272,27476,203387513,124636796,8779078,155062,575438,ACTIVE,true,1,2298924064582808933,8149664496019765255,SCAN,0,13658,0,0,5,0,0,initial_topology_capture,0,0,0,42054,0,312,162,7,37,31,6,0,113,0,0,0,0,0,7,7,0,0,6123683840,7048067,0,0,0,0,39,39,43,42,32,39,0,250,3,604,0,20844830,665750,230402,435348,8041735,9,4,0,0,0,0,0,0,0,0,0,0,612640134,0,0,0,0,0,0,0,0,0,0,0,3355,16,185,0,37,0
9,11,11,false,trade_planning,65535,11,11,6270,2400,120,261,7057,0,4612,0,1319,4,0,257910,20972851,98382,17293326,1103,17293326,222873057,5712,0,0,0,0,0,0,0,0,0,0,0,0,3538716,-3538716,0,1527477871,222897680,222897680,30335,218211270,222867345,10165937,224950,332160,ACTIVE,true,1,2298924064582808933,8149664496019765255,SCAN,4096,13658,0,475,5,0,0,initial_topology_capture,475,3552,0,42054,0,312,162,7,37,31,6,0,113,0,0,0,0,0,7,0,0,0,6123683840,0,0,0,0,0,63,63,29,26,19,63,0,240,2,581,0,45078860,538477,333247,205230,9414229,10,0,0,0,0,0,0,0,0,0,0,0,436422178,0,0,0,0,0,0,0,0,0,0,0,0,30,188,0,0,0
10,12,12,false,trade_planning,65535,12,12,6275,2400,120,261,7082,0,4775,0,1392,15,0,229982,20761849,104977,17815612,1105,17815612,226950912,5747,0,0,0,0,0,0,0,0,0,0,0,0,3633272,-3633272,0,1452298027,226975686,226975686,30521,207471294,226945165,9152472,217216,205996,ACTIVE,true,1,2298924064582808933,8149664496019765255,SCAN,8192,13658,0,1256,5,0,0,initial_topology_capture,1256,6786,0,42054,0,312,162,7,37,31,6,0,113,0,0,0,0,0,6,0,1,0,6123683840,0,0,0,0,0,63,63,40,34,18,63,0,250,1,600,0,44285520,390260,273464,116796,8647672,11,0,0,0,0,0,0,0,0,0,0,0,414942209,0,0,0,0,0,0,0,0,0,0,0,0,28,191,0,0,0
11,13,13,false,trade_planning,65535,13,13,6275,2400,120,261,7106,0,4831,0,1424,8,0,269779,21274120,114548,17920842,1130,17920842,238765276,6002,0,0,0,0,0,0,0,0,0,0,0,0,3865104,-3865104,0,1359003055,238791135,238791135,31861,194143434,238759274,12570291,200492,574508,ACTIVE,true,1,2298924064582808933,8149664496019765255,SCAN,12288,13658,0,1985,5,0,0,initial_topology_capture,1985,9975,0,42054,0,312,162,7,37,31,6,0,113,0,0,0,0,0,3,0,3,0,6123683840,0,0,0,0,0,68,68,18,16,19,68,0,267,4,636,0,48564550,735254,335592,399662,12391164,12,0,0,0,0,0,0,0,0,0,0,0,388286508,0,0,0,0,0,0,0,0,0,0,0,0,23,209,0,0,0
12,14,14,false,trade_planning,65535,14,14,6278,2400,120,261,7125,0,4788,0,1426,3,0,249471,21558067,111997,17844844,1110,17844844,239632212,5918,0,0,0,0,0,0,0,0,0,0,0,0,3877308,-3877308,0,1363734737,239657652,239657652,31358,194819392,239626294,12554548,197145,572409,ACTIVE,true,1,2298924064582808933,8149664496019765255,SCAN,0,13716,0,0,6,0,0,initial_topology_capture,0,0,0,58811,0,440,226,19,37,31,6,0,113,0,0,0,0,0,14,12,1,0,6123683840,117333552,0,0,0,0,67,67,22,22,7,67,0,266,4,635,0,48980790,729198,302297,426901,12163475,13,8,0,0,0,0,0,0,0,0,0,0,389638424,0,0,0,0,0,0,0,0,0,0,0,3370,23,221,0,52,0
13,15,15,false,trade_planning,65535,15,15,6281,2400,120,261,7143,0,4534,0,1331,12,0,219130,20197362,96828,16911648,1100,16911648,218375640,5746,0,0,0,0,0,0,0,0,0,0,0,0,3557991,-3557991,0,1377939339,218400406,218400406,30512,196848615,218369894,11507996,165072,570892,ACTIVE,true,1,2298924064582808933,8149664496019765255,SCAN,4096,13716,0,759,6,0,0,initial_topology_capture,759,3028,0,58811,0,440,226,19,37,31,6,0,113,0,0,0,0,0,12,0,2,0,6127878144,0,0,0,0,0,56,56,27,25,11,56,0,263,12,615,0,40418260,688590,262873,425717,11178697,14,0,0,0,0,0,0,0,0,0,0,0,393696892,0,0,0,0,0,0,0,0,0,0,0,0,25,185,0,0,0
14,16,16,false,trade_planning,65535,16,16,6282,2400,120,261,7148,0,4716,0,1215,0,0,231712,23623335,108863,17693461,1135,17693461,224317322,5874,0,0,0,0,0,0,0,0,0,0,0,0,3309190,-3309190,0,1396586913,224343456,224343456,32008,199512569,224311448,11285120,148052,458621,ACTIVE,true,1,2298924064582808933,8149664496019765255,ROUTE,13716,13716,0,16,6,0,0,initial_topology_capture,16,80,0,58811,0,440,226,19,37,31,6,0,113,0,0,0,0,0,10,0,2,0,6127878144,0,0,0,0,0,28,27,31,28,12,28,0,248,4,694,0,20691440,604510,313614,290896,10397660,15,0,0,0,0,0,0,0,0,0,0,0,399008567,0,0,0,0,0,0,0,0,0,0,0,0,12,35,0,0,0
15,17,17,false,trade_planning,65535,17,17,6279,2400,120,261,7157,0,4876,0,1295,4,0,202510,23222509,117817,18227670,1172,18227670,225575348,6005,0,0,0,0,0,0,0,0,0,0,0,0,3407086,-3407086,0,1320485291,225602050,225602050,32707,188640915,225569343,11464786,113958,466439,ACTIVE,true,1,2298924064582808933,8149664496019765255,SCAN,0,13736,0,0,7,0,0,initial_topology_capture,0,0,0,76604,0,568,278,32,65,39,26,0,113,0,0,0,0,0,21,13,2,0,6127878144,102524778,0,0,0,0,43,43,29,27,15,43,0,253,4,707,0,32938750,551745,257165,294580,11040482,16,10,2039,2039,1,0,0,0,2038,0,0,0,377281446,0,0,0,0,0,0,0,0,0,0,0,2459,13,49,0,39,0
16,18,18,false,trade_planning,65535,18,18,6281,2400,120,261,7165,0,4943,0,1323,11,0,233140,24862113,127248,18381771,1214,18381771,241579474,6218,0,0,0,0,0,0,0,0,0,0,0,0,3652398,-3652398,0,1220148758,241607143,241607143,33887,174307114,241573256,13782706,107276,706594,ACTIVE,true,1,2298924064582808933,8149664496019765255,SCAN,8192,13736,0,1100,7,0,0,initial_topology_capture,1100,6572,0,76604,0,568,278,32,65,39,26,0,113,0,0,0,0,0,19,0,2,0,6127878144,0,0,0,0,0,39,39,16,15,11,39,0,249,1,684,0,29762690,787258,305072,482186,13586065,17,0,4117,4117,2,0,0,0,4115,0,0,0,348613856,0,0,0,0,0,0,0,0,0,0,0,0,14,33,0,0,0
17,19,19,false,trade_planning,65535,19,19,6281,2400,120,261,7169,0,4903,0,1327,16,0,206927,25007546,123803,18291489,1157,18291489,237971962,5868,0,0,0,0,0,0,0,0,0,0,0,0,3616001,-3616001,0,1223910315,237998077,237998077,31983,174844472,237966094,13301665,113194,694339,ACTIVE,true,1,2298924064582808933,8149664496019765255,SCAN,0,13744,0,0,8,0,0,initial_topology_capture,0,0,0,88462,0,684,334,53,77,40,37,0,117,0,0,0,0,0,38,21,2,0,6127878144,357603860,0,0,0,0,30,30,20,16,11,30,0,235,5,660,1,23583150,777926,267092,510834,12809695,18,12,6228,6228,6,0,0,0,6222,0,0,0,349688600,0,0,0,0,0,0,0,0,0,0,0,1677,9,40,0,35,0
18,20,20,false,trade_planning,65535,20,20,6283,2400,120,261,7179,0,4632,0,1233,0,0,181974,23307018,109093,17302219,1128,17302219,221812901,5787,0,0,0,0,0,0,0,0,0,0,0,0,3384245,-3384245,0,1247049201,221838611,221838611,31497,178150035,221807114,10655578,119392,449520,ACTIVE,true,1,2298924064582808933,8149664496019765255,SCAN,8192,13744,0,1540,8,0,0,initial_topology_capture,1540,5890,0,88462,0,684,334,53,77,40,37,0,117,0,0,0,0,0,35,0,3,0,6123683840,0,0,0,0,0,25,25,23,18,10,25,0,227,4,608,0,17716900,545188,223378,321810,9963708,19,0,8303,8303,9,0,0,0,8294,0,0,0,356885895,0,0,0,0,0,0,0,0,0,0,0,0,7,43,0,0,0
19,21,21,false,trade_planning,65535,21,21,6289,2400,120,261,7198,0,4759,0,1170,0,2,218638,19403104,324932,17899034,955,17899034,184597345,5017,0,0,0,0,0,0,0,0,0,0,0,0,3223640,-3223640,33,1276387694,184619637,184619637,27309,182341252,184592328,9578154,201190,299980,ACTIVE,true,1,2298924064582808933,8149664496019765255,SCAN,0,13754,0,0,9,0,0,initial_topology_capture,0,0,0,102061,0,788,386,76,81,40,41,0,117,0,0,0,0,0,57,23,1,0,6123683840,764430769,0,0,0,0,42,40,30,28,16,42,0,202,4,567,4,28140530,500947,296785,204162,8386486,20,15,10271,10291,10,0,0,0,10261,0,0,0,364680057,0,0,0,0,0,0,0,0,0,0,0,1617,22,43,0,29,0
20,22,22,false,trade_planning,65535,22,22,6298,2400,120,261,7221,0,4950,0,1219,0,2,190103,20219195,337766,18549372,964,18549372,196637969,4938,0,0,0,0,0,0,0,0,0,0,0,0,3303705,-3303705,38,1198055277,196660012,196660012,26981,171150907,196633031,8694201,190184,172157,ACTIVE,true,1,2298924064582808933,8149664496019765255,SCAN,8192,13754,0,1407,9,0,0,initial_topology_capture,1407,6092,0,102061,0,788,386,76,81,40,41,0,117,0,0,0,0,0,48,0,9,0,6123683840,0,0,0,0,0,42,40,24,23,11,42,0,199,4,587,3,26579950,350535,236371,114164,7748869,21,0,10262,10296,15,0,0,0,10247,0,0,0,342260300,0,0,0,0,0,0,0,0,0,0,0,0,21,24,0,0,0
21,23,23,false,trade_planning,65535,23,23,6303,2400,120,261,7242,0,5007,0,1257,0,2,227532,21175732,373432,18686890,1007,18686890,206199533,5287,0,0,0,0,0,0,0,0,0,0,0,0,3538452,-3538452,37,1088170878,206223097,206223097,28851,155453127,206194246,12217632,201381,513144,ACTIVE,true,1,2298924064582808933,8149664496019765255,SCAN,0,13761,0,0,10,0,0,initial_topology_capture,0,0,0,117687,0,904,450,103,81,40,41,0,121,0,0,0,0,0,66,27,9,0,6123683840,1006827064,0,0,0,0,39,37,13,12,16,39,0,219,7,626,2,25253950,689532,295914,393618,11754040,22,15,10255,10304,23,0,0,0,10232,0,0,0,310905893,0,0,0,0,0,0,0,0,0,0,0,1659,6,37,0,37,0
22,24,24,false,trade_planning,65535,24,24,6309,2400,120,261,7265,0,4953,0,1275,0,2,212275,21729678,375472,18507487,956,18507487,207984720,5179,0,0,0,0,0,0,0,0,0,0,0,0,3617443,-3617443,31,1093944435,208007669,208007669,28128,156277934,207979541,11702759,215583,505677,ACTIVE,true,1,2298924064582808933,8149664496019765255,SCAN,4096,13761,0,441,10,0,0,initial_topology_capture,441,3432,0,117687,0,904,450,103,81,40,41,0,121,0,0,0,0,0,55,0,11,0,6123683840,0,0,0,0,0,39,38,20,17,11,39,0,236,2,624,5,25255750,687355,269000,418355,10928382,23,0,10251,10306,25,0,0,0,10226,0,0,0,312555494,0,0,0,0,0,0,0,0,0,0,0,0,22,13,0,0,0
23,25,25,false,trade_planning,65535,25,25,6315,2400,120,261,7289,0,4661,0,1202,0,2,183165,18990470,333717,17455797,941,17455797,183256388,5081,0,0,0,0,0,0,0,0,0,0,0,0,3264084,-3264084,37,1126085889,183278842,183278842,27535,160869552,183251307,11330539,209403,479296,ACTIVE,true,1,2298924064582808933,8149664496019765255,ROUTE,13761,13761,0,16,10,0,0,initial_topology_capture,16,78,0,117687,0,904,450,103,81,40,41,0,121,0,0,0,0,0,43,0,12,0,6123683840,0,0,0,0,0,42,40,22,19,10,42,0,225,4,606,7,26875870,651501,230905,420596,10601929,24,0,10235,10309,28,0,0,0,10207,0,0,0,321738633,0,0,0,0,0,0,0,0,0,0,0,0,20,27,0,0,0
24,26,26,false,trade_planning,65535,26,26,6318,2400,120,261,7299,0,4820,0,1108,0,1,197049,17738456,291341,18150658,952,18150658,176606769,5533,0,0,0,0,0,0,0,0,0,0,0,0,2595757,-2595757,33,1184520860,176631022,176631022,29786,169217413,176601236,10438044,221808,240059,ACTIVE,true,1,2298924064582808933,8149664496019765255,SCAN,0,13778,0,0,11,0,0,initial_topology_capture,0,0,0,134798,0,1024,506,123,97,40,57,0,121,0,0,0,0,0,57,20,6,0,6123683840,397339515,0,0,0,0,13,13,28,28,6,13,0,208,3,650,1,6327800,482631,281952,200679,8560596,25,16,10230,10315,33,0,0,0,10197,0,0,0,338429509,0,0,0,0,0,0,33,0,0,0,0,2443,21,41,0,36,0
25,27,27,false,trade_planning,65535,27,27,6313,2400,120,261,7309,0,5001,0,1168,0,0,184930,17507794,305835,18796587,982,18796587,178966879,5859,0,0,0,0,0,0,0,0,0,0,0,0,2672539,-2672539,38,1097950923,178992560,178992560,31540,156850276,178961020,12817170,171012,481058,ACTIVE,true,1,2298924064582808933,8149664496019765255,SCAN,8192,13778,0,1158,11,0,0,initial_topology_capture,1158,6490,0,134798,0,1024,506,123,97,40,57,0,121,0,0,0,0,0,55,0,2,0,6123683840,0,0,0,0,0,11,11,22,21,12,11,0,203,1,659,1,5680310,630167,252036,378131,11837867,26,0,10224,10323,36,0,4,0,10184,0,0,0,313700200,0,0,0,0,0,0,38,0,0,0,0,0,26,22,0,0,0
26,28,28,false,trade_planning,65535,28,28,6319,2400,120,261,7323,0,5063,0,1201,0,0,222833,18704830,336501,18913457,1021,18913457,190089254,6062,0,0,0,0,0,0,0,0,0,0,0,0,2896309,-2896309,37,981383512,190115857,190115857,32665,140197796,190083192,14273611,265011,512693,ACTIVE,true,1,2298924064582808933,8149664496019765255,ROUTE,13778,13778,0,20,11,0,0,initial_topology_capture,20,76,0,134798,0,1024,506,123,97,40,57,0,121,0,0,0,0,0,44,0,11,0,6123683840,0,0,0,0,0,17,17,20,19,10,17,0,205,3,644,0,8253560,760072,306978,453094,13425567,27,0,10215,10329,41,0,4,0,10170,0,0,0,280389432,0,0,0,0,0,0,37,0,0,0,0,0,20,23,0,0,0
27,29,29,false,trade_planning,65535,29,29,6320,2400,120,261,7332,0,5007,0,1221,0,0,202192,18694373,329616,18730244,971,18730244,189269447,5716,0,0,0,0,0,0,0,0,0,0,0,0,2853381,-2853381,32,986079233,189294538,189294538,30807,140868611,189263731,12785050,257398,398425,ACTIVE,true,1,2298924064582808933,8149664496019765255,SCAN,0,13789,0,0,12,0,0,initial_topology_capture,0,0,0,159295,0,1168,570,148,129,68,61,0,125,0,0,0,0,0,65,25,4,0,6127878144,587962766,0,0,0,0,12,10,21,20,7,12,0,197,5,621,1,5217230,637436,271817,365619,11929184,28,18,10203,10336,44,0,4,0,10155,0,0,0,281629135,0,0,0,0,0,0,31,0,0,0,0,2484,10,36,0,39,0
28,30,30,false,trade_planning,65535,30,30,6317,2400,120,261,7342,0,4717,0,1145,0,1,169986,17845660,295821,17676582,938,17676582,179713336,5509,0,0,0,0,0,0,0,0,0,0,0,0,2644944,-2644944,38,1032859948,179737465,179737465,29638,147551560,179707827,10047594,214141,196968,ACTIVE,true,1,2298924064582808933,8149664496019765255,SCAN,4096,13789,0,393,12,0,0,initial_topology_capture,393,3534,0,159295,0,1168,570,148,129,68,61,0,125,0,0,0,0,0,63,0,2,0,6127878144,0,0,0,0,0,15,15,20,19,15,15,0,187,3,575,1,7963360,403232,220017,183215,9038224,29,0,10200,10352,60,0,4,0,10136,0,0,0,294994564,0,0,0,0,0,0,37,0,0,0,0,0,13,28,0,0,0
29,31,31,false,trade_planning,65535,31,31,6324,2400,120,261,7343,0,4833,0,1095,0,0,337939,18579726,331077,18183973,960,18183973,181669798,6645,0,0,0,0,0,0,0,0,0,0,0,0,3066170,-3066170,41,1117180615,181698469,181698469,35316,159597367,181663153,12279076,333340,266580,ACTIVE,true,1,2298924064582808933,8149664496019765255,SCAN,8192,13789,0,1266,12,0,0,initial_topology_capture,1266,6395,0,159295,0,1168,570,148,129,68,61,0,125,0,0,0,0,0,56,0,7,0,6123683840,0,0,0,0,3000,11,11,26,26,7,11,0,184,3,563,2,8228795,608695,424969,183726,10886674,30,0,10214,10377,83,0,4,0,10127,0,0,0,319096536,256,0,0,0,0,0,33,27,0,0,0,0,18,22,0,0,0
30,32,32,false,trade_planning,65535,32,32,6339,2400,120,261,7343,0,5020,0,1149,0,0,197164,18107320,341987,18854701,2835,18854701,179128914,18149,0,0,0,0,0,0,0,0,0,0,0,0,3103733,-3103733,47,1033172843,179203167,179148720,37955,147596272,179110765,9950536,212402,132002,ACTIVE,true,1,2298924064582808933,8149664496019765255,SCAN,12288,13789,0,2098,12,0,0,initial_topology_capture,2098,9265,0,159295,0,1168,570,148,129,68,61,0,125,0,0,0,0,0,46,0,10,0,6123683840,0,0,0,0,0,11,7,29,27,11,11,0,182,1,573,1,5436990,348381,247800,100581,8623467,31,0,10213,10387,91,0,4,0,10118,0,0,0,295123023,636,0,0,0,0,0,38,37,0,0,0,0,14,22,0,0,0
31,33,33,false,trade_planning,65535,33,33,6347,2400,120,261,7344,0,5083,0,1181,0,0,245475,18858627,364841,18975688,9674,18975688,189110047,58793,0,0,0,0,0,0,0,0,0,0,0,0,3237473,-3237473,44,907945986,189345176,189090105,38851,129706721,189051254,13054635,253005,331884,ACTIVE,true,1,2298924064582808933,8149664496019765255,SCAN,0,13800,0,0,13,0,0,initial_topology_capture,0,0,0,184944,0,1312,626,174,177,100,77,0,125,0,0,0,0,0,71,26,1,0,6123683840,752678392,0,0,0,0,9,7,18,18,11,9,0,203,4,613,1,5108850,588816,317519,271297,12108577,32,26,10202,10399,89,0,4,0,10109,0,0,0,259413076,380,0,0,0,0,0,37,36,0,0,0,3248,17,33,0,30,0
