epoch_row_id,epoch_id,day_index,cell_idx,q,r,s,cohort_index,handle,signature_id,profession_id,ethnicity_id,population,funds,epoch_income,epoch_expense,income_ema,satisfaction_q16,worst_need_id,is_merchant,owner_employed,employee_employed,unemployed
1,1,5,1457,5,24,-29,0,8589996096,9,9,0,96,34900829,1650720,1590448,7533,65535,10,0,96,0,0
1,1,5,1457,5,24,-29,1,8589996097,2,2,0,26,9573427,896072,758628,17180,65535,10,0,26,0,0
1,1,5,1457,5,24,-29,2,8589996098,8,8,0,24,9556991,1338875,492023,105856,65535,10,0,24,0,0
1,1,5,1457,5,24,-29,3,8589996099,12,12,0,24,8084850,0,625289,-78160,65535,10,0,24,0,0
1,1,5,1457,5,24,-29,4,4295028804,20,20,0,2,33220764,3547588,2190398,169648,65535,10,1,1,0,1
2,2,10,1457,5,24,-29,0,8589996096,9,9,0,75,27260966,687905,1137408,-52998,65535,10,0,75,0,0
2,2,10,1457,5,24,-29,1,8589996097,2,2,0,14,5158436,393457,389944,3907,65535,10,0,14,0,0
2,2,10,1457,5,24,-29,2,8589996098,8,8,0,24,10247397,1143228,452822,125996,65535,10,0,24,0,0
2,2,10,1457,5,24,-29,3,8589996099,12,12,0,24,7520793,0,564057,-99816,65535,10,0,24,0,0
2,2,10,1457,5,24,-29,4,4295028804,20,20,0,1,18931137,2960406,639651,321903,65535,10,1,1,0,0
2,2,10,1457,5,24,-29,5,8589996101,31,31,0,34,27766225,2492351,2189529,72269,65535,-1,0,0,0,34
3,3,15,1457,5,24,-29,0,8589996096,9,9,0,68,24360170,831005,1187445,-62574,65535,10,0,68,0,0
3,3,15,1457,5,24,-29,1,8589996097,2,2,0,8,3010779,289833,226732,8724,65535,10,0,8,0,0
3,3,15,1457,5,24,-29,2,8589996098,8,8,0,15,6564321,434444,274747,49491,65535,10,0,15,0,0
3,3,15,1457,5,24,-29,3,8589996099,12,12,0,24,10140859,3108289,488223,290077,65535,10,0,24,0,0
3,3,15,1457,5,24,-29,4,4295028804,20,20,0,1,19654916,2869666,2145887,211184,65535,10,1,1,0,0
3,3,15,1457,5,24,-29,5,8589996101,31,31,0,56,35709844,661538,1097352,-10885,65535,-1,0,0,0,56
4,4,20,1457,5,24,-29,0,8589996096,9,9,0,52,18193588,1018911,1453689,-72290,65535,10,0,52,0,0
4,4,20,1457,5,24,-29,1,8589996097,2,2,0,5,1962616,268242,187363,12153,65535,16,0,5,0,0
4,4,20,1457,5,24,-29,2,8589996098,8,8,0,8,3501609,202394,201757,9977,65535,16,0,8,0,0
4,4,20,1457,5,24,-29,3,8589996099,12,12,0,3,1390513,207281,84376,28960,65535,16,0,3,0,0
4,4,20,1457,5,24,-29,4,4295028804,20,20,0,1,21914637,3078138,818417,361659,65535,10,1,1,0,0
4,4,20,1457,5,24,-29,5,8589996101,31,31,0,103,53405498,3226709,2021624,246100,65535,-1,0,0,0,103
5,5,25,1457,5,24,-29,0,8589996096,9,9,0,44,15146279,1455246,1703542,-53974,65535,10,0,44,0,0
5,5,25,1457,5,24,-29,1,8589996097,2,2,0,3,1305210,285374,157734,18689,65535,16,0,3,0,0
5,5,25,1457,5,24,-29,2,8589996098,8,8,0,4,1708331,88415,130889,-3438,65535,16,0,4,0,0
5,5,25,1457,5,24,-29,3,8589996099,12,12,0,3,1460240,180058,110331,19575,65535,16,0,3,0,0
5,5,25,1457,5,24,-29,4,4295028804,20,20,0,1,23977158,3356963,1294442,393437,65535,10,1,1,0,0
5,5,25,1457,5,24,-29,5,8589996101,31,31,0,117,57548340,365248,1591488,-61470,65535,-1,0,0,0,117
6,6,30,1457,5,24,-29,0,8589996096,9,9,0,40,14239743,1458915,1805215,-60238,65535,10,0,40,0,0
6,6,30,1457,5,24,-29,1,8589996097,2,2,0,3,1463469,326063,167804,26789,65535,16,0,3,0,0
