epoch_row_id,epoch_id,day_index,cell_idx,q,r,s,is_construction,group_index,type_id,owner_signature_id,count,owner_capacity,owner_required,planned_owner_equivalent,filled_owner,owner_openings,employee_required,employee_filled,wage_suspended,capacity_q16,purchase_intent_capacity_q16,realized_profit_margin_q16,severe_loss_cycles,recovery_cycles,operating_state,last_input,last_output,last_sold,last_discarded,last_retained,last_resource,last_resource_generated,last_revenue,last_input_cost,last_wages_paid,last_wages_due,last_expected_revenue,last_operating_cost,last_margin_gap_q16,planned_utilization_q16,last_base_wages_due,last_base_wages_paid,last_bonus_due,last_bonus_paid,owner_living_cost_per_day,owner_livelihood_required,viability_operating_cost,viability_income_gap,projected_owner_income_per_day,construction_ready_days,funded_capacity_q16,owner_working_capital_allocated,investment_score_q16,investment_payback_days,investment_rejection_reason,merchant_debt_principal,merchant_debt_premium,merchant_debt_term_cycles_left,merchant_debt_delinquent_cycles,last_in_kind_livelihood_value,recovery_failed_reviews,investment_candidate,investment_shortage_q16,investment_utilization_q16,investment_required_capital,investment_projected_profit_per_day,investment_driver_good_id,investment_driver_pressure_q16,investment_driver_utilization_q16,investment_driver_sellable,investment_driver_merchant_sold,investment_driver_sell_through_q16,investment_driver_discard_q16
1,1,1,1122,33,18,-51,0,0,30,9,238,238,238,238,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,11902,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
1,1,1,1122,33,18,-51,0,1,65,9,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,11902,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
1,1,1,1122,33,18,-51,0,2,67,8,789,789,789,789,0,789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,14712,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
1,1,1,1122,33,18,-51,0,3,70,9,1028,2056,2056,2056,0,2056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,11902,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
1,1,1,1122,33,18,-51,0,4,80,2,213,213,213,213,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,16196,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
1,1,1,1122,33,18,-51,0,5,91,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,16196,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
1,1,1,1122,33,18,-51,0,6,99,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,16196,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
1,1,1,1122,33,18,-51,0,7,107,20,500,500,500,500,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,17838,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
1,1,1,1122,33,18,-51,0,8,239,12,81,162,162,162,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,12779,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
1,1,1,1122,33,18,-51,0,9,240,9,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,11902,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
1,1,1,1122,33,18,-51,0,10,252,9,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,11902,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
2,2,2,1122,33,18,-51,0,0,30,9,239,239,239,239,238,1,0,0,0,41431,65536,65536,0,0,0,6367234,19000149,19000149,0,0,0,0,288783252,37341755,0,0,456799350,37341755,65536,65536,0,0,0,0,11971,14245490,51587245,237196007,312258,,41431,83300000,501494,4,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
2,2,2,1122,33,18,-51,0,1,65,9,1,1,1,1,1,0,0,0,0,65536,65536,65536,0,0,0,0,39270,39270,0,0,980,0,149183,0,0,0,149185,0,65536,65536,0,0,0,0,11971,59855,59855,89328,29837,,65536,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
2,2,2,1122,33,18,-51,0,2,67,8,789,789,789,789,789,0,0,0,0,65536,65536,65536,0,0,0,0,15306600,12055920,0,3250680,382665,0,114519176,0,0,0,145396920,0,65536,65536,0,0,0,0,14792,58354440,58354440,56164736,45096,,65536,0,0,0,13,0,0,0,0,32506800,0,0,0,0,0,0,-1,0,0,0,0,0,0
2,2,2,1122,33,18,-51,0,3,70,9,1028,2056,2056,2056,2056,0,0,0,0,65536,65536,65536,0,0,0,0,71960000,62496360,0,9463640,0,0,296795209,0,0,0,341738040,0,65536,65536,0,0,0,0,11971,123061880,123061880,173733329,37845,,65536,0,443796,19,0,0,0,0,0,47318200,0,0,0,0,0,0,-1,0,0,0,0,0,0
2,2,2,1122,33,18,-51,0,4,80,2,213,213,213,213,213,0,0,0,0,65536,65536,-46059,0,0,0,127800,234300,234300,0,0,0,0,5341786,639000,0,0,5340975,639000,-47746,65536,0,0,0,0,16277,17335005,17974005,-12632219,4415,,65536,639000,0,0,5,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
