epoch_row_id,epoch_id,day_index,cell_idx,q,r,s,resource_id,opening_reserve,natural_net_change,natural_positive_change,natural_negative_change,artificial_change_applied,artificial_change_pending,artificial_generation_applied,artificial_extraction_applied,artificial_generation_pending,artificial_extraction_pending,reserve,safe_yield,projected_life_days
1,1,1,885,38,14,-52,timber,6.3412105e+06,0,0,0,0,0,0,0,0,0,6.3412105e+06,123977,-1
1,1,1,885,38,14,-52,stone,249442.11,0,0,0,0,0,0,0,0,0,249442.11,0,0
1,1,1,885,38,14,-52,fertile_soil,350000,0,0,0,0,0,0,0,0,0,350000,0,0
1,1,1,885,38,14,-52,coal,3.1831997e+08,0,0,0,0,0,0,0,0,0,3.1831997e+08,0,0
1,1,1,885,38,14,-52,oil,2.5454132e+06,0,0,0,0,0,0,0,0,0,2.5454132e+06,0,0
1,1,1,885,38,14,-52,natural_gas,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,885,38,14,-52,copper_ore,4.5169776e+07,0,0,0,0,0,0,0,0,0,4.5169776e+07,0,0
1,1,1,885,38,14,-52,iron_ore,1.0956264e+08,0,0,0,0,0,0,0,0,0,1.0956264e+08,0,0
1,1,1,885,38,14,-52,gold_ore,13277.78,0,0,0,0,0,0,0,0,0,13277.78,0,265555
1,1,1,885,38,14,-52,silver_ore,8.958185e+06,0,0,0,0,0,0,0,0,0,8.958185e+06,0,44790927
1,1,1,885,38,14,-52,salt,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,885,38,14,-52,saltpeter,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,885,38,14,-52,rare_earth,3.922523e+06,0,0,0,0,0,0,0,0,0,3.922523e+06,0,0
1,1,1,885,38,14,-52,clay,4.9615908e+07,0,0,0,0,0,0,0,0,0,4.9615908e+07,0,0
1,1,1,885,38,14,-52,wild_game,21983.928,0,0,0,0,0,0,0,0,0,21983.928,11215,-1
1,1,1,885,38,14,-52,marine_fish,0,0,0,0,0,0,0,0,0,0,0,625133,-1
1,1,1,885,38,14,-52,arable_land,125000,0,0,0,0,0,0,0,0,0,125000,0,0
1,1,1,885,38,14,-52,paddy_land,60000,0,0,0,0,0,0,0,0,0,60000,0,0
1,1,1,885,38,14,-52,plantation_land,140000,0,0,0,0,0,0,0,0,0,140000,0,0
1,1,1,885,38,14,-52,pasture,125000,0,0,0,0,0,0,0,0,0,125000,0,0
1,1,1,885,38,14,-52,bauxite,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,885,38,14,-52,limestone,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,885,38,14,-52,silica_sand,2.661972e+07,0,0,0,0,0,0,0,0,0,2.661972e+07,0,0
1,1,1,885,38,14,-52,phosphate_rock,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,885,38,14,-52,tin_ore,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,885,38,14,-52,lead_ore,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,885,38,14,-52,zinc_ore,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,885,38,14,-52,manganese_ore,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,885,38,14,-52,sulfur,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,885,38,14,-52,flint,124898.38,0,0,0,0,0,0,0,0,0,124898.38,0,637236
2,2,2,885,38,14,-52,timber,6.3412105e+06,0,0,0,0,0,0,0,0,0,6.3412105e+06,123977,-1
2,2,2,885,38,14,-52,stone,249442.11,0,0,0,0,0,0,0,0,0,249442.11,0,0
2,2,2,885,38,14,-52,fertile_soil,350000,0,0,0,0,0,0,0,0,0,350000,0,0
2,2,2,885,38,14,-52,coal,3.1831997e+08,0,0,0,0,0,0,0,0,0,3.1831997e+08,0,0
2,2,2,885,38,14,-52,oil,2.5454132e+06,0,0,0,0,0,0,0,0,0,2.5454132e+06,0,0
2,2,2,885,38,14,-52,natural_gas,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,885,38,14,-52,copper_ore,4.5169776e+07,0,0,0,0,0,0,0,0,0,4.5169776e+07,0,0
2,2,2,885,38,14,-52,iron_ore,1.0956264e+08,0,0,0,0,0,0,0,0,0,1.0956264e+08,0,0
2,2,2,885,38,14,-52,gold_ore,13277.78,0,0,0,0,0,0,0,0,0,13277.78,0,265555
2,2,2,885,38,14,-52,silver_ore,8.958185e+06,0,0,0,0,0,0,0,0,0,8.958185e+06,0,44790927
2,2,2,885,38,14,-52,salt,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,885,38,14,-52,saltpeter,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,885,38,14,-52,rare_earth,3.922523e+06,0,0,0,0,0,0,0,0,0,3.922523e+06,0,0
2,2,2,885,38,14,-52,clay,4.9615908e+07,0,0,0,0,0,0,0,0,0,4.9615908e+07,0,0
2,2,2,885,38,14,-52,wild_game,21983.928,0,0,0,0,0,0,0,0,0,21983.928,11215,-1
2,2,2,885,38,14,-52,marine_fish,0,0,0,0,0,0,0,0,0,0,0,625133,-1
2,2,2,885,38,14,-52,arable_land,125000,0,0,0,0,0,0,0,0,0,125000,0,0
2,2,2,885,38,14,-52,paddy_land,60000,0,0,0,0,0,0,0,0,0,60000,0,0
2,2,2,885,38,14,-52,plantation_land,140000,0,0,0,0,0,0,0,0,0,140000,0,0
2,2,2,885,38,14,-52,pasture,125000,0,0,0,0,0,0,0,0,0,125000,0,0
2,2,2,885,38,14,-52,bauxite,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,885,38,14,-52,limestone,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,885,38,14,-52,silica_sand,2.661972e+07,0,0,0,0,0,0,0,0,0,2.661972e+07,0,0
2,2,2,885,38,14,-52,phosphate_rock,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,885,38,14,-52,tin_ore,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,885,38,14,-52,lead_ore,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,885,38,14,-52,zinc_ore,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,885,38,14,-52,manganese_ore,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,885,38,14,-52,sulfur,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,885,38,14,-52,flint,124898.38,0,0,0,0,0,0,0,0,0,124898.38,0,637236
3,3,3,885,38,14,-52,timber,6.3412105e+06,0,0,0,0,0,0,0,0,0,6.3412105e+06,123977,-1
3,3,3,885,38,14,-52,stone,249442.11,0,0,0,0,0,0,0,0,0,249442.11,0,0
3,3,3,885,38,14,-52,fertile_soil,350000,0,0,0,0,0,0,0,0,0,350000,0,0
3,3,3,885,38,14,-52,coal,3.1831997e+08,0,0,0,0,0,0,0,0,0,3.1831997e+08,0,0
3,3,3,885,38,14,-52,oil,2.5454132e+06,0,0,0,0,0,0,0,0,0,2.5454132e+06,0,0
3,3,3,885,38,14,-52,natural_gas,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3,885,38,14,-52,copper_ore,4.5169776e+07,0,0,0,0,0,0,0,0,0,4.5169776e+07,0,0
3,3,3,885,38,14,-52,iron_ore,1.0956264e+08,0,0,0,0,0,0,0,0,0,1.0956264e+08,0,0
3,3,3,885,38,14,-52,gold_ore,13277.78,0,0,0,0,0,0,0,0,0,13277.78,0,265555
3,3,3,885,38,14,-52,silver_ore,8.958185e+06,0,0,0,0,0,0,0,0,0,8.958185e+06,0,44790927
3,3,3,885,38,14,-52,salt,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3,885,38,14,-52,saltpeter,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3,885,38,14,-52,rare_earth,3.922523e+06,0,0,0,0,0,0,0,0,0,3.922523e+06,0,0
3,3,3,885,38,14,-52,clay,4.9615908e+07,0,0,0,0,0,0,0,0,0,4.9615908e+07,0,0
3,3,3,885,38,14,-52,wild_game,21983.928,0,0,0,0,0,0,0,0,0,21983.928,11215,-1
3,3,3,885,38,14,-52,marine_fish,0,0,0,0,0,0,0,0,0,0,0,625133,-1
3,3,3,885,38,14,-52,arable_land,125000,0,0,0,0,0,0,0,0,0,125000,0,0
3,3,3,885,38,14,-52,paddy_land,60000,0,0,0,0,0,0,0,0,0,60000,0,0
3,3,3,885,38,14,-52,plantation_land,140000,0,0,0,0,0,0,0,0,0,140000,0,0
3,3,3,885,38,14,-52,pasture,125000,0,0,0,0,0,0,0,0,0,125000,0,0
3,3,3,885,38,14,-52,bauxite,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3,885,38,14,-52,limestone,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3,885,38,14,-52,silica_sand,2.661972e+07,0,0,0,0,0,0,0,0,0,2.661972e+07,0,0
3,3,3,885,38,14,-52,phosphate_rock,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3,885,38,14,-52,tin_ore,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3,885,38,14,-52,lead_ore,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3,885,38,14,-52,zinc_ore,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3,885,38,14,-52,manganese_ore,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3,885,38,14,-52,sulfur,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3,885,38,14,-52,flint,124898.38,0,0,0,0,0,0,0,0,0,124898.38,0,637236
4,4,4,885,38,14,-52,timber,6.3412105e+06,0,0,0,0,0,0,0,0,0,6.3412105e+06,123977,-1
4,4,4,885,38,14,-52,stone,249442.11,0,0,0,0,0,0,0,0,0,249442.11,0,0
4,4,4,885,38,14,-52,fertile_soil,350000,0,0,0,0,0,0,0,0,0,350000,0,0
4,4,4,885,38,14,-52,coal,3.1831997e+08,0,0,0,0,0,0,0,0,0,3.1831997e+08,0,0
4,4,4,885,38,14,-52,oil,2.5454132e+06,0,0,0,0,0,0,0,0,0,2.5454132e+06,0,0
4,4,4,885,38,14,-52,natural_gas,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,885,38,14,-52,copper_ore,4.5169776e+07,0,0,0,0,0,0,0,0,0,4.5169776e+07,0,0
4,4,4,885,38,14,-52,iron_ore,1.0956264e+08,0,0,0,0,0,0,0,0,0,1.0956264e+08,0,0
4,4,4,885,38,14,-52,gold_ore,13277.78,0,0,0,0,0,0,0,0,0,13277.78,0,265555
4,4,4,885,38,14,-52,silver_ore,8.958185e+06,0,0,0,0,0,0,0,0,0,8.958185e+06,0,44790927
4,4,4,885,38,14,-52,salt,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,885,38,14,-52,saltpeter,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,885,38,14,-52,rare_earth,3.922523e+06,0,0,0,0,0,0,0,0,0,3.922523e+06,0,0
4,4,4,885,38,14,-52,clay,4.9615908e+07,0,0,0,0,0,0,0,0,0,4.9615908e+07,0,0
