epoch_row_id,epoch_id,day_index,cell_idx,q,r,s,is_construction,group_index,type_id,owner_signature_id,count,owner_capacity,owner_required,planned_owner_equivalent,filled_owner,owner_openings,employee_required,employee_filled,wage_suspended,capacity_q16,purchase_intent_capacity_q16,realized_profit_margin_q16,severe_loss_cycles,recovery_cycles,operating_state,last_input,last_output,last_sold,last_discarded,last_retained,last_resource,last_resource_generated,last_revenue,last_input_cost,last_wages_paid,last_wages_due,last_expected_revenue,last_operating_cost,last_margin_gap_q16,planned_utilization_q16,last_base_wages_due,last_base_wages_paid,last_bonus_due,last_bonus_paid,owner_living_cost_per_day,owner_livelihood_required,viability_operating_cost,viability_income_gap,projected_owner_income_per_day,construction_ready_days,funded_capacity_q16,owner_working_capital_allocated,investment_score_q16,investment_payback_days,investment_rejection_reason,merchant_debt_principal,merchant_debt_premium,merchant_debt_term_cycles_left,merchant_debt_delinquent_cycles,last_in_kind_livelihood_value,recovery_failed_reviews,investment_candidate,investment_shortage_q16,investment_utilization_q16,investment_required_capital,investment_projected_profit_per_day,investment_driver_good_id,investment_driver_pressure_q16,investment_driver_utilization_q16,investment_driver_sellable,investment_driver_merchant_sold,investment_driver_sell_through_q16,investment_driver_discard_q16
1,3,3,936,29,15,-44,0,0,30,9,500,500,500,500,500,0,0,0,0,31995,65536,65536,0,0,0,8543587,30825260,30825260,0,0,0,0,468513114,42717935,0,0,959662500,42717935,65536,65536,0,0,0,0,11912,29780000,72497935,396015179,313865,,41943,75000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
1,3,3,936,29,15,-44,0,1,65,9,500,500,500,500,500,0,0,0,0,65536,65536,65536,0,0,0,0,19635000,19635000,0,0,490000,0,74593365,0,0,0,74592500,0,65536,65536,0,0,0,0,11912,29780000,29780000,44813365,29837,,0,7500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
1,3,3,936,29,15,-44,0,2,67,8,2147,2147,2147,2147,2147,0,0,0,0,65536,65536,65536,0,0,0,0,41651800,32806160,0,8845640,1041295,0,311625706,0,0,0,395649160,0,65536,65536,0,0,0,0,14736,158190960,158190960,153434746,45096,,32768,7500000,0,0,0,0,0,0,0,88456400,0,0,0,0,0,0,-1,0,0,0,0,0,0
1,3,3,936,29,15,-44,0,3,70,9,1295,2590,2590,2590,2590,0,0,0,0,65536,65536,65536,0,0,0,0,90650000,71739200,0,18910800,0,0,340689457,0,0,0,430496850,0,65536,65536,0,0,0,0,11912,154260400,154260400,186429057,40544,,0,0,0,0,0,0,0,0,0,94554000,0,0,0,0,0,0,-1,0,0,0,0,0,0
1,3,3,936,29,15,-44,0,4,80,2,500,500,500,500,500,0,0,0,0,47,65536,-65536,0,0,0,216,394,0,394,0,0,0,0,1080,0,0,12537500,1080,-47746,65536,0,0,0,0,16229,40572500,40573580,-40573580,4415,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
1,3,3,936,29,15,-44,0,5,91,2,500,500,500,500,500,0,0,0,0,13238,65536,-40090,0,0,0,50499,222195,222195,0,0,0,0,15831115,201996,0,0,78372500,201996,42113,65536,0,0,0,0,16229,40572500,40774496,-24943381,30949,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
1,3,3,936,29,15,-44,0,6,99,2,500,500,500,500,500,0,0,0,0,29589,65536,27974,0,0,0,1128731,4327553,4327553,0,0,0,0,73996814,11287310,0,0,163892500,11287310,65536,65536,0,0,0,0,16229,40572500,51859810,22137004,55557,,30086,35000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
1,3,3,936,29,15,-44,0,7,107,20,500,500,500,500,500,0,0,0,0,65536,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65536,65536,0,0,0,0,17872,44680000,44680000,-44680000,0,,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
1,3,3,936,29,15,-44,0,8,204,20,500,500,500,500,500,0,500,0,0,65536,65536,65536,0,0,0,0,500000,500000,0,0,125000,0,400000000,0,171250152,171250152,400000000,171250152,65536,65536,100000000,100000000,71250152,71250152,17872,44680000,144680000,255320000,120000,,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
1,3,3,936,29,15,-44,0,9,239,12,20,40,40,40,40,0,0,0,0,65536,65536,65536,0,0,0,1000,679000,514200,0,164800,71500,0,5043978,75000,0,0,6609200,75000,65536,65536,0,0,0,0,12826,2565200,2640200,2403778,40911,,40,300000,0,0,0,0,0,0,0,1648000,0,0,0,0,0,0,-1,0,0,0,0,0,0
1,3,3,936,29,15,-44,0,10,240,9,500,500,500,500,499,1,0,0,0,961,65536,-60201,0,0,0,7332,259914,259914,0,0,12977,0,2468915,549900,0,0,168367500,549900,65536,65536,0,0,0,0,11912,29720440,30270340,-27801425,52347,,13762,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
