epoch_row_id,epoch_id,day_index,epoch_active,stage,progress_q16,sample_day,commit_day,cohort_count,market_count,good_count,building_type_count,building_group_count,pending_construction_count,filled_owner_jobs,filled_employee_jobs,unemployed_population,production_output_stock,production_output_discarded,production_output_retained,building_wages_paid,building_wages_unpaid,building_resource_generated,building_resource_consumed,building_resource_net_delta,loss_suspended_building_groups,merchant_procurement_budget,merchant_procurement_reserved,merchant_procurement_spent,trade_runtime_mode,trade_topology_ready,population_error,money_error,goods_error
1,3,15,false,trade_planning,65535,11,15,2491,1120,120,259,4815,0,31925,0,4964,64934785,132189785,22876200,0,0,0,6440884,-6440884,0,1445166669,481722508,463051494,ACTIVE,true,0,0,0
2,4,20,false,trade_planning,65535,16,20,2491,1120,120,259,4815,0,31725,0,5144,60135781,144520019,21896983,0,0,0,6351071,-6351071,0,1469648120,489883003,412398356,ACTIVE,true,0,0,0
3,5,25,false,trade_planning,65535,21,25,2491,1120,120,259,4815,0,30507,0,6334,57738757,142801924,21099333,0,0,0,4784554,-4784554,0,1564651134,521550659,429691537,ACTIVE,true,0,0,0
4,6,30,false,trade_planning,65535,26,30,2491,1120,120,259,4815,0,28130,0,8679,57628681,146697453,20459346,0,0,0,5034256,-5034256,101,1645029470,548343459,459020689,ACTIVE,true,0,0,0
5,7,35,false,trade_planning,65535,31,35,2491,1120,120,259,4815,0,27624,0,9165,55995411,143961510,19910014,0,0,0,4277519,-4277519,101,1723067462,574356121,472764249,ACTIVE,true,0,0,0
6,8,40,false,trade_planning,65535,36,40,2491,1120,120,259,4815,0,29915,0,6852,55195633,148707186,19419493,0,0,0,5045577,-5045577,2,1800735544,600245479,496668022,ACTIVE,true,0,0,0
7,9,45,false,trade_planning,65535,41,45,2491,1120,120,259,4815,0,29145,0,7603,53282257,148839272,18928038,0,0,0,4100057,-4100057,2,1876700792,625567229,503610066,ACTIVE,true,0,0,0
8,10,50,false,trade_planning,65535,46,50,2491,1120,120,259,4815,0,29575,0,7149,52661880,149359663,18445859,0,0,0,4254014,-4254014,2,1952296798,650765891,538545097,ACTIVE,true,0,0,0
9,11,55,false,trade_planning,65535,51,55,2491,1120,120,259,4815,0,29531,0,7189,51424088,153172889,18001169,0,0,0,4626787,-4626787,2,2020933490,673644789,568441761,ACTIVE,true,0,0,0
10,12,60,false,trade_planning,65535,56,60,2491,1120,120,259,4815,0,28376,0,8338,50315173,155737494,17574241,0,0,0,4992541,-4992541,2,2081513608,693838154,593586186,ACTIVE,true,0,0,0
11,13,65,false,trade_planning,65535,61,65,2491,1120,120,259,4815,0,27447,0,9265,49045941,152870446,17169977,0,0,0,4117184,-4117184,2,2137508593,712503167,609749199,ACTIVE,true,0,0,0
12,14,70,false,trade_planning,65535,66,70,2491,1120,120,259,4815,0,26604,0,10108,47714262,157975576,16778111,0,0,0,4831838,-4831838,2,2196093117,732031331,620651568,ACTIVE,true,0,0,0
13,15,75,false,trade_planning,65535,71,75,2491,1120,120,259,4815,0,25252,0,11460,46604857,156369195,16396956,0,0,0,4231232,-4231232,2,2263327944,754442952,641903487,ACTIVE,true,0,0,0
14,16,80,false,trade_planning,65535,76,80,2491,1120,120,259,4815,0,24697,0,12015,45468203,161819114,16027255,0,0,0,4506632,-4506632,2,2331552351,777184412,656944613,ACTIVE,true,0,0,0
15,17,85,false,trade_planning,65535,81,85,2491,1120,120,259,4815,0,24552,0,12160,44212578,158020084,15667765,0,0,0,3493377,-3493377,2,2405748515,801916455,676643580,ACTIVE,true,0,0,0
16,18,90,false,trade_planning,65535,86,90,2491,1120,120,259,4815,0,25713,0,10999,43303483,167439574,15316920,0,0,9450,4811496,-4802046,21,2482209615,827403501,703961092,ACTIVE,true,0,0,0
17,19,95,false,trade_planning,65535,91,95,2491,1120,120,259,4815,0,25349,0,11363,42055409,162207832,14975600,0,0,28682,3828733,-3800051,167,2555163970,851721597,723108942,ACTIVE,true,0,0,0
18,20,100,false,trade_planning,65535,96,100,2491,1120,120,259,4815,0,24899,0,11813,40495898,165376867,14648902,0,0,26016,4526860,-4500844,183,2625886363,875295742,734873664,ACTIVE,true,0,0,0
19,21,105,false,trade_planning,65535,101,105,2491,1120,120,259,4815,0,23530,0,13181,36970571,152008253,14341176,0,0,27497,2990810,-2963313,204,2700330428,900110425,693247439,ACTIVE,true,0,0,0
20,22,110,false,trade_planning,65535,106,110,2491,1120,120,259,4815,0,22768,0,13919,33214505,144906358,14055995,0,0,40925,3258015,-3217090,234,2777348077,925782983,651321592,ACTIVE,true,0,0,0
21,23,115,false,trade_planning,65535,111,115,2491,1120,120,259,4815,0,18804,0,17738,28091472,94562546,14203915,0,0,46001,1541914,-1495913,267,2838295678,946098847,567925020,ACTIVE,true,0,0,0
22,24,120,false,trade_planning,65535,116,120,2491,1120,120,259,4815,0,19563,0,16939,23323659,85840417,13940130,0,0,48533,2962322,-2913789,428,2929418481,976473113,488079453,ACTIVE,true,0,0,0
23,25,125,false,trade_planning,65535,121,125,2491,1120,120,259,4815,0,24353,0,11912,23481677,129945734,13312602,0,0,50574,1779446,-1728872,453,3020471530,1006824131,505949735,ACTIVE,true,0,0,0
24,26,130,false,trade_planning,65535,126,130,2491,1120,120,259,4815,0,22681,0,13242,20937948,113937349,13066453,0,0,51829,1747522,-1695693,609,3086063580,1028688153,468939279,ACTIVE,true,0,0,0
25,27,135,false,trade_planning,65535,131,135,2491,1120,120,259,4815,0,22806,0,12942,18243746,121921579,12832383,0,0,52047,1216860,-1164813,609,3127923367,1042641416,407128603,ACTIVE,true,0,0,0
26,28,140,false,trade_planning,65535,136,140,2491,1120,120,259,4815,0,23573,0,11732,17832431,140503031,12601962,0,0,51948,1136741,-1084793,609,3196903057,1065634649,423999073,ACTIVE,true,0,0,0
27,29,145,false,trade_planning,65535,141,145,2491,1120,120,259,4815,0,23100,0,11955,17391386,136599748,12383144,0,0,51884,1107977,-1056093,609,3255554847,1085185238,431535089,ACTIVE,true,0,0,0
28,30,150,false,trade_planning,65535,146,150,2491,1120,120,259,4815,0,23779,0,10813,17084808,151260974,12187989,0,0,51851,1214874,-1163023,609,3312566377,1104189085,443520472,ACTIVE,true,0,0,0
29,31,155,false,trade_planning,65535,151,155,2491,1120,120,259,4815,0,24058,0,10272,16822259,153183390,12025413,0,0,51832,1533041,-1481209,609,3368390106,1122796983,453768978,ACTIVE,true,0,0,0
30,32,160,false,trade_planning,65535,156,160,2491,1120,120,259,4815,0,23958,0,10183,16903176,148374038,11893822,0,0,51825,1847433,-1795608,609,3423570582,1141190472,473352159,ACTIVE,true,0,0,0
31,33,165,false,trade_planning,65535,161,165,2491,1120,120,259,4815,0,22826,0,10961,16508422,142270207,11888800,0,0,51817,1459230,-1407413,609,3475460252,1158487041,485527353,ACTIVE,true,0,0,0
32,34,170,false,trade_planning,65535,166,170,2491,1120,120,259,4815,0,22355,0,11187,16381756,140950239,11886434,0,0,51811,1234855,-1183044,609,3529190470,1176397121,500983524,ACTIVE,true,0,0,0
33,35,175,false,trade_planning,65535,171,175,2491,1120,120,259,4815,0,22550,0,10542,16313087,151314802,11885791,0,0,51804,1111104,-1059300,609,3582331146,1194110677,519947071,ACTIVE,true,0,0,0
34,36,180,false,trade_planning,65535,176,180,2491,1120,120,259,4815,0,22791,0,10035,16186721,156172217,11882772,0,0,51795,1202375,-1150580,609,3635007360,1211669404,539144510,ACTIVE,true,0,0,0
35,37,185,false,trade_planning,65535,181,185,2491,1120,120,259,4815,0,23107,0,9642,16186291,155673033,11880189,0,0,51786,1544295,-1492509,609,3686931068,1228977315,560094181,ACTIVE,true,0,0,0
36,38,190,false,trade_planning,65535,186,190,2491,1120,120,259,4815,0,22944,0,9361,16139618,157054312,11878346,0,0,51775,1649910,-1598135,609,3737867316,1245956050,583260689,ACTIVE,true,0,0,0
37,39,195,false,trade_planning,65535,191,195,2491,1120,120,259,4815,0,22423,0,9631,16065947,152715367,11876174,0,0,51762,1571771,-1520009,609,3787346726,1262449198,603954481,ACTIVE,true,0,0,0
38,40,200,false,trade_planning,65535,196,200,2491,1120,120,259,4815,0,21984,0,10004,15974764,150877530,11876359,0,0,51737,1299866,-1248129,609,3836968577,1278989823,622944614,ACTIVE,true,0,0,0
39,41,205,false,trade_planning,65535,201,205,2491,1120,120,259,4815,0,21462,0,9938,15907846,152380267,11876128,0,0,51685,1149865,-1098180,609,3885746433,1295249105,638304667,ACTIVE,true,0,0,0
40,42,210,false,trade_planning,65535,206,210,2491,1120,120,259,4815,0,21774,0,9506,15841173,156933215,11874936,0,0,51611,1202385,-1150774,609,3934587327,1311529405,649731684,ACTIVE,true,0,0,0
41,43,215,false,trade_planning,65535,211,215,2491,1120,120,259,4815,0,22569,0,8661,15826281,164161831,11875084,0,0,51499,1532447,-1480948,609,3982396969,1327465939,649429921,ACTIVE,true,0,0,0
42,44,220,false,trade_planning,65535,216,220,2491,1120,120,259,4815,0,22228,0,8448,15836721,163187443,11873053,0,0,51307,1640555,-1589248,609,4030767627,1343589493,651157095,ACTIVE,true,0,0,0
43,45,225,false,trade_planning,65535,221,225,2491,1120,120,259,4815,0,22185,0,8322,15753556,165304570,11873029,0,0,51076,1566802,-1515726,609,4078290408,1359430420,647242670,ACTIVE,true,0,0,0
44,46,230,false,trade_planning,65535,226,230,2491,1120,120,259,4815,0,21709,0,8740,15740638,163713026,11873955,0,0,50823,1261143,-1210320,609,4126441357,1375480738,647673201,ACTIVE,true,0,0,0
45,47,235,false,trade_planning,65535,231,235,2491,1120,120,259,4815,0,21528,0,8792,15688502,161777538,11873269,0,0,50550,1243010,-1192460,609,4174600186,1391533683,644961536,ACTIVE,true,0,0,0
46,48,240,false,trade_planning,65535,236,240,2491,1120,120,259,4815,0,21583,0,8153,15686032,165671118,11873284,0,0,50267,1512441,-1462174,609,4222994043,1407664977,645211119,ACTIVE,true,0,0,0
47,49,245,false,trade_planning,65535,241,245,2491,1120,120,259,4815,0,21637,0,8055,15645150,166491282,11873838,0,0,49984,1530809,-1480825,608,4270791759,1423597555,643004556,ACTIVE,true,0,0,0
48,50,250,false,trade_planning,65535,246,250,2491,1120,120,259,4815,0,21712,0,7891,15699836,167417003,11873815,0,0,49712,1557796,-1508084,599,4318974597,1439658495,646348118,ACTIVE,true,0,0,0
49,51,255,false,trade_planning,65535,251,255,2491,1120,120,259,4815,0,20962,0,8405,15639911,163061834,11873178,0,0,48391,1256128,-1207737,592,4366665496,1455555461,643272610,ACTIVE,true,0,0,0
50,52,260,false,trade_planning,65535,256,260,2491,1120,120,259,4815,0,20460,0,8482,15652800,162870660,11874302,0,0,46579,1114937,-1068358,547,4414903597,1471634826,643628858,ACTIVE,true,0,0,0
51,53,265,false,trade_planning,65535,261,265,2491,1120,120,259,4815,0,20347,0,8543,15657816,162052428,11874638,0,0,34793,1044751,-1009958,517,4462949934,1487650263,643055810,ACTIVE,true,0,0,0
52,54,270,false,trade_planning,65535,266,270,2491,1120,120,259,4815,0,20255,0,8514,15674739,161302048,11873618,0,0,32438,1017269,-984831,513,4511287731,1503762864,640991807,ACTIVE,true,0,0,0
53,55,275,false,trade_planning,65535,271,275,2491,1120,120,259,4815,0,20251,0,8344,15819722,162821786,11873572,0,0,30622,1017024,-986402,502,4558809584,1519603481,642922637,ACTIVE,true,0,0,0
54,56,280,false,trade_planning,65535,276,280,2491,1120,120,259,4815,0,19978,0,8265,15782228,162990240,11873815,0,0,28827,1030081,-1001254,498,4606708695,1535569877,641953075,ACTIVE,true,0,0,0
55,57,285,false,trade_planning,65535,281,285,2491,1120,120,259,4815,0,19989,0,8109,15730669,165152894,11873422,0,0,28420,1283479,-1255059,495,4654071303,1551357398,642807554,ACTIVE,true,0,0,0
56,58,290,false,trade_planning,65535,286,290,2491,1120,120,259,4815,0,19612,0,8352,15566131,159953461,11872034,0,0,29709,1043734,-1014025,494,4702356935,1567452607,641261772,ACTIVE,true,0,0,0
57,59,295,false,trade_planning,65535,291,295,2491,1120,120,259,4815,0,19646,0,8290,15475241,160757205,11872365,0,0,29892,1105098,-1075206,491,4749746604,1583249173,639705435,ACTIVE,true,0,0,0
58,60,300,false,trade_planning,65535,296,300,2491,1120,120,259,4815,0,19573,0,8204,15446336,161490585,11872511,0,0,29190,1022066,-992876,483,4797743342,1599248079,639934186,ACTIVE,true,0,0,0
59,61,305,false,trade_planning,65535,301,305,2491,1120,120,259,4815,0,19319,0,8027,15440559,162224814,11871886,0,0,27875,1068525,-1040650,468,4844974276,1614991725,637914042,ACTIVE,true,0,0,0
60,62,310,false,trade_planning,65535,306,310,2491,1120,120,259,4815,0,19286,0,7904,15476702,162747486,11871182,0,0,26286,1048355,-1022069,468,4893199194,1631066698,638953568,ACTIVE,true,0,0,0
61,63,315,false,trade_planning,65535,311,315,2491,1120,120,259,4815,0,19100,0,8055,15509515,160555233,11871683,0,0,24540,1059150,-1034610,465,4940553931,1646851611,636308294,ACTIVE,true,0,0,0
62,64,320,false,trade_planning,65535,316,320,2491,1120,120,259,4815,0,19302,0,7821,15561648,163693208,11871959,0,0,21203,1179629,-1158426,458,4988713574,1662904816,638185380,ACTIVE,true,0,0,0
63,65,325,false,trade_planning,65535,321,325,2491,1120,120,259,4815,0,19066,0,7871,15512591,162306827,11871975,0,0,20967,1140690,-1119723,457,5035833058,1678611304,634656151,ACTIVE,true,0,0,0
64,66,330,false,trade_planning,65535,326,330,2491,1120,120,259,4815,0,19007,0,7776,15462353,162196635,11871030,0,0,20676,1226376,-1205700,456,5084079114,1694693326,635424036,ACTIVE,true,0,0,0
