epoch_row_id,epoch_id,day_index,epoch_active,stage,progress_q16,sample_day,commit_day,cohort_count,market_count,good_count,building_type_count,building_group_count,pending_construction_count,filled_owner_jobs,filled_employee_jobs,unemployed_population,production_output_stock,production_output_discarded,production_output_retained,production_output_supported,producer_support_money_issued,building_wages_paid,building_wages_unpaid,building_resource_generated,building_resource_consumed,building_resource_net_delta,loss_suspended_building_groups,merchant_procurement_budget,merchant_procurement_reserved,merchant_procurement_spent,owner_working_capital_reserved,production_input_reserved,production_input_reserve_shortfall,trade_runtime_mode,trade_topology_ready,population_error,money_error,goods_error
1,1,5,false,trade_planning,65535,1,5,2803,1120,120,260,5716,0,80696,7990,560,704297945,0,58076836,546568594,731867542,599622071,0,0,24015331,-24015331,0,6814460302,2271487156,868932573,231069298,28421400,23196400,ACTIVE,true,0,0,0
2,2,10,false,trade_planning,65535,6,10,3363,1120,120,260,5716,0,62927,8100,18219,443956745,0,46084890,341562937,486389110,606119286,0,0,12672865,-12672865,0,5147958355,1715986407,635870324,285685180,28421400,15599450,ACTIVE,true,0,0,0
3,3,15,false,trade_planning,65535,11,15,3363,1120,120,260,5716,0,55230,8100,25784,648670459,0,67007583,523220944,1240665686,606119286,0,258165,63274509,-63016344,0,6113168071,2037722960,1347139414,332358098,28219104,14139630,ACTIVE,true,0,0,0
4,4,20,false,trade_planning,65535,16,20,3363,1120,120,260,5716,0,33444,8100,47570,360670986,0,32393709,299265425,456091089,606119286,0,2863441,19893846,-17030405,0,6783931927,2261310931,457394764,291254443,22351717,7187238,ACTIVE,true,0,0,0
5,5,25,false,trade_planning,65535,21,25,3363,1120,120,260,5716,0,27788,8100,53094,313480509,0,26339139,254788541,372382122,713110135,0,12470563,17048213,-4577650,0,8134804591,2711601810,623507846,240521981,17508210,5304226,ACTIVE,true,0,0,0
6,6,30,false,trade_planning,65535,26,30,3363,1120,120,260,5716,0,26678,8100,54138,368824576,0,24849233,297089610,432329584,711560363,0,18874124,15467786,3406338,0,9350642471,3116881096,556911737,203510535,14069564,3141026,ACTIVE,true,0,0,0
7,7,35,false,trade_planning,65535,31,35,3363,1120,120,260,5716,0,24509,8100,56241,383581790,0,22302553,328221392,438374692,713399413,0,18769317,14308138,4461179,31,10638645880,3546215588,449281569,158606090,11139322,1104004,ACTIVE,true,0,0,0
8,8,40,false,trade_planning,65535,36,40,3363,1120,120,260,5716,0,22366,8100,58318,361709702,0,20034740,332556274,387680356,717749447,0,13076332,13687532,-611200,114,12009456435,4003152409,358417188,123695974,8720013,466608,ACTIVE,true,0,0,0
9,9,45,false,trade_planning,65535,41,45,3363,1120,120,260,5716,0,21112,8100,59504,343037892,0,19723816,299615687,309447998,726316415,0,8440820,14213130,-5772310,419,13419452401,4473151064,505711493,83338600,6716340,196800,ACTIVE,true,0,0,0
10,10,50,false,trade_planning,65535,46,50,3363,1120,120,260,5716,0,20879,8100,59671,339814700,0,19943808,296065421,278912498,739920137,0,4840084,14557674,-9717590,336,14698775069,4899591981,559286222,68940133,6043544,199300,ACTIVE,true,0,0,0
11,11,55,false,trade_planning,65535,51,55,3363,1120,120,260,5716,0,28523,8100,51961,429656428,0,29965487,375381675,351871064,759588344,0,2392884,24502890,-22110006,114,15943175963,5314392265,729895102,158049910,10511044,5721310,ACTIVE,true,0,0,0
12,12,60,false,trade_planning,65535,56,60,3363,1120,120,260,5716,0,25031,8100,55418,378433266,0,25239454,327233820,286359072,786932056,0,1783456,16946671,-15163215,114,17232797496,5744266120,815206137,112507563,8762598,199300,ACTIVE,true,0,0,0
13,13,65,false,trade_planning,65535,61,65,3363,1120,120,260,5716,0,22965,8100,57418,374297149,0,22050286,327262665,266154906,807818431,0,4523935,15489991,-10966056,114,18401855369,6133952070,778468534,86760627,7769225,706392,ACTIVE,true,0,0,0
14,14,70,false,trade_planning,65535,66,70,3363,1120,120,260,5716,0,22379,8100,57954,370622712,0,21181181,318977449,235778467,804292741,0,3336676,13875566,-10538890,336,19595915472,6531972098,800397341,66608782,6256519,850408,ACTIVE,true,0,0,0
15,15,75,false,trade_planning,65535,71,75,3363,1120,120,260,5716,0,24301,8100,55966,397357107,0,24976613,337903631,257320591,802210733,0,3911183,20575553,-16664370,336,20718694748,6906231864,901864922,80450251,6537175,604521,ACTIVE,true,0,0,0
16,16,80,false,trade_planning,65535,76,80,3363,1120,120,260,5716,0,23572,8100,56631,374198179,4,22604036,308064047,218806516,802882703,0,11875976,14933715,-3057739,336,21764981495,7254994100,951020660,103615366,8096062,780906,ACTIVE,true,0,0,0
17,17,85,false,trade_planning,65535,81,85,3363,1120,120,260,5716,0,25632,8100,54521,412487936,5,26830228,334924110,263685212,802389756,0,11029534,21032550,-10003016,336,22783188414,7594396415,1028062994,107751050,7744630,1454836,ACTIVE,true,0,0,0
18,18,90,false,trade_planning,65535,86,90,3363,1120,120,260,5716,0,26227,8100,53891,427513484,5,27769153,344725877,250499987,802389756,0,8366750,21257666,-12890916,336,23765933064,7921977965,1001530482,112419168,7858952,860448,ACTIVE,true,0,0,0
19,19,95,false,trade_planning,65535,91,95,3363,1120,120,260,5716,0,26118,8100,53934,422386895,12,26792725,350468300,255566490,802404801,0,12799755,18534441,-5734686,336,24760695400,8253565408,945087274,126900089,8174276,1354046,ACTIVE,true,0,0,0
20,20,100,false,trade_planning,65535,96,100,3363,1120,120,260,5716,0,25531,8100,54471,404556328,53,25354046,339400235,232055335,802459731,0,15675532,16102612,-427080,336,25807090668,8602363843,909394848,134323297,8787284,739347,ACTIVE,true,0,0,0
21,21,105,false,trade_planning,65535,101,105,3363,1120,120,260,5716,0,26370,8100,53583,434157563,89,27878365,357578571,248764393,802565895,0,15301977,22589833,-7287856,382,26852836173,8950945661,972723977,100015053,8733194,431536,ACTIVE,true,0,0,0
22,22,110,false,trade_planning,65535,106,110,3363,1120,120,260,5716,0,23464,8100,56456,388977391,116,22535082,319875863,197093334,802703448,0,12021809,15009283,-2987474,382,27822622847,9274207890,898617857,86933982,8126239,199693,ACTIVE,true,0,0,0
23,23,115,false,trade_planning,65535,111,115,3363,1120,120,260,5716,0,24122,8100,55730,408773670,270,23503165,327687528,196581462,802848498,0,10579494,16148524,-5569030,393,28814262106,9604754310,966958499,76694788,7111976,771510,ACTIVE,true,0,0,0
24,24,120,false,trade_planning,65535,116,120,3363,1120,120,260,5716,0,24663,8100,55138,415630791,346,24941701,339190660,202468178,803081667,0,6123487,18465986,-12342499,393,29744100918,9914700597,959830326,76591003,6580558,543680,ACTIVE,true,0,0,0
25,25,125,false,trade_planning,65535,121,125,3363,1120,120,260,5716,0,26907,8100,52873,435936089,395,28283950,347362328,203253281,803330397,0,14108123,21570889,-7462766,346,30659484018,10219828301,1057492977,131601912,8198568,2595527,ACTIVE,true,0,0,0
26,26,130,false,trade_planning,65535,126,130,3363,1120,120,260,5716,0,27638,8100,52077,429685175,448,29506987,347160087,200445130,803565276,0,5462047,21822207,-16360160,346,31546274204,10515425024,1035226388,144561205,9167968,1359834,ACTIVE,true,0,0,0
27,27,135,false,trade_planning,65535,131,135,3363,1120,120,260,5716,0,26277,8100,53385,416943373,466,26203454,335765505,181721342,803697906,0,13447293,15878694,-2431401,346,32413944099,10804648323,1033590025,159813075,9425551,1544004,ACTIVE,true,0,0,0
28,28,140,false,trade_planning,65535,136,140,3363,1120,120,260,5716,0,27204,8100,52439,433066809,485,27882569,355019750,204052557,803770889,0,13180167,18443783,-5263616,346,33311434381,11103811732,1030554099,179232082,9219957,1667946,ACTIVE,true,0,0,0
