epoch_row_id,epoch_id,day_index,cell_idx,q,r,s,resource_id,reserve
1,4,20,781,12,19,-31,timber,24228.973
1,4,20,781,12,19,-31,stone,1.383192e+08
1,4,20,781,12,19,-31,fertile_soil,357075.88
1,4,20,781,12,19,-31,coal,1.7567006e+08
1,4,20,781,12,19,-31,oil,0
1,4,20,781,12,19,-31,natural_gas,0
1,4,20,781,12,19,-31,copper_ore,5.254563e+07
1,4,20,781,12,19,-31,iron_ore,1.583193e+07
1,4,20,781,12,19,-31,gold_ore,0
1,4,20,781,12,19,-31,silver_ore,6.6564165e+06
1,4,20,781,12,19,-31,salt,0
1,4,20,781,12,19,-31,saltpeter,0
1,4,20,781,12,19,-31,rare_earth,0
1,4,20,781,12,19,-31,clay,1.3301324e+07
1,4,20,781,12,19,-31,wild_game,6018.871
1,4,20,781,12,19,-31,marine_fish,0
1,4,20,781,12,19,-31,arable_land,125000
1,4,20,781,12,19,-31,paddy_land,60000
1,4,20,781,12,19,-31,plantation_land,0
1,4,20,781,12,19,-31,pasture,2695.0015
1,4,20,781,12,19,-31,bauxite,0
1,4,20,781,12,19,-31,limestone,0
1,4,20,781,12,19,-31,silica_sand,0
1,4,20,781,12,19,-31,phosphate_rock,0
1,4,20,781,12,19,-31,tin_ore,0
1,4,20,781,12,19,-31,lead_ore,0
1,4,20,781,12,19,-31,zinc_ore,0
1,4,20,781,12,19,-31,manganese_ore,0
1,4,20,781,12,19,-31,sulfur,0
1,4,20,781,12,19,-31,flint,5.4576584e+07
2,5,25,781,12,19,-31,timber,23008.93
2,5,25,781,12,19,-31,stone,1.383192e+08
2,5,25,781,12,19,-31,fertile_soil,358851.8
2,5,25,781,12,19,-31,coal,1.7567006e+08
2,5,25,781,12,19,-31,oil,0
2,5,25,781,12,19,-31,natural_gas,0
2,5,25,781,12,19,-31,copper_ore,5.254563e+07
2,5,25,781,12,19,-31,iron_ore,1.583193e+07
2,5,25,781,12,19,-31,gold_ore,0
2,5,25,781,12,19,-31,silver_ore,6.6564165e+06
2,5,25,781,12,19,-31,salt,0
2,5,25,781,12,19,-31,saltpeter,0
2,5,25,781,12,19,-31,rare_earth,0
2,5,25,781,12,19,-31,clay,1.3283837e+07
2,5,25,781,12,19,-31,wild_game,6128.7744
2,5,25,781,12,19,-31,marine_fish,0
2,5,25,781,12,19,-31,arable_land,125000
2,5,25,781,12,19,-31,paddy_land,60000
2,5,25,781,12,19,-31,plantation_land,0
2,5,25,781,12,19,-31,pasture,2695.0015
2,5,25,781,12,19,-31,bauxite,0
2,5,25,781,12,19,-31,limestone,0
2,5,25,781,12,19,-31,silica_sand,0
2,5,25,781,12,19,-31,phosphate_rock,0
2,5,25,781,12,19,-31,tin_ore,0
2,5,25,781,12,19,-31,lead_ore,0
2,5,25,781,12,19,-31,zinc_ore,0
2,5,25,781,12,19,-31,manganese_ore,0
2,5,25,781,12,19,-31,sulfur,0
2,5,25,781,12,19,-31,flint,5.4576584e+07
3,6,30,781,12,19,-31,timber,21888.137
3,6,30,781,12,19,-31,stone,1.3831918e+08
3,6,30,781,12,19,-31,fertile_soil,360552.44
3,6,30,781,12,19,-31,coal,1.7567006e+08
3,6,30,781,12,19,-31,oil,0
3,6,30,781,12,19,-31,natural_gas,0
3,6,30,781,12,19,-31,copper_ore,5.254563e+07
3,6,30,781,12,19,-31,iron_ore,1.583193e+07
3,6,30,781,12,19,-31,gold_ore,0
3,6,30,781,12,19,-31,silver_ore,6.6564165e+06
3,6,30,781,12,19,-31,salt,0
3,6,30,781,12,19,-31,saltpeter,0
3,6,30,781,12,19,-31,rare_earth,0
3,6,30,781,12,19,-31,clay,1.3263973e+07
3,6,30,781,12,19,-31,wild_game,6242.147
3,6,30,781,12,19,-31,marine_fish,0
3,6,30,781,12,19,-31,arable_land,125000
3,6,30,781,12,19,-31,paddy_land,60000
3,6,30,781,12,19,-31,plantation_land,0
3,6,30,781,12,19,-31,pasture,2695.0015
3,6,30,781,12,19,-31,bauxite,0
3,6,30,781,12,19,-31,limestone,0
3,6,30,781,12,19,-31,silica_sand,0
3,6,30,781,12,19,-31,phosphate_rock,0
3,6,30,781,12,19,-31,tin_ore,0
3,6,30,781,12,19,-31,lead_ore,0
3,6,30,781,12,19,-31,zinc_ore,0
3,6,30,781,12,19,-31,manganese_ore,0
3,6,30,781,12,19,-31,sulfur,0
3,6,30,781,12,19,-31,flint,5.4576584e+07
4,7,35,781,12,19,-31,timber,20850.889
