epoch_row_id,epoch_id,day_index,epoch_active,stage,progress_q16,sample_day,commit_day,cohort_count,market_count,good_count,building_type_count,building_group_count,pending_construction_count,filled_owner_jobs,filled_employee_jobs,unemployed_population,production_output_stock,production_output_discarded,production_output_retained,production_output_supported,producer_support_money_issued,building_wages_paid,building_wages_unpaid,building_resource_generated,building_resource_consumed,building_resource_net_delta,loss_suspended_building_groups,merchant_procurement_budget,merchant_procurement_reserved,merchant_procurement_spent,owner_working_capital_reserved,production_input_reserved,production_input_reserve_shortfall,trade_runtime_mode,trade_topology_ready,population_error,money_error,goods_error
1,1,5,false,trade_planning,65535,1,5,2556,1120,120,259,4975,0,65796,0,10992,702703547,0,45668373,553088610,728918489,0,0,0,23272500,-23272500,0,14933544122,4977848257,865429206,131788180,23221200,17931200,ACTIVE,true,0,0,0
2,2,10,false,trade_planning,65535,6,10,2990,1120,120,259,4975,0,53497,0,20163,449405402,0,39729455,350620878,501174238,0,0,0,15994781,-15994781,0,17651430333,5883810460,500534988,219954201,23221200,10445225,ACTIVE,true,0,0,0
3,3,15,false,trade_planning,65535,11,15,3117,1120,120,259,4975,0,46186,0,27365,640882505,0,62516815,546029477,1287057470,0,0,100280,62084472,-61984192,0,18370646035,6123548975,1308926167,248159121,22861079,9168726,ACTIVE,true,0,0,0
4,4,20,false,trade_planning,65535,16,20,3141,1120,120,259,4975,0,24180,0,49191,332404424,0,27215669,309442759,464335006,0,0,1401699,15575724,-14174025,0,18319925605,6106642167,309372101,196399159,17082505,3275608,ACTIVE,true,0,0,0
5,5,25,false,trade_planning,65535,21,25,3142,1120,120,259,4975,0,18441,0,54774,270446418,0,21108355,249313803,345265871,0,0,5874680,12270782,-6396102,0,18931653213,6310551365,395117588,147221170,12958866,2398900,ACTIVE,true,0,0,0
6,6,30,false,trade_planning,65535,26,30,3142,1120,120,259,4975,0,18027,0,55142,316985730,0,20444526,277191612,346792763,0,0,8855970,10322823,-1466853,0,19454319449,6484773429,460616631,115957921,9925259,1521042,ACTIVE,true,0,0,0
7,7,35,false,trade_planning,65535,31,35,3142,1120,120,259,4975,0,17132,0,55882,330896450,0,19366406,301522957,349404107,0,0,8844792,9314925,-470133,15,19924362578,6641454487,410834197,92342896,7943769,759520,ACTIVE,true,0,0,0
8,8,40,false,trade_planning,65535,36,40,3141,1120,120,259,4975,0,16207,0,56697,318899175,0,18665149,304478482,327653407,0,0,6861389,9370868,-2509479,99,20427025025,6809008626,372295121,79522717,6663776,457328,ACTIVE,true,0,0,0
9,9,45,false,trade_planning,65535,41,45,3141,1120,120,259,4975,0,15585,0,57185,306363705,0,18631149,285803495,281172290,0,0,5075840,9790711,-4714871,241,20945791718,6981930866,492148618,65101204,5750210,307820,ACTIVE,true,0,0,0
10,10,50,false,trade_planning,65535,46,50,3141,1120,120,259,4975,0,16308,0,56401,323030661,0,20412607,296026458,280735418,0,0,3461460,12110843,-8649383,198,21368521754,7122840879,634284856,60014216,5456142,218092,ACTIVE,true,0,0,0
11,11,55,false,trade_planning,65535,51,55,3141,1120,120,259,4975,0,19642,0,52958,356869890,0,23974296,324733906,275954759,0,0,1568905,13749118,-12180213,80,21711952893,7237317933,732050020,111491060,7811514,3195553,ACTIVE,true,0,0,0
12,12,60,false,trade_planning,65535,56,60,3141,1120,120,259,4975,0,21073,0,51420,393052514,0,28147024,352703374,360064395,0,0,1194125,20959947,-19765822,80,22067248143,7355749682,949585345,88976286,7098047,406614,ACTIVE,true,0,0,0
