epoch_row_id,epoch_id,day_index,cell_idx,q,r,s,is_construction,group_index,type_id,owner_signature_id,count,owner_capacity,owner_required,planned_owner_equivalent,filled_owner,owner_openings,employee_required,employee_filled,wage_suspended,capacity_q16,purchase_intent_capacity_q16,realized_profit_margin_q16,severe_loss_cycles,recovery_cycles,operating_state,last_input,last_output,last_sold,last_discarded,last_retained,last_resource,last_resource_generated,last_revenue,last_input_cost,last_wages_paid,last_wages_due,last_expected_revenue,last_operating_cost,last_margin_gap_q16,planned_utilization_q16,last_base_wages_due,last_base_wages_paid,last_bonus_due,last_bonus_paid,owner_living_cost_per_day,owner_livelihood_required,viability_operating_cost,viability_income_gap,construction_ready_days,funded_capacity_q16,owner_working_capital_allocated,investment_score_q16,investment_payback_days,investment_rejection_reason
1,1,1,851,4,14,-18,0,0,65,9,1,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,19635,19635,0,0,980,0,78540,0,0,0,78540,0,9528,65536,0,0,0,0,12523,62615,62615,15925,,0,2000,0,0,12
1,1,1,851,4,14,-18,0,1,70,9,24,48,48,48,48,0,0,0,0,65536,65536,0,0,0,0,0,840000,712313,0,127687,0,0,3561565,0,0,0,4200000,0,21888,65536,0,0,0,0,12523,3005520,3005520,556045,,65536,0,0,0,0
1,1,1,851,4,14,-18,0,2,80,2,1,1,1,1,1,0,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13200,0,-54838,65536,0,0,0,0,14753,73765,73765,-73765,,65536,0,0,0,5
1,1,1,851,4,14,-18,0,3,91,2,1,1,1,1,1,0,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82500,0,-699,65536,0,0,0,0,14753,73765,73765,-73765,,32768,33750,0,0,13
1,1,1,851,4,14,-18,0,4,107,20,1,1,1,1,0,1,0,0,0,65536,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65536,65536,0,0,0,0,18700,0,0,0,,65536,0,0,0,5
1,1,1,851,4,14,-18,0,5,204,20,1,1,1,1,1,0,1,1,0,65536,65536,65536,0,0,0,0,500,500,0,0,250,0,400000,0,242500,242500,400000,242500,13223,65536,200000,200000,42500,42500,18700,93500,293500,106500,,0,75000,244293,20,0
1,1,1,851,4,14,-18,0,6,239,12,9,18,18,18,18,0,0,0,0,32768,65536,0,0,0,0,0,111037,73282,0,37755,16087,0,751398,0,0,0,2276820,0,43667,65536,0,0,0,0,13463,1211670,1211670,-460272,,0,0,0,0,0
1,1,1,851,4,14,-18,0,7,243,20,1,1,1,1,1,0,1,1,0,65536,65536,16384,0,0,0,0,5000,5000,0,0,1000,0,250000,0,205000,205000,250000,205000,-16311,65536,200000,200000,5000,5000,18700,93500,293500,-43500,,0,0,0,0,0
1,1,1,851,4,14,-18,0,8,252,9,3,3,3,3,3,0,0,0,0,0,32768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542400,0,54481,65536,0,0,0,0,12523,187845,187845,-187845,,0,0,0,0,0
2,2,2,851,4,14,-18,0,0,65,9,1,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,19635,19635,0,0,980,0,78540,0,0,0,78540,0,9528,65536,0,0,0,0,12523,62615,62615,15925,,0,75000,0,0,0
2,2,2,851,4,14,-18,0,1,70,9,24,48,48,48,48,0,0,0,0,65536,65536,0,0,0,0,0,840000,712313,0,127687,0,0,3561565,0,0,0,4200000,0,21888,65536,0,0,0,0,12523,3005520,3005520,556045,,0,0,0,0,0
2,2,2,851,4,14,-18,0,2,80,2,1,1,1,1,1,0,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13200,0,-54838,65536,0,0,0,0,14753,73765,73765,-73765,,0,0,0,0,0
2,2,2,851,4,14,-18,0,3,91,2,1,1,1,1,1,0,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82500,0,-699,65536,0,0,0,0,14753,73765,73765,-73765,,0,0,0,0,0
2,2,2,851,4,14,-18,0,4,107,20,1,1,1,1,0,1,0,0,0,65536,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65536,65536,0,0,0,0,18700,0,0,0,,65536,0,0,0,5
2,2,2,851,4,14,-18,0,5,204,20,1,1,1,1,1,0,1,0,0,65536,65536,65536,0,0,0,0,500,500,0,0,250,0,400000,0,242500,242500,400000,242500,13223,65536,200000,200000,42500,42500,18700,93500,293500,106500,,65536,0,0,0,5
2,2,2,851,4,14,-18,0,6,239,12,9,18,18,18,18,0,0,0,0,32768,65536,0,0,0,0,0,111037,73282,0,37755,16087,0,751398,0,0,0,2276820,0,43667,65536,0,0,0,0,13463,1211670,1211670,-460272,,0,3000,0,0,12
