epoch_row_id,epoch_id,day_index,epoch_active,stage,progress_q16,sample_day,commit_day,cohort_count,market_count,good_count,building_type_count,building_group_count,pending_construction_count,filled_owner_jobs,filled_employee_jobs,unemployed_population,production_output_stock,production_output_discarded,production_output_retained,production_output_supported,producer_support_money_issued,building_wages_paid,building_wages_unpaid,building_resource_generated,building_resource_consumed,building_resource_net_delta,loss_suspended_building_groups,merchant_procurement_budget,merchant_procurement_reserved,merchant_procurement_spent,owner_working_capital_reserved,production_input_reserved,production_input_reserve_shortfall,trade_runtime_mode,trade_topology_ready,population_error,money_error,goods_error
1,21,105,false,trade_planning,65535,101,105,2231,1120,120,259,4377,0,16233,0,57721,248597705,1081,72617560,224253102,141872223,0,0,5911882,10995000,-5083118,178,27036687441,9012229411,732973437,88020893,5859067,524719,ACTIVE,true,0,0,0
2,22,110,false,trade_planning,65535,106,110,2231,1120,120,259,4377,0,16146,0,57607,248659123,1289,72659882,221082027,150897206,0,0,3610874,11905262,-8294388,196,27677690466,9225897063,748655283,79970832,5422059,363918,ACTIVE,true,0,0,0
3,23,115,false,trade_planning,65535,111,115,2231,1120,120,259,4377,0,19174,0,54381,317740003,1276,72799202,273740599,237261298,0,0,4339805,20127536,-15787731,196,28239391605,9413130804,875073348,79109896,5774900,552704,ACTIVE,true,0,0,0
4,24,120,false,trade_planning,65535,116,120,2231,1120,120,259,4377,0,23469,0,49819,379868341,1512,72928510,320414183,328653157,0,0,7526039,26458385,-18932346,178,28618702409,9539567743,1028285939,96103866,6843803,1071450,ACTIVE,true,0,0,0
5,25,125,false,trade_planning,65535,121,125,2231,1120,120,259,4377,0,18888,0,54130,296865564,1685,72671657,265122183,158186654,0,0,3850206,13246916,-9396710,200,28987278985,9662426586,791691167,73346372,6805809,1170382,ACTIVE,true,0,0,0
6,26,130,false,trade_planning,65535,126,130,2231,1120,120,259,4377,0,19117,0,53745,300836455,2079,72709410,267992033,249177921,0,0,3667918,15012387,-11344469,203,29517465947,9839155586,924857436,71273994,7158218,901232,ACTIVE,true,0,0,0
7,27,135,false,trade_planning,65535,131,135,2231,1120,120,259,4377,0,18141,0,54543,277074332,2190,72618188,245358527,123506623,0,0,9099610,10497819,-1398209,181,29984853768,9994951505,776120613,105773678,7697326,1140741,ACTIVE,true,0,0,0
8,28,140,false,trade_planning,65535,136,140,2231,1120,120,259,4377,0,19039,0,53478,302605999,2221,72731317,267403203,200446819,0,0,7371941,15923092,-8551151,196,30546124276,10182041674,865859641,98688992,7161797,1204413,ACTIVE,true,0,0,0
9,29,145,false,trade_planning,65535,141,145,2231,1120,120,259,4377,0,19558,0,52785,314839026,2178,72731077,280141482,207690792,0,0,5761697,17116590,-11354893,196,30986795719,10328932163,819033845,103639538,6558355,867324,ACTIVE,true,0,0,0
10,30,150,false,trade_planning,65535,146,150,2231,1120,120,259,4377,0,22639,0,49509,381159262,2106,72940451,332279033,348636229,0,0,9178521,27483909,-18305388,178,31418229489,10472743421,1087036920,117307564,6782210,911873,ACTIVE,true,0,0,0
