epoch_row_id,epoch_id,day_index,cell_idx,q,r,s,good_id,stock,price,demand_ema,business_demand_ema,offered_supply_ema,realized_withdrawal_ema,merchant_inventory_target,merchant_procurement_shortfall,cost_anchor_price,shortage_q16,price_pressure_total_q16,category_id,storage_mode,trade_enabled,trade_import_ema,trade_export_ema,trade_inbound,trade_outbound
1,1,5,444,-1,11,-10,advanced_chips,0,110000,0,0,0,0,0,0,0,0,0,processor_component,0,1,0,0,0,0
1,1,5,444,-1,11,-10,agricultural_machinery,0,52000,0,0,0,0,0,0,0,0,0,agricultural_machinery,0,1,0,0,0,0
1,1,5,444,-1,11,-10,aluminum,0,36000,0,0,0,0,0,0,0,0,0,structural_metal,0,1,0,0,0,0
1,1,5,444,-1,11,-10,automobiles,0,52000,0,0,0,0,0,0,0,0,0,automobiles,0,1,0,0,0,0
1,1,5,444,-1,11,-10,autonomous_systems,0,220000,0,0,0,0,0,0,0,0,0,autonomous_systems,0,1,0,0,0,0
1,1,5,444,-1,11,-10,batteries,0,52000,0,0,0,0,0,0,0,0,0,batteries,0,1,0,0,0,0
1,1,5,444,-1,11,-10,bauxite,0,10000,0,0,0,0,0,0,0,0,0,bauxite,0,1,0,0,0,0
1,1,5,444,-1,11,-10,beverages,0,16000,0,0,0,0,0,0,0,0,0,beverages,0,1,0,0,0,0
1,1,5,444,-1,11,-10,bread,0,16000,0,0,0,0,0,0,0,0,0,bread,0,1,0,0,0,0
1,1,5,444,-1,11,-10,bricks,0,22000,0,0,0,0,0,0,0,0,0,bricks,0,1,0,0,0,0
1,1,5,444,-1,11,-10,bronze_tools,0,26000,0,0,0,0,0,0,0,0,0,tools,0,1,0,0,0,0
1,1,5,444,-1,11,-10,canned_fish,0,16000,0,0,0,0,0,0,0,0,0,canned_fish,0,1,0,0,0,0
1,1,5,444,-1,11,-10,cement,0,22000,0,0,0,0,0,0,0,0,0,cement,0,1,0,0,0,0
1,1,5,444,-1,11,-10,chipped_stone_tools,0,10504,43,2000,0,0,10215,10215,0,65535,70114,tools,0,1,0,0,0,0
1,1,5,444,-1,11,-10,clay,0,10000,0,0,0,0,0,0,0,0,0,clay,0,1,0,0,0,0
1,1,5,444,-1,11,-10,cloth,0,28312,83,0,72,23,530,530,2400,47506,75382,rag_paper_fiber,0,1,0,0,0,0
1,1,5,444,-1,11,-10,clothing,0,24000,0,0,0,0,0,0,0,0,0,clothing,0,1,0,0,0,0
1,1,5,444,-1,11,-10,coal,0,10000,0,0,0,0,0,0,0,0,0,coal,0,1,0,0,0,0
1,1,5,444,-1,11,-10,coke,0,13000,0,0,0,0,0,0,0,0,0,coke,0,1,0,0,0,0
1,1,5,444,-1,11,-10,computers,0,52000,0,0,0,0,0,0,0,0,0,computers,0,1,0,0,0,0
1,1,5,444,-1,11,-10,concrete,0,22000,0,0,0,0,0,0,0,0,0,concrete,0,1,0,0,0,0
1,1,5,444,-1,11,-10,construction_components,0,22000,0,0,0,0,0,0,0,0,0,construction_components,0,1,0,0,0,0
1,1,5,444,-1,11,-10,copper,0,36000,0,0,0,0,0,0,0,0,0,copper,0,1,0,0,0,0
1,1,5,444,-1,11,-10,copper_ore,0,10000,0,0,0,0,0,0,0,0,0,copper_ore,0,1,0,0,0,0
1,1,5,444,-1,11,-10,corn_grain,0,10000,0,0,0,0,0,0,0,0,0,starchy_staple,0,1,0,0,0,0
1,1,5,444,-1,11,-10,cotton_fiber,0,10000,0,0,0,0,0,0,0,0,0,spinnable_fiber,0,1,0,0,0,0
1,1,5,444,-1,11,-10,crude_oil,0,10000,0,0,0,0,0,0,0,0,0,crude_oil,0,1,0,0,0,0
1,1,5,444,-1,11,-10,dairy_products,0,16000,0,0,0,0,0,0,0,0,0,dairy_products,0,1,0,0,0,0
1,1,5,444,-1,11,-10,detergent,0,30000,0,0,0,0,0,0,0,0,0,detergent,0,1,0,0,0,0
1,1,5,444,-1,11,-10,edible_oil,0,16000,0,0,0,0,0,0,0,0,0,edible_oil,0,1,0,0,0,0
1,1,5,444,-1,11,-10,electric_motor,0,52000,0,0,0,0,0,0,0,0,0,prime_mover,0,1,0,0,0,0
1,1,5,444,-1,11,-10,electrical_equipment,0,52000,0,0,0,0,0,0,0,0,0,electrical_equipment,0,1,0,0,0,0
1,1,5,444,-1,11,-10,electricity,0,12000,0,0,0,0,0,0,0,0,0,electricity,1,0,0,0,0,0
1,1,5,444,-1,11,-10,electronic_components,0,52000,0,0,0,0,0,0,0,0,0,electronic_components,0,1,0,0,0,0
1,1,5,444,-1,11,-10,engines,0,52000,0,0,0,0,0,0,0,0,0,prime_mover,0,1,0,0,0,0
1,1,5,444,-1,11,-10,explosives,0,30000,0,0,0,0,0,0,0,0,0,explosives,0,1,0,0,0,0
1,1,5,444,-1,11,-10,fertilizer,0,30000,0,0,0,0,0,0,0,0,0,fertilizer,0,1,0,0,0,0
1,1,5,444,-1,11,-10,fine_clothing,0,24000,0,0,0,0,0,0,0,0,0,fine_clothing,0,1,0,0,0,0
1,1,5,444,-1,11,-10,fine_furniture,0,60000,0,0,0,0,0,0,0,0,0,fine_furniture,0,1,0,0,0,0
1,1,5,444,-1,11,-10,fish,0,12539,5879,0,0,0,29395,29395,0,65535,106495,fish,0,1,0,0,0,0
1,1,5,444,-1,11,-10,flax_fiber,0,10000,0,0,0,0,0,0,0,0,0,spinnable_fiber,0,1,0,0,0,0
1,1,5,444,-1,11,-10,flint,57000,3688,0,625,35625,0,35625,0,400,0,-32768,flint,0,1,0,0,0,0
1,1,5,444,-1,11,-10,footwear,0,24000,0,0,0,0,0,0,0,0,0,footwear,0,1,0,0,0,0
1,1,5,444,-1,11,-10,fur,0,28996,65,0,0,0,325,325,0,65535,87366,fur,0,1,0,0,0,0
1,1,5,444,-1,11,-10,furniture,0,18000,0,0,0,0,0,0,0,0,0,furniture,0,1,0,0,0,0
1,1,5,444,-1,11,-10,game_meat,0,12539,5878,312,0,0,30950,30950,0,65535,106495,game_meat,0,1,0,0,0,0
1,1,5,444,-1,11,-10,gathered_plants,19571,5076,6193,625,31587,6193,21704,2133,500,0,6443,gathered_plants,0,1,0,0,0,0
1,1,5,444,-1,11,-10,glass,0,22000,0,0,0,0,0,0,0,0,0,glass,0,1,0,0,0,0
1,1,5,444,-1,11,-10,gold,500,9610,0,0,62,0,62,0,0,0,-16384,precious_metal,0,1,0,0,0,0
1,1,5,444,-1,11,-10,grain,0,16000,0,0,0,0,0,0,0,0,0,starchy_staple,0,1,0,0,0,0
1,1,5,444,-1,11,-10,horses,0,10000,0,0,0,0,0,0,0,0,0,horses,0,1,0,0,0,0
1,1,5,444,-1,11,-10,household_appliances,0,52000,0,0,0,0,0,0,0,0,0,household_appliances,0,1,0,0,0,0
1,1,5,444,-1,11,-10,industrial_chemicals,0,30000,0,0,0,0,0,0,0,0,0,industrial_chemicals,0,1,0,0,0,0
1,1,5,444,-1,11,-10,industrial_machinery,0,52000,0,0,0,0,0,0,0,0,0,industrial_machinery,0,1,0,0,0,0
1,1,5,444,-1,11,-10,insulated_cable,0,26000,0,0,0,0,0,0,0,0,0,insulated_cable,0,1,0,0,0,0
1,1,5,444,-1,11,-10,iron_ore,0,10000,0,0,0,0,0,0,0,0,0,iron_ore,0,1,0,0,0,0
1,1,5,444,-1,11,-10,jewelry,0,60000,0,0,0,0,0,0,0,0,0,jewelry,0,1,0,0,0,0
1,1,5,444,-1,11,-10,latex,0,10000,0,0,0,0,0,0,0,0,0,elastomer,0,1,0,0,0,0
1,1,5,444,-1,11,-10,lead,0,36000,0,0,0,0,0,0,0,0,0,lead,0,1,0,0,0,0
1,1,5,444,-1,11,-10,lead_ore,0,10000,0,0,0,0,0,0,0,0,0,lead_ore,0,1,0,0,0,0
1,1,5,444,-1,11,-10,leather,0,24000,0,0,0,0,0,0,0,0,0,leather,0,1,0,0,0,0
1,1,5,444,-1,11,-10,lime,0,22000,0,0,0,0,0,0,0,0,0,lime,0,1,0,0,0,0
1,1,5,444,-1,11,-10,limestone,0,10000,0,0,0,0,0,0,0,0,0,limestone,0,1,0,0,0,0
1,1,5,444,-1,11,-10,livestock_products,0,16000,0,0,0,0,0,0,0,0,0,livestock_products,0,1,0,0,0,0
1,1,5,444,-1,11,-10,logs,0,12539,7320,0,0,0,36600,36600,0,65535,106495,logs,0,1,0,0,0,0
1,1,5,444,-1,11,-10,lubricants,0,30000,0,0,0,0,0,0,0,0,0,lubricants,0,1,0,0,0,0
