epoch_row_id,epoch_id,day_index,cell_idx,q,r,s,is_construction,group_index,type_id,owner_signature_id,count,owner_capacity,owner_required,planned_owner_equivalent,filled_owner,owner_openings,employee_required,employee_filled,wage_suspended,capacity_q16,purchase_intent_capacity_q16,realized_profit_margin_q16,severe_loss_cycles,recovery_cycles,operating_state,last_input,last_output,last_sold,last_discarded,last_retained,last_resource,last_resource_generated,last_revenue,last_input_cost,last_wages_paid,last_wages_due,last_expected_revenue,last_operating_cost,last_margin_gap_q16,planned_utilization_q16,last_base_wages_due,last_base_wages_paid,last_bonus_due,last_bonus_paid,owner_living_cost_per_day,owner_livelihood_required,viability_operating_cost,viability_income_gap,construction_ready_days,funded_capacity_q16,owner_working_capital_allocated,investment_score_q16,investment_payback_days,investment_rejection_reason
1,2,2,1401,10,23,-33,0,0,65,9,1,1,1,1,1,0,0,0,0,65536,65536,18616,0,0,0,0,19635,19635,0,0,980,0,78540,0,0,0,78540,0,9831,65536,0,0,0,0,12233,61165,61165,17375,,0,2000,0,0,0
1,2,2,1401,10,23,-33,0,1,70,9,24,48,48,48,48,0,0,0,0,65536,65536,44426,0,0,0,0,840000,625760,0,214240,0,0,3128800,0,0,0,4200000,0,22243,65536,0,0,0,0,12233,2935920,2935920,192880,,65536,0,0,0,0
1,2,2,1401,10,23,-33,0,2,80,2,1,1,1,1,1,0,0,0,0,0,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13200,0,-54767,65536,0,0,0,0,14419,72095,72095,-72095,,65536,0,0,0,0
1,2,2,1401,10,23,-33,0,3,91,2,1,1,1,1,1,0,0,0,0,0,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82500,0,-265,65536,0,0,0,0,14419,72095,72095,-72095,,32768,30000,0,0,0
1,2,2,1401,10,23,-33,0,4,107,20,1,1,1,1,1,0,0,0,0,65536,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65536,65536,0,0,0,0,18305,91525,91525,-91525,,0,225000,0,0,0
1,2,2,1401,10,23,-33,0,5,204,20,1,1,1,1,1,0,1,0,0,65536,65536,24385,0,0,0,0,500,500,0,0,250,0,400000,0,242500,242500,400000,242500,13354,65536,200000,200000,42500,42500,18305,91525,291525,108475,,0,0,0,0,0
1,2,2,1401,10,23,-33,0,6,239,12,8,16,16,16,16,0,0,0,0,32768,65536,-6264,0,0,0,0,98700,32780,0,65920,14300,0,352720,0,0,0,2023840,0,44468,65536,0,0,0,0,13115,1049200,1049200,-696480,,0,0,0,0,0
1,2,2,1401,10,23,-33,0,7,252,9,3,3,3,3,3,0,0,0,0,0,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813600,0,54696,65536,0,0,0,0,12233,183495,183495,-183495,,0,0,0,0,0
2,3,3,1401,10,23,-33,0,0,65,9,1,1,1,1,1,0,0,0,0,65536,65536,18616,0,0,0,0,19635,19635,0,0,980,0,78540,0,0,0,78540,0,9831,65536,0,0,0,0,12233,61165,61165,17375,,65536,0,0,0,0
2,3,3,1401,10,23,-33,0,1,70,9,24,48,48,48,48,0,0,0,0,65536,65536,44426,0,0,0,0,840000,625760,0,214240,0,0,3128800,0,0,0,4200000,0,22243,65536,0,0,0,0,12233,2935920,2935920,192880,,65536,0,0,0,0
2,3,3,1401,10,23,-33,0,2,80,2,1,1,1,1,1,0,0,0,0,0,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13200,0,-54767,65536,0,0,0,0,14419,72095,72095,-72095,,32768,30000,0,0,0
2,3,3,1401,10,23,-33,0,3,91,2,1,1,1,1,1,0,0,0,0,0,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82500,0,-265,65536,0,0,0,0,14419,72095,72095,-72095,,0,225000,0,0,0
2,3,3,1401,10,23,-33,0,4,107,20,1,1,1,1,1,0,0,0,0,65536,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65536,65536,0,0,0,0,18305,91525,91525,-91525,,0,0,0,0,0
2,3,3,1401,10,23,-33,0,5,204,20,1,1,1,1,1,0,1,0,0,65536,65536,24385,0,0,0,0,500,500,0,0,250,0,400000,0,242500,242500,400000,242500,13354,65536,200000,200000,42500,42500,18305,91525,291525,108475,,0,0,0,0,0
2,3,3,1401,10,23,-33,0,6,239,12,8,16,16,16,16,0,0,0,0,32768,65536,-6264,0,0,0,0,98700,32780,0,65920,14300,0,352720,0,0,0,2023840,0,44468,65536,0,0,0,0,13115,1049200,1049200,-696480,,0,0,0,0,0
2,3,3,1401,10,23,-33,0,7,252,9,3,3,3,3,3,0,0,0,0,0,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813600,0,54696,65536,0,0,0,0,12233,183495,183495,-183495,,65536,0,0,0,8
3,4,4,1401,10,23,-33,0,0,65,9,1,1,1,1,1,0,0,0,0,65536,65536,18616,0,0,0,0,19635,19635,0,0,980,0,78540,0,0,0,78540,0,9831,65536,0,0,0,0,12233,61165,61165,17375,,0,225000,0,0,0
3,4,4,1401,10,23,-33,0,1,70,9,24,48,48,48,48,0,0,0,0,65536,65536,44426,0,0,0,0,840000,625760,0,214240,0,0,3128800,0,0,0,4200000,0,22243,65536,0,0,0,0,12233,2935920,2935920,192880,,0,0,0,0,0
3,4,4,1401,10,23,-33,0,2,80,2,1,1,1,1,1,0,0,0,0,0,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13200,0,-54767,65536,0,0,0,0,14419,72095,72095,-72095,,0,0,0,0,0
3,4,4,1401,10,23,-33,0,3,91,2,1,1,1,1,1,0,0,0,0,0,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82500,0,-265,65536,0,0,0,0,14419,72095,72095,-72095,,0,0,0,0,0
3,4,4,1401,10,23,-33,0,4,107,20,1,1,1,1,1,0,0,0,0,65536,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65536,65536,0,0,0,0,18305,91525,91525,-91525,,65536,0,0,0,0
3,4,4,1401,10,23,-33,0,5,204,20,1,1,1,1,1,0,1,0,0,65536,65536,24385,0,0,0,0,500,500,0,0,250,0,400000,0,242500,242500,400000,242500,13354,65536,200000,200000,42500,42500,18305,91525,291525,108475,,65536,0,0,0,0
3,4,4,1401,10,23,-33,0,6,239,12,8,16,16,16,16,0,0,0,0,32768,65536,-6264,0,0,0,0,98700,32780,0,65920,14300,0,352720,0,0,0,2023840,0,44468,65536,0,0,0,0,13115,1049200,1049200,-696480,,0,3000,0,0,0
3,4,4,1401,10,23,-33,0,7,252,9,3,3,3,3,3,0,0,0,0,0,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813600,0,54696,65536,0,0,0,0,12233,183495,183495,-183495,,0,2000,0,0,0
4,5,5,1401,10,23,-33,0,0,65,9,1,1,1,1,1,0,0,0,0,65536,65536,18616,0,0,0,0,19635,19635,0,0,980,0,78540,0,0,0,78540,0,9831,65536,0,0,0,0,12233,61165,61165,17375,,0,0,0,0,0
4,5,5,1401,10,23,-33,0,1,70,9,24,48,48,48,48,0,0,0,0,65536,65536,44426,0,0,0,0,840000,625760,0,214240,0,0,3128800,0,0,0,4200000,0,22243,65536,0,0,0,0,12233,2935920,2935920,192880,,0,0,0,0,0
4,5,5,1401,10,23,-33,0,2,80,2,1,1,1,1,1,0,0,0,0,0,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13200,0,-54767,65536,0,0,0,0,14419,72095,72095,-72095,,65536,0,0,0,0
4,5,5,1401,10,23,-33,0,3,91,2,1,1,1,1,1,0,0,0,0,0,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82500,0,-265,65536,0,0,0,0,14419,72095,72095,-72095,,65536,0,0,0,0
4,5,5,1401,10,23,-33,0,4,107,20,1,1,1,1,1,0,0,0,0,65536,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65536,65536,0,0,0,0,18305,91525,91525,-91525,,0,3000,0,0,0
4,5,5,1401,10,23,-33,0,5,204,20,1,1,1,1,1,0,1,0,0,65536,65536,24385,0,0,0,0,500,500,0,0,250,0,400000,0,242500,242500,400000,242500,13354,65536,200000,200000,42500,42500,18305,91525,291525,108475,,0,2000,0,0,0
4,5,5,1401,10,23,-33,0,6,239,12,8,16,16,16,16,0,0,0,0,32768,65536,-6264,0,0,0,0,98700,32780,0,65920,14300,0,352720,0,0,0,2023840,0,44468,65536,0,0,0,0,13115,1049200,1049200,-696480,,65536,0,0,0,0
4,5,5,1401,10,23,-33,0,7,252,9,3,3,3,3,3,0,0,0,0,0,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813600,0,54696,65536,0,0,0,0,12233,183495,183495,-183495,,65536,0,0,0,0
5,6,6,1401,10,23,-33,0,0,65,9,1,1,1,1,1,0,0,0,0,2048,2048,-63209,0,0,0,0,613,613,0,0,30,0,2199,0,0,0,2224,0,801,2048,0,0,0,0,12388,61940,61940,-59741,,65536,0,0,0,0
5,6,6,1401,10,23,-33,0,1,70,9,24,48,48,24,48,0,0,0,0,33271,33271,-32489,0,0,0,0,426447,212207,0,214240,0,0,990578,0,0,0,1990655,0,14036,33271,0,0,0,0,12388,2973120,2973120,-1982542,,2048,0,0,0,0
5,6,6,1401,10,23,-33,0,2,80,2,1,1,1,1,1,0,0,0,0,65536,65536,-51400,0,0,0,600,550,550,0,0,0,0,16378,2824,0,0,16400,2824,-52493,65536,0,0,0,0,14622,73110,75934,-59556,,32768,35770,0,0,0
5,6,6,1401,10,23,-33,0,3,91,2,1,1,1,1,1,0,0,0,0,65536,65536,22122,0,0,0,500,1100,1035,0,65,0,0,92482,1844,0,0,98365,1844,10286,65536,0,0,0,0,14622,73110,74954,17528,,0,268275,0,0,0
5,6,6,1401,10,23,-33,0,4,107,20,1,1,1,1,1,0,0,0,0,65536,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65536,65536,0,0,0,0,18556,92780,92780,-92780,,32768,15000,0,0,0
5,6,6,1401,10,23,-33,0,5,204,20,1,1,1,1,1,0,1,1,0,2048,2048,-62849,0,0,0,0,15,15,0,0,7,0,12000,0,200000,200000,12500,200000,12657,2048,200000,200000,0,0,18556,92780,292780,-280780,,65536,0,0,0,0
5,6,6,1401,10,23,-33,0,6,239,12,8,16,16,16,16,0,0,0,0,32768,65536,14856,0,0,0,0,98700,32780,0,65920,14300,0,392605,0,0,0,2272040,0,53805,65536,0,0,0,0,13297,1063760,1063760,-671155,,0,0,0,0,0
5,6,6,1401,10,23,-33,0,7,252,9,3,3,3,3,3,0,0,0,0,0,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020165,0,65536,65536,0,0,0,0,12388,185820,185820,-185820,,0,0,0,0,0
6,7,7,1401,10,23,-33,0,0,65,9,1,1,1,1,1,0,0,0,0,2048,2048,-63209,0,0,0,0,613,613,0,0,30,0,2199,0,0,0,2224,0,801,2048,0,0,0,0,12388,61940,61940,-59741,,65536,0,0,0,0
6,7,7,1401,10,23,-33,0,1,70,9,24,48,48,24,48,0,0,0,0,33271,33271,-32489,0,0,0,0,426447,212207,0,214240,0,0,990578,0,0,0,1990655,0,14036,33271,0,0,0,0,12388,2973120,2973120,-1982542,,65536,0,0,0,0
6,7,7,1401,10,23,-33,0,2,80,2,1,1,1,1,1,0,0,0,0,65536,65536,-51400,0,0,0,600,550,550,0,0,0,0,16378,2824,0,0,16400,2824,-52493,65536,0,0,0,0,14622,73110,75934,-59556,,0,3000,0,0,0
6,7,7,1401,10,23,-33,0,3,91,2,1,1,1,1,1,0,0,0,0,65536,65536,22122,0,0,0,500,1100,1035,0,65,0,0,92482,1844,0,0,98365,1844,10286,65536,0,0,0,0,14622,73110,74954,17528,,0,2000,0,0,0
6,7,7,1401,10,23,-33,0,4,107,20,1,1,1,1,1,0,0,0,0,65536,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65536,65536,0,0,0,0,18556,92780,92780,-92780,,65536,0,0,0,0
6,7,7,1401,10,23,-33,0,5,204,20,1,1,1,1,1,0,1,0,0,2048,2048,-62849,0,0,0,0,15,15,0,0,7,0,12000,0,200000,200000,12500,200000,12657,2048,200000,200000,0,0,18556,92780,292780,-280780,,65536,0,0,0,0
6,7,7,1401,10,23,-33,0,6,239,12,8,16,16,16,16,0,0,0,0,32768,65536,14856,0,0,0,0,98700,32780,0,65920,14300,0,392605,0,0,0,2272040,0,53805,65536,0,0,0,0,13297,1063760,1063760,-671155,,32768,22500,0,0,0
6,7,7,1401,10,23,-33,0,7,252,9,3,3,3,3,3,0,0,0,0,0,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020165,0,65536,65536,0,0,0,0,12388,185820,185820,-185820,,65536,0,0,0,0
7,8,8,1401,10,23,-33,0,0,65,9,1,1,1,1,1,0,0,0,0,2048,2048,-63209,0,0,0,0,613,613,0,0,30,0,2199,0,0,0,2224,0,801,2048,0,0,0,0,12388,61940,61940,-59741,,0,2000,0,0,0
7,8,8,1401,10,23,-33,0,1,70,9,24,48,48,24,48,0,0,0,0,33271,33271,-32489,0,0,0,0,426447,212207,0,214240,0,0,990578,0,0,0,1990655,0,14036,33271,0,0,0,0,12388,2973120,2973120,-1982542,,65536,0,0,0,0
7,8,8,1401,10,23,-33,0,2,80,2,1,1,1,1,1,0,0,0,0,65536,65536,-51400,0,0,0,600,550,550,0,0,0,0,16378,2824,0,0,16400,2824,-52493,65536,0,0,0,0,14622,73110,75934,-59556,,65536,0,0,0,0
7,8,8,1401,10,23,-33,0,3,91,2,1,1,1,1,1,0,0,0,0,65536,65536,22122,0,0,0,500,1100,1035,0,65,0,0,92482,1844,0,0,98365,1844,10286,65536,0,0,0,0,14622,73110,74954,17528,,32768,22500,0,0,0
7,8,8,1401,10,23,-33,0,4,107,20,1,1,1,1,1,0,0,0,0,65536,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65536,65536,0,0,0,0,18556,92780,92780,-92780,,65536,0,0,0,0
7,8,8,1401,10,23,-33,0,5,204,20,1,1,1,1,1,0,1,0,0,2048,2048,-62849,0,0,0,0,15,15,0,0,7,0,12000,0,200000,200000,12500,200000,12657,2048,200000,200000,0,0,18556,92780,292780,-280780,,2048,0,0,0,0
7,8,8,1401,10,23,-33,0,6,239,12,8,16,16,16,16,0,0,0,0,32768,65536,14856,0,0,0,0,98700,32780,0,65920,14300,0,392605,0,0,0,2272040,0,53805,65536,0,0,0,0,13297,1063760,1063760,-671155,,65536,0,0,0,0
7,8,8,1401,10,23,-33,0,7,252,9,3,3,3,3,3,0,0,0,0,0,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020165,0,65536,65536,0,0,0,0,12388,185820,185820,-185820,,0,3547,0,0,0
8,9,9,1401,10,23,-33,0,0,65,9,1,1,1,1,1,0,0,0,0,2048,2048,-63209,0,0,0,0,613,613,0,0,30,0,2199,0,0,0,2224,0,801,2048,0,0,0,0,12388,61940,61940,-59741,,65536,0,0,0,0
8,9,9,1401,10,23,-33,0,1,70,9,24,48,48,24,48,0,0,0,0,33271,33271,-32489,0,0,0,0,426447,212207,0,214240,0,0,990578,0,0,0,1990655,0,14036,33271,0,0,0,0,12388,2973120,2973120,-1982542,,0,3547,0,0,0
8,9,9,1401,10,23,-33,0,2,80,2,1,1,1,1,1,0,0,0,0,65536,65536,-51400,0,0,0,600,550,550,0,0,0,0,16378,2824,0,0,16400,2824,-52493,65536,0,0,0,0,14622,73110,75934,-59556,,65536,1844,0,0,0
8,9,9,1401,10,23,-33,0,3,91,2,1,1,1,1,1,0,0,0,0,65536,65536,22122,0,0,0,500,1100,1035,0,65,0,0,92482,1844,0,0,98365,1844,10286,65536,0,0,0,0,14622,73110,74954,17528,,65536,0,0,0,0
8,9,9,1401,10,23,-33,0,4,107,20,1,1,1,1,1,0,0,0,0,65536,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65536,65536,0,0,0,0,18556,92780,92780,-92780,,0,0,0,0,0
8,9,9,1401,10,23,-33,0,5,204,20,1,1,1,1,1,0,1,0,0,2048,2048,-62849,0,0,0,0,15,15,0,0,7,0,12000,0,200000,200000,12500,200000,12657,2048,200000,200000,0,0,18556,92780,292780,-280780,,32768,17737,0,0,0
8,9,9,1401,10,23,-33,0,6,239,12,8,16,16,16,16,0,0,0,0,32768,65536,14856,0,0,0,0,98700,32780,0,65920,14300,0,392605,0,0,0,2272040,0,53805,65536,0,0,0,0,13297,1063760,1063760,-671155,,0,0,0,0,0
8,9,9,1401,10,23,-33,0,7,252,9,3,3,3,3,3,0,0,0,0,0,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020165,0,65536,65536,0,0,0,0,12388,185820,185820,-185820,,0,88687,0,0,0
9,10,10,1401,10,23,-33,0,0,65,9,1,1,1,1,1,0,0,0,0,2048,2048,-63209,0,0,0,0,613,613,0,0,30,0,2199,0,0,0,2224,0,801,2048,0,0,0,0,12388,61940,61940,-59741,,0,0,0,0,0
9,10,10,1401,10,23,-33,0,1,70,9,24,48,48,24,48,0,0,0,0,33271,33271,-32489,0,0,0,0,426447,212207,0,214240,0,0,990578,0,0,0,1990655,0,14036,33271,0,0,0,0,12388,2973120,2973120,-1982542,,32768,17737,0,0,0
9,10,10,1401,10,23,-33,0,2,80,2,1,1,1,1,1,0,0,0,0,65536,65536,-51400,0,0,0,600,550,550,0,0,0,0,16378,2824,0,0,16400,2824,-52493,65536,0,0,0,0,14622,73110,75934,-59556,,0,0,0,0,0
9,10,10,1401,10,23,-33,0,3,91,2,1,1,1,1,1,0,0,0,0,65536,65536,22122,0,0,0,500,1100,1035,0,65,0,0,92482,1844,0,0,98365,1844,10286,65536,0,0,0,0,14622,73110,74954,17528,,0,88687,0,0,0
