epoch_row_id,epoch_id,day_index,cell_idx,q,r,s,cohort_index,handle,signature_id,profession_id,ethnicity_id,population,funds,epoch_income,epoch_expense,income_ema,satisfaction_q16,worst_need_id,is_merchant,owner_employed,employee_employed,unemployed
1,21,105,643,-5,16,-11,0,4294984960,2,2,0,1,303153,245,10425,-1952,30716,13,0,1,0,0
1,21,105,643,-5,16,-11,1,4294984961,9,9,0,18,6879535,1280,148469,-28624,24738,13,0,2,0,16
1,21,105,643,-5,16,-11,2,4294984962,12,12,0,23,12504913,10441,11197,243,33146,13,0,3,0,20
1,21,105,643,-5,16,-11,3,4294984963,20,20,0,8,22804368,413508,140297,53753,50599,13,1,2,0,6
2,22,110,643,-5,16,-11,0,4294984960,2,2,0,1,293431,226,9948,-1947,28393,13,0,1,0,0
2,22,110,643,-5,16,-11,1,4294984961,9,9,0,18,6738648,1272,142159,-28344,22925,13,0,2,0,16
2,22,110,643,-5,16,-11,2,4294984962,12,12,0,23,12506357,12463,11019,271,33138,13,0,3,0,20
2,22,110,643,-5,16,-11,3,4294984963,20,20,0,8,23067430,400995,137933,53039,47137,13,1,2,0,6
3,23,115,643,-5,16,-11,0,4294984960,2,2,0,1,290982,209,2658,-1035,6489,13,0,1,0,0
3,23,115,643,-5,16,-11,1,4294984961,9,9,0,18,6703328,1264,36584,-15044,5273,13,0,2,0,16
3,23,115,643,-5,16,-11,2,4294984962,12,12,0,23,12511155,12396,7598,700,32768,13,0,3,0,20
3,23,115,643,-5,16,-11,3,4294984963,20,20,0,7,23213939,187965,41456,38202,10900,13,1,2,0,5
4,24,120,643,-5,16,-11,0,4294984960,2,2,0,1,284023,194,7153,-1257,15445,13,0,1,0,0
4,24,120,643,-5,16,-11,1,4294984961,9,9,0,17,6602447,1257,102138,-18251,12521,13,0,2,0,15
4,24,120,643,-5,16,-11,2,4294984962,12,12,0,23,13269703,771508,12960,95080,33075,13,0,23,0,0
4,24,120,643,-5,16,-11,3,4294984963,20,20,0,7,23122355,311084,402668,2878,25912,13,1,2,0,5
5,25,125,643,-5,16,-11,0,4294984960,2,2,0,1,276575,182,7630,-1401,17608,13,0,1,0,0
