epoch_row_id,epoch_id,day_index,cell_idx,q,r,s,resource_id,reserve
1,1,5,441,-4,11,-7,timber,28413.104
1,1,5,441,-4,11,-7,stone,1.4689579e+08
1,1,5,441,-4,11,-7,fertile_soil,351889.66
1,1,5,441,-4,11,-7,coal,2.443955e+08
1,1,5,441,-4,11,-7,oil,5.446014e+06
1,1,5,441,-4,11,-7,natural_gas,0
1,1,5,441,-4,11,-7,copper_ore,1.4426739e+07
1,1,5,441,-4,11,-7,iron_ore,6.150404e+07
1,1,5,441,-4,11,-7,gold_ore,0
1,1,5,441,-4,11,-7,silver_ore,313681.16
1,1,5,441,-4,11,-7,salt,0
1,1,5,441,-4,11,-7,saltpeter,0
1,1,5,441,-4,11,-7,rare_earth,0
1,1,5,441,-4,11,-7,clay,1.2849207e+07
1,1,5,441,-4,11,-7,wild_game,10829.546
1,1,5,441,-4,11,-7,marine_fish,0
1,1,5,441,-4,11,-7,arable_land,125000
1,1,5,441,-4,11,-7,paddy_land,0
1,1,5,441,-4,11,-7,plantation_land,0
1,1,5,441,-4,11,-7,pasture,125000
1,1,5,441,-4,11,-7,bauxite,0
1,1,5,441,-4,11,-7,limestone,0
1,1,5,441,-4,11,-7,silica_sand,0
1,1,5,441,-4,11,-7,phosphate_rock,0
1,1,5,441,-4,11,-7,tin_ore,0
1,1,5,441,-4,11,-7,lead_ore,0
1,1,5,441,-4,11,-7,zinc_ore,0
1,1,5,441,-4,11,-7,manganese_ore,0
1,1,5,441,-4,11,-7,sulfur,0
1,1,5,441,-4,11,-7,flint,1.994818e+07
2,2,10,441,-4,11,-7,timber,26927.637
2,2,10,441,-4,11,-7,stone,1.4689579e+08
2,2,10,441,-4,11,-7,fertile_soil,353424.7
2,2,10,441,-4,11,-7,coal,2.443955e+08
2,2,10,441,-4,11,-7,oil,5.445989e+06
2,2,10,441,-4,11,-7,natural_gas,0
2,2,10,441,-4,11,-7,copper_ore,1.4426739e+07
2,2,10,441,-4,11,-7,iron_ore,6.150404e+07
2,2,10,441,-4,11,-7,gold_ore,0
2,2,10,441,-4,11,-7,silver_ore,313681.16
2,2,10,441,-4,11,-7,salt,246.07019
2,2,10,441,-4,11,-7,saltpeter,0
2,2,10,441,-4,11,-7,rare_earth,0
2,2,10,441,-4,11,-7,clay,1.2823852e+07
2,2,10,441,-4,11,-7,wild_game,10932.077
2,2,10,441,-4,11,-7,marine_fish,0
2,2,10,441,-4,11,-7,arable_land,125000
2,2,10,441,-4,11,-7,paddy_land,0
2,2,10,441,-4,11,-7,plantation_land,0
2,2,10,441,-4,11,-7,pasture,125000
2,2,10,441,-4,11,-7,bauxite,0
2,2,10,441,-4,11,-7,limestone,0
2,2,10,441,-4,11,-7,silica_sand,0
2,2,10,441,-4,11,-7,phosphate_rock,0
2,2,10,441,-4,11,-7,tin_ore,0
2,2,10,441,-4,11,-7,lead_ore,0
2,2,10,441,-4,11,-7,zinc_ore,0
2,2,10,441,-4,11,-7,manganese_ore,0
2,2,10,441,-4,11,-7,sulfur,0
2,2,10,441,-4,11,-7,flint,1.9948156e+07
3,3,15,441,-4,11,-7,timber,25535.38
3,3,15,441,-4,11,-7,stone,1.4689579e+08
3,3,15,441,-4,11,-7,fertile_soil,355007.34
3,3,15,441,-4,11,-7,coal,2.443955e+08
3,3,15,441,-4,11,-7,oil,5.445964e+06
3,3,15,441,-4,11,-7,natural_gas,0
3,3,15,441,-4,11,-7,copper_ore,1.4426739e+07
3,3,15,441,-4,11,-7,iron_ore,6.150404e+07
3,3,15,441,-4,11,-7,gold_ore,0
3,3,15,441,-4,11,-7,silver_ore,313681.16
3,3,15,441,-4,11,-7,salt,371.6432
3,3,15,441,-4,11,-7,saltpeter,0
3,3,15,441,-4,11,-7,rare_earth,0
3,3,15,441,-4,11,-7,clay,1.2801063e+07
3,3,15,441,-4,11,-7,wild_game,11080.137
3,3,15,441,-4,11,-7,marine_fish,0
3,3,15,441,-4,11,-7,arable_land,125000
3,3,15,441,-4,11,-7,paddy_land,0
3,3,15,441,-4,11,-7,plantation_land,0
3,3,15,441,-4,11,-7,pasture,125000
3,3,15,441,-4,11,-7,bauxite,0
3,3,15,441,-4,11,-7,limestone,0
3,3,15,441,-4,11,-7,silica_sand,0
3,3,15,441,-4,11,-7,phosphate_rock,0
3,3,15,441,-4,11,-7,tin_ore,0
3,3,15,441,-4,11,-7,lead_ore,0
3,3,15,441,-4,11,-7,zinc_ore,0
3,3,15,441,-4,11,-7,manganese_ore,0
3,3,15,441,-4,11,-7,sulfur,0
3,3,15,441,-4,11,-7,flint,1.9948154e+07
4,4,20,441,-4,11,-7,timber,24228.973
4,4,20,441,-4,11,-7,stone,1.4689578e+08
4,4,20,441,-4,11,-7,fertile_soil,356489.8
