epoch_row_id,epoch_id,day_index,epoch_active,stage,progress_q16,sample_day,commit_day,cohort_count,market_count,good_count,building_type_count,building_group_count,pending_construction_count,filled_owner_jobs,filled_employee_jobs,unemployed_population,production_output_stock,production_output_discarded,production_output_retained,production_output_supported,producer_support_money_issued,building_wages_paid,building_wages_unpaid,building_resource_generated,building_resource_consumed,building_resource_net_delta,loss_suspended_building_groups,merchant_procurement_budget,merchant_procurement_reserved,merchant_procurement_spent,owner_working_capital_reserved,production_input_reserved,production_input_reserve_shortfall,trade_runtime_mode,trade_topology_ready,population_error,money_error,goods_error
1,2,10,false,trade_planning,65535,6,10,2834,1120,120,259,3915,0,44206,1645,20482,351536571,0,34743531,274306234,399318108,103027428,0,0,8348687,-8348687,0,11094486246,3698162324,562215682,185465340,18934200,8879575,ACTIVE,true,0,0,0
2,3,15,false,trade_planning,65535,11,15,2834,1120,120,259,3915,0,37794,639,27790,508687771,0,51029392,424758781,1010704311,37744907,0,37143,48049998,-48012855,0,11375204194,3791734934,1073822780,209335481,18690344,7945922,ACTIVE,true,0,0,0
3,4,20,false,trade_planning,65535,16,20,2834,1120,120,259,3915,0,20151,639,45366,266323207,0,22826051,237894499,364610491,36828367,0,1159430,12313482,-11154052,0,11343747451,3781249377,304695724,168587799,14111193,3332544,ACTIVE,true,0,0,0
4,5,25,false,trade_planning,65535,21,25,2814,1120,120,259,3915,0,15702,510,49769,222880213,0,17992141,202454316,287336936,29681047,0,5285929,9607604,-4321675,104,11855933065,3951977916,333670377,133068429,10864506,2523690,ACTIVE,true,0,0,0
5,6,30,false,trade_planning,65535,26,30,2747,1120,120,259,3915,0,15074,266,50551,255473462,0,17019409,227312121,300188814,17887572,0,8035593,8048205,-12612,230,12342104908,4114035204,308712728,107750960,8399140,1613012,ACTIVE,true,0,0,0
6,7,35,false,trade_planning,65535,31,35,2808,1120,120,259,3915,0,14031,344,51365,265611250,0,15793009,245491895,292688452,31489745,0,7971707,7248389,723318,191,12876655177,4292218623,277429388,83284190,6564199,692226,ACTIVE,true,0,0,0
7,8,40,false,trade_planning,65535,36,40,2815,1120,120,259,3915,0,12758,321,52551,247742912,0,14447375,242931716,259460439,25752396,0,5756078,6986236,-1230158,235,13414720926,4471573851,241884932,68331580,5301888,331500,ACTIVE,true,0,0,0
8,9,45,false,trade_planning,65535,41,45,2815,1120,120,259,3915,0,11642,290,53592,227251593,0,13237320,220928285,213986125,21847327,0,3373959,6535949,-3161990,366,13940059473,4646686716,283445176,52464255,4430199,331500,ACTIVE,true,0,0,0
9,10,50,false,trade_planning,65535,46,50,2815,1120,120,259,3915,0,12098,290,53048,234001477,0,14596161,221622912,197196100,21207592,0,1586788,7491759,-5904971,315,14412365919,4804122215,366033865,49789488,4185573,331500,ACTIVE,true,0,0,0
10,11,55,false,trade_planning,65535,51,55,2754,1120,120,259,3915,0,16494,229,48622,285810389,0,19533201,264525515,208419221,16054982,0,21783,10140794,-10119011,245,14843591169,4947863953,474712333,110806634,6874644,3645892,ACTIVE,true,0,0,0
