epoch_row_id,epoch_id,day_index,epoch_active,stage,progress_q16,sample_day,commit_day,cohort_count,market_count,good_count,building_type_count,building_group_count,pending_construction_count,filled_owner_jobs,filled_employee_jobs,unemployed_population,production_output_stock,production_output_discarded,production_output_retained,production_output_supported,producer_support_money_issued,building_wages_paid,building_wages_unpaid,building_resource_generated,building_resource_consumed,building_resource_net_delta,loss_suspended_building_groups,merchant_procurement_budget,merchant_procurement_reserved,merchant_procurement_spent,owner_working_capital_reserved,production_input_reserved,production_input_reserve_shortfall,trade_runtime_mode,trade_topology_ready,population_error,money_error,goods_error
1,71,355,false,trade_planning,65535,351,355,3537,1120,120,259,5609,0,20694,0,65710,421397940,571,24913149,353630888,125774994,0,0,4966694,11621027,-6654333,841,33002386617,11000795891,896387924,66620643,6821820,565177,ACTIVE,true,0,0,0
2,72,360,false,trade_planning,65535,356,360,3537,1120,120,259,5609,0,23201,0,63157,468241805,583,29919423,393408194,168266244,0,0,5934099,19995559,-14061460,833,33123878954,11041293330,949680232,74465143,6979422,597869,ACTIVE,true,0,0,0
3,73,365,false,trade_planning,65535,361,365,3537,1120,120,259,5609,0,20409,0,65941,416713064,578,24371475,351460505,128343008,0,0,4566655,10906452,-6339797,855,33232280111,11077427051,860487529,60552685,6394001,516906,ACTIVE,true,0,0,0
4,74,370,false,trade_planning,65535,366,370,3537,1120,120,259,5609,0,20573,0,65749,414005622,578,24415638,347778939,120607693,0,0,5534724,10665863,-5131139,855,33372424376,11124141803,875230931,60500468,6622035,898809,ACTIVE,true,0,0,0
5,75,375,false,trade_planning,65535,371,375,3537,1120,120,259,5609,0,21427,0,64817,418722792,577,25444011,349726859,125471793,0,0,7196924,11335699,-4138775,845,33502882644,11167627875,873002679,71961829,7581937,1647969,ACTIVE,true,0,0,0
6,76,380,false,trade_planning,65535,376,380,3537,1120,120,259,5609,0,23683,0,62542,457714130,578,30113511,378258540,150577230,0,0,3642281,19005155,-15362874,847,33636985024,11212328669,952250891,67548330,7733619,935172,ACTIVE,true,0,0,0
7,77,385,false,trade_planning,65535,381,385,3537,1120,120,259,5609,0,22365,0,63817,428562892,579,26856959,355377889,125467847,0,0,8233231,12814966,-4581735,844,33711573655,11237191562,889328600,69980718,8140463,1043618,ACTIVE,true,0,0,0
8,78,390,false,trade_planning,65535,386,390,3537,1120,120,259,5609,0,23118,0,63023,445396264,577,29077304,371437255,153525130,0,0,8094539,18252197,-10157658,857,33809695818,11269898950,909626084,62215380,7966039,902651,ACTIVE,true,0,0,0
9,79,395,false,trade_planning,65535,391,395,3537,1120,120,259,5609,0,20916,0,65201,409588322,579,24889091,344785571,121896665,0,0,7407254,11623247,-4215993,856,33902862466,11300954484,844169210,62197281,7315238,571228,ACTIVE,true,0,0,0
10,80,400,false,trade_planning,65535,396,400,3537,1120,120,259,5609,0,20612,0,65425,411087605,583,24340844,336612440,116169302,0,0,6539921,10850805,-4310884,853,34028387495,11342796165,864999723,67823102,6851499,503505,ACTIVE,true,0,0,0
11,81,405,false,trade_planning,65535,401,405,3537,1120,120,259,5609,0,20923,0,65098,413440480,585,24615003,343210292,119293942,0,0,6824419,11244480,-4420061,837,34136833107,11378944713,872208434,77695157,6786066,659320,ACTIVE,true,0,0,0
12,82,410,false,trade_planning,65535,406,410,3537,1120,120,259,5609,0,22703,0,63284,446284432,585,28705269,376213466,156002195,0,0,4956060,19067215,-14111155,841,34232987655,11410996215,928826460,73997026,7081435,652296,ACTIVE,true,0,0,0
13,83,415,false,trade_planning,65535,411,415,3537,1120,120,259,5609,0,20164,0,65747,397695696,573,23723221,340211101,117226803,0,0,4254022,10708727,-6454705,849,34299122301,11433041108,840981182,69150467,6757400,495386,ACTIVE,true,0,0,0
14,84,420,false,trade_planning,65535,416,420,3537,1120,120,259,5609,0,21952,0,63887,428915659,584,27501779,368387010,149865911,0,0,4983871,17612691,-12628820,849,34393664327,11464555104,870488595,67426761,6353991,535601,ACTIVE,true,0,0,0
15,85,425,false,trade_planning,65535,421,425,3537,1120,120,259,5609,0,20322,0,65461,395098087,542,24109539,342063458,121690068,0,0,4430102,11473006,-7042904,852,34486721903,11495574305,810086174,68875426,6312759,668054,ACTIVE,true,0,0,0
16,86,430,false,trade_planning,65535,426,430,3537,1120,120,259,5609,0,19772,0,65871,385206152,560,23405653,333811420,112097452,0,0,2687396,10696009,-8008613,860,34607959470,11535986821,815792582,57405159,6718728,523072,ACTIVE,true,0,0,0
17,87,435,false,trade_planning,65535,431,435,3529,1120,120,259,5609,0,20498,0,65001,398190411,542,24383022,345363561,119869384,0,0,5408408,11811478,-6403070,844,34704386428,11568129132,833743606,77247031,6904331,683670,ACTIVE,true,0,0,0
18,88,440,false,trade_planning,65535,436,440,3529,1120,120,259,5609,0,21636,0,63677,417577069,462,26951641,360253531,143232820,0,0,4740834,16906644,-12165810,841,34796191985,11598730992,881982622,79513484,6482227,622009,ACTIVE,true,0,0,0
19,89,445,false,trade_planning,65535,441,445,3529,1120,120,259,5609,0,19884,0,65306,382403791,449,23170486,331990233,113731970,0,0,4809119,10174260,-5365141,840,34858326739,11619442578,812518107,76377998,6393528,632870,ACTIVE,true,0,0,0
20,90,450,false,trade_planning,65535,446,450,3529,1120,120,259,5609,0,21201,0,63855,408886238,447,26231219,353563615,138263562,0,0,3882784,16082231,-12199447,848,34948375089,11649458710,849555767,70693649,6250731,465284,ACTIVE,true,0,0,0
21,91,455,false,trade_planning,65535,451,455,3529,1120,120,259,5609,0,19569,0,65388,379956534,446,23023716,328962217,112965078,0,0,3735073,10733437,-6998364,856,35017301382,11672434112,795403522,61075093,6020950,466510,ACTIVE,true,0,0,0
22,92,460,false,trade_planning,65535,456,460,3529,1120,120,259,5609,0,19961,0,64848,384338369,432,24034362,328482144,110608262,0,0,4115427,12485717,-8370290,855,35108520825,11702840605,822324252,68118698,6186238,532418,ACTIVE,true,0,0,0
23,93,465,false,trade_planning,65535,461,465,3528,1120,120,259,5609,0,19922,0,64768,380636869,431,23804814,325316735,110070331,0,0,3917927,11712343,-7794416,855,35187358119,11729119707,815333675,64927414,6315524,628351,ACTIVE,true,0,0,0
24,94,470,false,trade_planning,65535,466,470,3528,1120,120,259,5609,0,21346,0,63139,405483033,419,26777225,344915838,135497283,0,0,4164812,16971740,-12806928,846,35248868279,11749623107,874837969,77226420,6417454,633869,ACTIVE,true,0,0,0
25,95,475,false,trade_planning,65535,471,475,3528,1120,120,259,5609,0,19487,0,64769,366347109,420,22720395,315639204,105611165,0,0,5409756,9984133,-4574377,837,35276972339,11758991120,804114390,84940146,6480916,719791,ACTIVE,true,0,0,0
26,96,480,false,trade_planning,65535,476,480,3522,1120,120,259,5609,0,20639,0,63392,391198824,385,25259559,336677455,132632471,0,0,4618622,15067119,-10448497,845,35344877323,11781626111,831219351,75072572,6486426,674328,ACTIVE,true,0,0,0
