epoch_row_id,epoch_id,day_index,cell_idx,q,r,s,good_id,stock,price,demand_ema,business_demand_ema,offered_supply_ema,realized_withdrawal_ema,production_input_reserve,household_available_stock,merchant_inventory_target,merchant_procurement_shortfall,cost_anchor_price,shortage_q16,price_pressure_total_q16,category_id,storage_mode,trade_enabled,trade_import_ema,trade_export_ema,trade_inbound,trade_outbound,desired_business_demand,funded_business_demand,unfunded_business_demand,trade_export_safety_stock,trade_import_fill_target,trade_relief_pressure_q16,trade_signal_age_days,trade_first_dispatch_delay_days,trade_last_attempt_day,trade_last_rejection_reason,trade_deadline_exceeded,merchant_cash,merchant_inventory_retail_value,merchant_inventory_liquidation_value,merchant_economic_assets,merchant_procurement_margin_value,merchant_trade_purchase_cash,merchant_trade_sale_cash,merchant_operating_outflow,merchant_liquidity_coverage_q16,merchant_effective_buy_factor_q16
1,1,1,1122,33,18,-51,advanced_chips,0,110000,0,0,0,0,0,0,0,0,0,0,0,processor_component,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,2053485790,66921822,63575521,2117061311,0,0,0,0,65536,65536
1,1,1,1122,33,18,-51,agricultural_machinery,0,52000,0,0,0,0,0,0,0,0,0,0,0,agricultural_machinery,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,2053485790,66921822,63575521,2117061311,0,0,0,0,65536,65536
1,1,1,1122,33,18,-51,aluminum,0,36000,0,0,0,0,0,0,0,0,0,0,0,structural_metal,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,2053485790,66921822,63575521,2117061311,0,0,0,0,65536,65536
1,1,1,1122,33,18,-51,automobiles,0,52000,0,0,0,0,0,0,0,0,0,0,0,automobiles,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,2053485790,66921822,63575521,2117061311,0,0,0,0,65536,65536
1,1,1,1122,33,18,-51,autonomous_systems,0,220000,0,0,0,0,0,0,0,0,0,0,0,autonomous_systems,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,2053485790,66921822,63575521,2117061311,0,0,0,0,65536,65536
1,1,1,1122,33,18,-51,batteries,0,52000,0,0,0,0,0,0,0,0,0,0,0,batteries,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,2053485790,66921822,63575521,2117061311,0,0,0,0,65536,65536
1,1,1,1122,33,18,-51,bauxite,0,10000,0,0,0,0,0,0,0,0,0,0,0,bauxite,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,2053485790,66921822,63575521,2117061311,0,0,0,0,65536,65536
1,1,1,1122,33,18,-51,beverages,0,16000,0,0,0,0,0,0,0,0,0,0,0,beverages,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,2053485790,66921822,63575521,2117061311,0,0,0,0,65536,65536
1,1,1,1122,33,18,-51,bread,0,16000,0,0,0,0,0,0,0,0,0,0,0,bread,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,2053485790,66921822,63575521,2117061311,0,0,0,0,65536,65536
1,1,1,1122,33,18,-51,bricks,0,22000,0,0,0,0,0,0,0,0,0,0,0,bricks,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,2053485790,66921822,63575521,2117061311,0,0,0,0,65536,65536
1,1,1,1122,33,18,-51,bronze_tools,817,26000,0,0,0,0,0,817,0,0,0,0,-26771,tools,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,2053485790,66921822,63575521,2117061311,0,0,0,0,65536,65536
1,1,1,1122,33,18,-51,canned_fish,0,16000,0,0,0,0,0,0,0,0,0,0,0,canned_fish,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,2053485790,66921822,63575521,2117061311,0,0,0,0,65536,65536
1,1,1,1122,33,18,-51,cement,0,22000,0,0,0,0,0,0,0,0,0,0,0,cement,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,2053485790,66921822,63575521,2117061311,0,0,0,0,65536,65536
1,1,1,1122,33,18,-51,chipped_stone_tools,2170,75000,0,0,0,0,0,2170,0,0,0,0,-32768,tools,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,2053485790,66921822,63575521,2117061311,0,0,0,0,65536,65536
1,1,1,1122,33,18,-51,clay,0,10000,0,0,0,0,0,0,0,0,0,0,0,clay,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,2053485790,66921822,63575521,2117061311,0,0,0,0,65536,65536
1,1,1,1122,33,18,-51,cloth,2634,24000,0,0,0,0,0,2634,0,0,0,0,-32768,rag_paper_fiber,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,2053485790,66921822,63575521,2117061311,0,0,0,0,65536,65536
1,1,1,1122,33,18,-51,clothing,0,24000,0,0,0,0,0,0,0,0,0,0,0,clothing,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,2053485790,66921822,63575521,2117061311,0,0,0,0,65536,65536
1,1,1,1122,33,18,-51,coal,0,10000,0,0,0,0,0,0,0,0,0,0,0,coal,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,2053485790,66921822,63575521,2117061311,0,0,0,0,65536,65536
1,1,1,1122,33,18,-51,coke,0,13000,0,0,0,0,0,0,0,0,0,0,0,coke,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,2053485790,66921822,63575521,2117061311,0,0,0,0,65536,65536
1,1,1,1122,33,18,-51,computers,0,52000,0,0,0,0,0,0,0,0,0,0,0,computers,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,2053485790,66921822,63575521,2117061311,0,0,0,0,65536,65536
1,1,1,1122,33,18,-51,concrete,0,22000,0,0,0,0,0,0,0,0,0,0,0,concrete,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,2053485790,66921822,63575521,2117061311,0,0,0,0,65536,65536
1,1,1,1122,33,18,-51,construction_components,0,22000,0,0,0,0,0,0,0,0,0,0,0,construction_components,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,2053485790,66921822,63575521,2117061311,0,0,0,0,65536,65536
1,1,1,1122,33,18,-51,copper,0,36000,0,0,0,0,0,0,0,0,0,0,0,copper,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,2053485790,66921822,63575521,2117061311,0,0,0,0,65536,65536
1,1,1,1122,33,18,-51,copper_ore,0,10000,0,0,0,0,0,0,0,0,0,0,0,copper_ore,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,2053485790,66921822,63575521,2117061311,0,0,0,0,65536,65536
1,1,1,1122,33,18,-51,corn_grain,0,10000,0,0,0,0,0,0,0,0,0,0,0,starchy_staple,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,2053485790,66921822,63575521,2117061311,0,0,0,0,65536,65536
1,1,1,1122,33,18,-51,cotton_fiber,0,10000,0,0,0,0,0,0,0,0,0,0,0,spinnable_fiber,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,2053485790,66921822,63575521,2117061311,0,0,0,0,65536,65536
