epoch_row_id,epoch_id,day_index,cell_idx,q,r,s,cohort_index,handle,signature_id,profession_id,ethnicity_id,population,funds,epoch_income,epoch_expense,income_ema,satisfaction_q16,worst_need_id,is_merchant,owner_employed,employee_employed,unemployed
1,1,5,831,21,20,-41,0,8589963264,9,9,0,63,24102410,1714238,450009,158028,65535,11,0,63,0,0
1,1,5,831,21,20,-41,1,8589963265,2,2,0,25,9539734,896072,419107,59620,65535,11,0,25,0,0
1,1,5,831,21,20,-41,2,8589963266,22,22,0,24,10348611,2055002,406651,206043,65535,11,0,0,24,0
1,1,5,831,21,20,-41,3,4294995971,20,20,0,25,34164191,6941468,3974371,370886,65535,11,1,12,0,13
1,1,5,831,21,20,-41,4,8589963268,12,12,0,24,8337029,0,363231,-45403,65535,11,0,24,0,0
2,2,10,831,21,20,-41,0,8589963264,9,9,0,52,20513091,1325501,505792,159765,65535,11,0,52,0,0
2,2,10,831,21,20,-41,1,8589963265,2,2,0,14,5502058,418048,258242,32495,65535,11,0,14,0,0
2,2,10,831,21,20,-41,2,8589963266,22,22,0,7,3278456,544922,147447,69340,65535,11,0,0,7,0
2,2,10,831,21,20,-41,3,4294995971,20,20,0,26,36076117,2873410,1323994,334537,65535,11,1,13,0,13
2,2,10,831,21,20,-41,4,8589963268,12,12,0,24,7968297,0,368732,-63117,65535,11,0,24,0,0
2,2,10,831,21,20,-41,5,8589963269,31,31,0,38,14753675,1931712,953450,189907,65535,-1,0,0,0,38
3,3,15,831,21,20,-41,0,8589963264,9,9,0,44,17237726,860509,980014,35756,65535,10,0,44,0,0
3,3,15,831,21,20,-41,1,8589963265,2,2,0,8,3201460,294629,237203,14141,65535,10,0,8,0,0
3,3,15,831,21,20,-41,2,8589963266,22,22,0,3,1442619,206549,88891,23964,65535,10,0,0,3,0
3,3,15,831,21,20,-41,3,4294995971,20,20,0,26,36404670,3490570,3162017,166519,65535,10,1,13,0,13
3,3,15,831,21,20,-41,4,8589963268,12,12,0,24,10610579,3153162,510880,306617,65535,10,0,24,0,0
