epoch_row_id,epoch_id,day_index,epoch_active,stage,progress_q16,sample_day,commit_day,cohort_count,market_count,good_count,building_type_count,building_group_count,pending_construction_count,filled_owner_jobs,filled_employee_jobs,unemployed_population,production_output_stock,production_output_discarded,production_output_retained,production_output_supported,producer_support_money_issued,building_wages_paid,building_wages_unpaid,building_resource_generated,building_resource_consumed,building_resource_net_delta,loss_suspended_building_groups,merchant_procurement_budget,merchant_procurement_reserved,merchant_procurement_spent,owner_working_capital_reserved,production_input_reserved,production_input_reserve_shortfall,trade_runtime_mode,trade_topology_ready,population_error,money_error,goods_error
1,1,5,false,trade_planning,65535,1,5,3345,1120,120,260,6025,0,80936,9866,656,727215416,0,51113540,560303466,724797571,736879193,0,0,27566823,-27566823,0,6519152168,2173051070,860534592,193923438,24424500,18939500,ACTIVE,true,0,0,0
2,2,10,false,trade_planning,65535,6,10,4001,1120,120,260,6025,0,62029,10206,19222,441172803,0,40408659,323704090,461974439,784165393,0,0,14560428,-14560428,0,5375646245,1791882353,689854908,237754180,24424500,11077625,ACTIVE,true,0,0,0
3,3,15,false,trade_planning,65535,11,15,4001,1120,120,260,6025,0,54609,10206,26230,698535088,0,66495132,552818351,1380636332,860805441,0,163257,73644820,-73481563,0,6364447576,2121482841,1536997569,269475034,23858644,9818666,ACTIVE,true,0,0,0
4,4,20,false,trade_planning,65535,16,20,4001,1120,120,260,6025,0,31221,10205,49612,368234386,0,28594722,299986566,473807526,941842639,0,1606010,22308654,-20702644,0,6900994906,2300331979,409266670,216103103,17865888,4155356,ACTIVE,true,0,0,0
5,5,25,false,trade_planning,65535,21,25,4001,1120,120,260,6025,0,25770,10205,54645,314955969,0,22852766,254079648,371830535,1031827866,0,6929510,19068723,-12139213,0,8188579207,2729526736,477753039,169030668,13612661,3111950,ACTIVE,true,0,0,0
6,6,30,false,trade_planning,65535,26,30,4001,1120,120,260,6025,0,24943,10205,55261,353034912,0,21754644,284541024,388736937,1145188699,0,10476509,17221427,-6744918,0,9380859051,3126953337,444308521,138331207,10617232,2029046,ACTIVE,true,0,0,0
7,7,35,false,trade_planning,65535,31,35,4001,1120,120,260,6025,0,23612,10205,56375,361603143,0,20121504,306780793,388307061,1282478446,0,10827772,16156308,-5328536,14,10527175505,3509058839,359461381,111353551,8477830,970677,ACTIVE,true,0,0,0
8,8,40,false,trade_planning,65535,36,40,4001,1120,120,260,6025,0,22214,10205,57562,345090194,0,18663743,308392439,349300104,1451824115,0,8025742,15833203,-7807461,76,11644050352,3881350463,323213893,92953920,6881396,500188,ACTIVE,true,0,0,0
9,9,45,false,trade_planning,65535,41,45,4001,1120,120,260,6025,0,21916,10205,57643,339178873,0,19524423,284363692,291486994,1667408247,0,5562183,16843558,-11281375,245,12653719848,4217906934,498678109,71228526,5697853,281200,ACTIVE,true,0,0,0
10,10,50,false,trade_planning,65535,46,50,3943,1120,120,260,6025,0,21879,9818,57857,340727511,0,20243940,286980848,271837854,1852474456,0,3179024,16876571,-13697547,377,13157035690,4385678859,561798624,63735028,5352116,281200,ACTIVE,true,0,0,0
11,11,55,false,trade_planning,65535,51,55,3835,1120,120,260,6025,0,25733,5804,57748,401304506,0,29505280,365008674,393978963,1331871210,0,1719279,23438252,-21718973,527,10932048577,3644016518,678270366,108355562,7388235,2947790,ACTIVE,true,0,0,0
12,12,60,false,trade_planning,65535,56,60,3835,1120,120,260,6025,0,21670,5804,61601,334149920,0,22083758,313038868,263650812,1614411380,0,1254747,11507684,-10252937,527,11584150798,3861383933,667319977,82549566,6369681,281200,ACTIVE,true,0,0,0
13,13,65,false,trade_planning,65535,61,65,3711,1120,120,260,6025,0,20040,5514,63311,325578554,0,19895378,307232431,242062154,1673341680,0,1529224,11349370,-9820146,651,11883643725,3961214902,674814437,64884892,5773970,281200,ACTIVE,true,0,0,0
14,14,70,false,trade_planning,65535,66,70,3697,1120,120,260,6025,0,19379,5486,63675,315054574,0,18831569,292923254,216196171,1658441040,0,2415846,10419438,-8003592,772,12189785995,4063262321,690389026,55758698,4948456,780498,ACTIVE,true,0,0,0
15,15,75,false,trade_planning,65535,71,75,3572,1120,120,260,6025,0,19192,1608,67528,341483747,0,22396237,314979956,239779232,443672630,0,706275,16232771,-15526496,897,8389029652,2796343566,748090240,62472564,5271352,442846,ACTIVE,true,0,0,0
16,16,80,false,trade_planning,65535,76,80,3502,1120,120,260,6025,0,16835,0,71288,316431787,76,18699350,294410766,200823922,0,0,3760538,9435572,-5675034,967,6153996634,2051332540,701675306,65612576,5262255,531676,ACTIVE,true,0,0,0
17,17,85,false,trade_planning,65535,81,85,3502,1120,120,260,6025,0,16252,0,71660,309932959,89,17784437,298310962,195713234,0,0,3625434,9076189,-5450755,967,6771274582,2257091842,647876151,59756672,5040794,353624,ACTIVE,true,0,0,0
18,18,90,false,trade_planning,65535,86,90,3502,1120,120,260,6025,0,16230,0,71589,309584456,95,17669247,297046355,186618089,0,0,4207607,9023931,-4816324,967,7405367020,2468456019,644277548,57463905,5213279,281200,ACTIVE,true,0,0,0
19,19,95,false,trade_planning,65535,91,95,3502,1120,120,260,6025,0,16167,0,71440,312149675,108,17569214,297587213,173437325,0,0,3007110,8856049,-5848939,967,8025090003,2675030320,640538350,49149098,4831371,440154,ACTIVE,true,0,0,0
20,20,100,false,trade_planning,65535,96,100,3502,1120,120,260,6025,0,16683,0,70716,316415211,118,18126356,302547361,168356315,0,0,5432703,9103825,-3671122,967,8624532415,2874844465,645692608,51674513,5565625,338665,ACTIVE,true,0,0,0
21,21,105,false,trade_planning,65535,101,105,3502,1120,120,260,6025,0,16866,0,70376,320303713,129,18497008,304017882,163122834,0,0,5516374,9764266,-4247892,1003,9206843051,3068948018,656490389,49459420,5925397,611361,ACTIVE,true,0,0,0
