epoch_row_id,epoch_id,day_index,cell_idx,q,r,s,cohort_index,handle,signature_id,profession_id,ethnicity_id,population,funds,epoch_income,epoch_expense,epoch_in_kind_income,cash_expense_coverage_q16,livelihood_coverage_q16,income_ema,satisfaction_q16,worst_need_id,is_merchant,owner_employed,employee_employed,unemployed
1,6,6,886,39,14,-53,0,8589959488,9,9,0,4593,2687195826,419481635,244501875,89032045,112437,99917,56335998,65535,10,0,4588,0,5
1,6,6,886,39,14,-53,1,8589959489,8,8,0,2147,985915411,124158814,140290049,85988465,58000,60863,6023631,65535,10,0,2146,0,1
1,6,6,886,39,14,-53,2,8589959490,2,2,0,1511,546230656,124614520,129457050,0,63084,63084,-2109019,65535,10,0,1499,0,12
1,6,6,886,39,14,-53,3,12884926787,22,22,0,1499,1112648121,757742335,223995553,0,221698,221698,77106816,65535,10,0,0,0,1499
1,6,6,886,39,14,-53,4,4294992196,20,20,0,977,7265795259,1600132434,1160785165,0,90340,90340,41711295,65535,14,1,977,0,0
1,6,6,886,39,14,-53,5,8589959493,12,12,0,46,24210041,15944014,9658057,2016986,108190,100821,844409,65535,10,0,40,0,6
1,6,6,886,39,14,-53,6,4294992198,31,31,0,574,299355922,121216914,41843504,0,189851,189851,13869295,65535,-1,0,0,0,574
2,7,7,886,39,14,-53,0,8589959488,9,9,0,4593,2687195826,419481635,244501875,89032045,112437,99917,56335998,65535,10,0,4588,0,5
2,7,7,886,39,14,-53,1,8589959489,8,8,0,2147,985915411,124158814,140290049,85988465,58000,60863,6023631,65535,10,0,2146,0,1
2,7,7,886,39,14,-53,2,8589959490,2,2,0,1511,546230656,124614520,129457050,0,63084,63084,-2109019,65535,10,0,1499,0,12
2,7,7,886,39,14,-53,3,12884926787,22,22,0,1499,1112648121,757742335,223995553,0,221698,221698,77106816,65535,10,0,0,0,1499
2,7,7,886,39,14,-53,4,4294992196,20,20,0,977,7265795259,1600132434,1160785165,0,90340,90340,41711295,65535,14,1,977,0,0
2,7,7,886,39,14,-53,5,8589959493,12,12,0,46,24210041,15944014,9658057,2016986,108190,100821,844409,65535,10,0,40,0,6
2,7,7,886,39,14,-53,6,4294992198,31,31,0,574,299355922,121216914,41843504,0,189851,189851,13869295,65535,-1,0,0,0,574
3,8,8,886,39,14,-53,0,8589959488,9,9,0,4593,2687195826,419481635,244501875,89032045,112437,99917,56335998,65535,10,0,4588,0,5
3,8,8,886,39,14,-53,1,8589959489,8,8,0,2147,985915411,124158814,140290049,85988465,58000,60863,6023631,65535,10,0,2146,0,1
3,8,8,886,39,14,-53,2,8589959490,2,2,0,1511,546230656,124614520,129457050,0,63084,63084,-2109019,65535,10,0,1499,0,12
3,8,8,886,39,14,-53,3,12884926787,22,22,0,1499,1112648121,757742335,223995553,0,221698,221698,77106816,65535,10,0,0,0,1499
3,8,8,886,39,14,-53,4,4294992196,20,20,0,977,7265795259,1600132434,1160785165,0,90340,90340,41711295,65535,14,1,977,0,0
3,8,8,886,39,14,-53,5,8589959493,12,12,0,46,24210041,15944014,9658057,2016986,108190,100821,844409,65535,10,0,40,0,6
3,8,8,886,39,14,-53,6,4294992198,31,31,0,574,299355922,121216914,41843504,0,189851,189851,13869295,65535,-1,0,0,0,574
4,9,9,886,39,14,-53,0,8589959488,9,9,0,4593,2687195826,419481635,244501875,89032045,112437,99917,56335998,65535,10,0,4588,0,5
4,9,9,886,39,14,-53,1,8589959489,8,8,0,2147,985915411,124158814,140290049,85988465,58000,60863,6023631,65535,10,0,2146,0,1
4,9,9,886,39,14,-53,2,8589959490,2,2,0,1511,546230656,124614520,129457050,0,63084,63084,-2109019,65535,10,0,1499,0,12
4,9,9,886,39,14,-53,3,12884926787,22,22,0,1499,1112648121,757742335,223995553,0,221698,221698,77106816,65535,10,0,0,0,1499
4,9,9,886,39,14,-53,4,4294992196,20,20,0,977,7265795259,1600132434,1160785165,0,90340,90340,41711295,65535,14,1,977,0,0
4,9,9,886,39,14,-53,5,8589959493,12,12,0,46,24210041,15944014,9658057,2016986,108190,100821,844409,65535,10,0,40,0,6
4,9,9,886,39,14,-53,6,4294992198,31,31,0,574,299355922,121216914,41843504,0,189851,189851,13869295,65535,-1,0,0,0,574
5,10,10,886,39,14,-53,0,8589959488,9,9,0,4593,2687195826,419481635,244501875,89032045,112437,99917,56335998,65535,10,0,4588,0,5
5,10,10,886,39,14,-53,1,8589959489,8,8,0,2147,985915411,124158814,140290049,85988465,58000,60863,6023631,65535,10,0,2146,0,1
5,10,10,886,39,14,-53,2,8589959490,2,2,0,1511,546230656,124614520,129457050,0,63084,63084,-2109019,65535,10,0,1499,0,12
5,10,10,886,39,14,-53,3,12884926787,22,22,0,1499,1112648121,757742335,223995553,0,221698,221698,77106816,65535,10,0,0,0,1499
5,10,10,886,39,14,-53,4,4294992196,20,20,0,977,7265795259,1600132434,1160785165,0,90340,90340,41711295,65535,14,1,977,0,0
5,10,10,886,39,14,-53,5,8589959493,12,12,0,46,24210041,15944014,9658057,2016986,108190,100821,844409,65535,10,0,40,0,6
5,10,10,886,39,14,-53,6,4294992198,31,31,0,574,299355922,121216914,41843504,0,189851,189851,13869295,65535,-1,0,0,0,574
6,11,11,886,39,14,-53,0,8589959488,9,9,0,4594,1468873643,607612981,1825974660,82201471,21807,23691,-131078128,65535,-1,0,4594,0,0
6,11,11,886,39,14,-53,1,8589959489,8,8,0,2147,3295,31043236,1017343236,76718948,1999,6455,-120997096,65535,0,0,2147,0,0
6,11,11,886,39,14,-53,2,8589959490,2,2,0,1512,5253922427,5743911909,1037388187,2479,362866,362865,587742727,65535,-1,0,1512,0,0
6,11,11,886,39,14,-53,3,17179894083,22,22,0,1500,443688789,983332809,1174961063,286163,54847,54850,492186,65535,-1,0,0,0,1500
6,11,11,886,39,14,-53,4,4294992196,20,20,0,1000,6297135441,6521860737,7500685627,4577,56983,56983,-106320244,65535,14,1,1000,0,0
6,11,11,886,39,14,-53,5,8589959493,12,12,0,46,4761711,10047739,28879506,2619930,22801,26355,-1980837,65535,-1,0,46,0,0
