epoch_row_id,epoch_id,day_index,cell_idx,q,r,s,is_construction,group_index,type_id,owner_signature_id,count,filled_owner,employee_required,employee_filled,wage_suspended,capacity_q16,purchase_intent_capacity_q16,realized_profit_margin_q16,severe_loss_cycles,recovery_cycles,operating_state,last_input,last_output,last_sold,last_discarded,last_retained,last_resource,last_resource_generated,last_revenue,last_input_cost,last_wages_paid,last_wages_due,last_expected_revenue,last_operating_cost,last_margin_gap_q16,planned_utilization_q16,last_base_wages_due,last_base_wages_paid,last_bonus_due,last_bonus_paid,construction_ready_days
1,1,5,617,10,15,-25,0,0,30,9,1,1,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137090,0,65536,65536,0,0,0,0,
1,1,5,617,10,15,-25,0,1,65,9,24,24,0,0,0,65536,65536,0,0,0,0,0,471240,471240,0,0,23520,0,659638,0,0,0,1790160,0,65536,65536,0,0,0,0,
1,1,5,617,10,15,-25,0,2,69,9,24,24,0,0,0,65536,65536,0,0,0,0,0,672000,591700,0,80300,0,0,1035352,0,0,0,3191280,0,65536,65536,0,0,0,0,
1,1,5,617,10,15,-25,0,3,79,2,24,24,0,0,0,65536,65536,0,0,0,0,0,106680,106680,0,0,0,0,896072,0,0,0,2432160,0,65536,65536,0,0,0,0,
1,1,5,617,10,15,-25,0,4,90,2,1,1,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126310,0,65536,65536,0,0,0,0,
1,1,5,617,10,15,-25,0,5,106,20,1,1,0,0,0,65536,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,
1,1,5,617,10,15,-25,0,6,203,20,12,12,24,24,0,65536,65536,65536,0,0,0,0,6000,6000,0,0,3000,0,4800000,0,2055002,2055002,4800000,2055002,65536,65536,1200000,1200000,855002,855002,
1,1,5,617,10,15,-25,0,7,238,12,24,24,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6711600,0,65536,65536,0,0,0,0,
1,1,5,617,10,15,-25,0,8,239,9,24,24,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060880,0,65536,65536,0,0,0,0,
1,1,5,617,10,15,-25,0,9,242,20,1,1,2,1,0,32768,32768,57344,0,0,0,0,6250,6250,0,0,1250,0,93750,0,59062,59062,187500,59062,41320,65536,50000,50000,9062,9062,
2,2,10,617,10,15,-25,0,0,30,9,1,1,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171900,0,65536,65536,0,0,0,0,
2,2,10,617,10,15,-25,0,1,65,9,24,3,0,0,0,8192,8192,0,0,0,0,0,58905,58905,0,0,2940,0,43448,0,0,0,206340,0,65536,8192,0,0,0,0,
2,2,10,617,10,15,-25,0,2,69,9,24,24,0,0,0,65536,65536,0,0,0,0,0,672000,614800,0,57200,0,0,711814,0,0,0,3273240,0,65536,65536,0,0,0,0,
2,2,10,617,10,15,-25,0,3,79,2,24,12,0,0,0,32768,32768,0,0,0,0,0,53340,53340,0,0,0,0,237757,0,0,0,1165927,0,65536,33832,0,0,0,0,
2,2,10,617,10,15,-25,0,4,90,2,1,1,0,0,0,65536,65536,65536,0,0,0,5000,14775,14775,0,0,0,0,157182,18440,0,0,157190,18440,65536,65536,0,0,0,0,
2,2,10,617,10,15,-25,0,5,106,20,1,1,0,0,0,65536,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,
2,2,10,617,10,15,-25,0,6,203,20,12,12,24,24,0,65536,65536,65536,0,0,0,0,6000,6000,0,0,3000,0,4800000,0,2114253,2114253,4800000,2114253,65536,65536,1283160,1283160,831093,831093,
2,2,10,617,10,15,-25,0,7,238,12,24,24,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7848960,0,65536,65536,0,0,0,0,
2,2,10,617,10,15,-25,0,8,239,9,24,24,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060880,0,65536,65536,0,0,0,0,
2,2,10,617,10,15,-25,0,9,242,20,1,1,2,2,0,65536,65536,49380,0,0,0,0,12500,12500,0,0,2500,0,187500,0,123063,123063,187500,123063,41320,65536,106930,106930,16133,16133,
3,3,15,617,10,15,-25,0,0,30,9,1,1,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215550,0,65536,65536,0,0,0,0,
3,3,15,617,10,15,-25,0,1,65,9,24,1,0,0,0,2048,2048,0,0,0,0,0,14726,14726,0,0,735,0,9427,0,0,0,44767,0,65536,2048,0,0,0,0,
3,3,15,617,10,15,-25,0,2,69,9,24,18,0,0,0,49152,49152,0,0,0,0,0,504000,455600,0,48400,0,0,421976,0,0,0,2295138,0,65536,50883,0,0,0,0,
3,3,15,617,10,15,-25,0,3,79,2,24,6,0,0,0,16384,16384,0,0,0,0,0,26670,26670,0,0,0,0,103282,0,0,0,520231,0,65536,17375,0,0,0,0,
3,3,15,617,10,15,-25,0,4,90,2,1,1,0,0,0,65536,65536,65536,0,0,0,5000,14775,14775,0,0,0,0,179831,16005,0,0,179840,16005,65536,65536,0,0,0,0,
3,3,15,617,10,15,-25,0,5,106,20,1,1,0,0,0,65536,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,
3,3,15,617,10,15,-25,0,6,203,20,12,12,24,24,0,65536,65536,65536,0,0,0,0,6000,6000,0,0,3000,0,4800000,0,2289187,2289187,4800000,2289187,65536,65536,1528680,1528680,760507,760507,
3,3,15,617,10,15,-25,0,7,238,12,24,24,0,0,0,65536,65536,65536,0,0,0,1200,518400,468960,0,49440,85800,0,3143458,15375,0,0,9270600,15375,65536,65536,0,0,0,0,
3,3,15,617,10,15,-25,0,8,239,9,24,24,0,0,0,37068,65536,65536,0,0,0,13574,122715,122715,0,0,12217,0,429470,173923,0,0,2060880,173923,65536,65536,0,0,0,0,
3,3,15,617,10,15,-25,0,9,242,20,1,1,2,2,0,65536,65536,30923,0,0,0,0,12500,12500,0,0,2500,0,187500,0,137640,137640,187500,137640,34394,65536,127390,127390,10250,10250,
4,4,20,617,10,15,-25,0,0,30,9,1,1,0,0,0,65536,65536,65536,0,0,0,7500,9020,9020,0,0,0,0,270251,57720,0,0,270275,57720,65536,65536,0,0,0,0,
4,4,20,617,10,15,-25,0,1,65,9,24,1,0,0,0,2048,2048,0,0,0,0,0,14726,14726,0,0,735,0,8196,0,0,0,38921,0,65536,2048,0,0,0,0,
4,4,20,617,10,15,-25,0,2,69,9,24,14,0,0,0,38229,38229,0,0,0,0,0,391996,360096,0,31900,0,0,298375,0,0,0,1578094,0,65536,39111,0,0,0,0,
