epoch_row_id,epoch_id,day_index,cell_idx,q,r,s,cohort_index,handle,signature_id,profession_id,ethnicity_id,population,funds,epoch_income,epoch_expense,income_ema,satisfaction_q16,worst_need_id,is_merchant,owner_employed,employee_employed,unemployed
1,1,5,575,8,14,-22,0,4294992896,2,2,0,26,9886590,896072,414322,60218,65535,11,0,26,0,0
1,1,5,575,8,14,-22,1,4294992897,9,9,0,96,36190786,1650720,632574,127268,65535,11,0,96,0,0
1,1,5,575,8,14,-22,2,4294992898,12,12,0,24,8229703,0,344057,-43006,65535,11,0,24,0,0
1,1,5,575,8,14,-22,3,4294992899,20,20,0,1,25764208,1410997,1402465,1066,65535,11,1,0,0,1
2,2,10,575,8,14,-22,0,4294992896,2,2,0,26,9852343,391621,425868,18301,65535,11,0,14,0,12
2,2,10,575,8,14,-22,1,4294992897,9,9,0,96,35985883,426947,631850,22113,65535,11,0,70,0,26
2,2,10,575,8,14,-22,2,4294992898,12,12,0,24,7892136,0,337567,-58322,65535,11,0,24,0,0
2,2,10,575,8,14,-22,3,4294992899,20,20,0,1,27004810,1415015,174413,155474,65535,11,1,0,0,1
3,3,15,575,8,14,-22,0,4294992896,2,2,0,26,9451602,287485,688226,-43230,65535,10,0,8,0,18
3,3,15,575,8,14,-22,1,4294992897,9,9,0,96,34771701,659073,1873255,-143480,65535,10,0,63,0,33
3,3,15,575,8,14,-22,2,4294992898,12,12,0,24,10539548,3119129,471717,309056,65535,10,0,24,0,0
3,3,15,575,8,14,-22,3,4294992899,20,20,0,1,27927046,3065177,2142941,173581,65535,10,1,0,0,1
4,4,20,575,8,14,-22,0,4294992896,2,2,0,26,8977859,265367,739110,-75428,65535,16,0,5,0,21
4,4,20,575,8,14,-22,1,4294992897,9,9,0,96,33455983,902512,2218230,-218269,65535,10,0,49,0,47
4,4,20,575,8,14,-22,2,4294992898,12,12,0,24,10135288,84213,488473,65364,65535,16,0,3,0,21
4,4,20,575,8,14,-22,3,4294992899,20,20,0,1,30606587,3480376,800835,400034,65535,10,1,0,0,1
5,5,25,575,8,14,-22,0,4294992896,2,2,0,26,8355796,281999,904062,-106042,65535,16,0,3,0,23
5,5,25,575,8,14,-22,1,4294992897,9,9,0,96,32477023,1895268,2874228,-204220,65535,10,0,42,0,54
5,5,25,575,8,14,-22,2,4294992898,12,12,0,24,9592342,73040,615986,-43357,65535,16,0,3,0,21
5,5,25,575,8,14,-22,3,4294992899,20,20,0,1,33116417,4439525,1929695,463740,65535,10,1,0,0,1
6,6,30,575,8,14,-22,0,4294992896,2,2,0,26,7905310,322772,773258,-96075,65535,16,0,3,0,23
6,6,30,575,8,14,-22,1,4294992897,9,9,0,96,32602618,2599533,2473938,-60883,65535,10,0,45,0,51
6,6,30,575,8,14,-22,2,4294992898,12,12,0,24,9087840,63412,567914,-79320,65535,16,0,3,0,21
6,6,30,575,8,14,-22,3,4294992899,20,20,0,1,34503003,3855592,2469006,347225,65535,10,1,0,0,1
7,7,35,575,8,14,-22,0,4294992896,2,2,0,26,7295138,374834,985006,-112299,65535,16,0,3,0,23
7,7,35,575,8,14,-22,1,4294992897,9,9,0,96,31241660,1911016,3271974,-192950,65535,10,0,44,0,52
7,7,35,575,8,14,-22,2,4294992898,12,12,0,24,11036598,2645030,696272,213849,65535,16,0,24,0,0
7,7,35,575,8,14,-22,3,4294992899,20,20,0,1,36622515,5002486,2882974,395147,65535,10,1,0,0,1
8,8,40,575,8,14,-22,0,4294992896,2,2,0,26,6760791,431597,965944,-108905,65535,16,0,2,0,24
8,8,40,575,8,14,-22,1,4294992897,9,9,0,96,29570464,1613168,3284364,-281255,65535,10,0,40,0,56
8,8,40,575,8,14,-22,2,4294992898,12,12,0,24,10426615,47972,657955,3946,65535,16,0,3,0,21
8,8,40,575,8,14,-22,3,4294992899,20,20,0,1,40421556,4957466,1158425,623060,65535,10,1,0,0,1
9,9,45,575,8,14,-22,0,4294992896,2,2,0,26,6169448,356325,947668,-114756,65535,10,0,2,0,24
9,9,45,575,8,14,-22,1,4294992897,9,9,0,96,27829098,1383584,3124950,-323140,65535,10,0,28,0,68
9,9,45,575,8,14,-22,2,4294992898,12,12,0,24,9820630,41747,647732,-74269,65535,10,0,3,0,21
9,9,45,575,8,14,-22,3,4294992899,20,20,0,1,44024312,4768830,1166074,683991,65535,10,1,0,0,1
10,10,50,575,8,14,-22,0,4294992896,2,2,0,26,5348175,84443,905716,-145691,65535,10,0,3,0,23
10,10,50,575,8,14,-22,1,4294992897,9,9,0,96,26558607,1323435,2593926,-279988,65535,10,0,20,0,76
10,10,50,575,8,14,-22,2,4294992898,12,12,0,24,9230748,36387,626269,-101585,65535,10,0,3,0,21
10,10,50,575,8,14,-22,3,4294992899,20,20,0,1,47147270,4170124,1047166,646865,65535,10,1,0,0,1
11,11,55,575,8,14,-22,0,4294992896,2,2,0,26,4359871,22016,1010320,-178171,65535,10,0,3,0,23
11,11,55,575,8,14,-22,1,4294992897,9,9,0,96,24768790,1467342,3257159,-328721,65535,10,0,17,0,79
11,11,55,575,8,14,-22,2,4294992898,12,12,0,24,11276247,2778764,733265,217592,65535,10,0,24,0,0
11,11,55,575,8,14,-22,3,4294992899,20,20,0,1,49179884,5052410,3019796,496650,65535,10,1,0,0,1
12,12,60,575,8,14,-22,0,4294992896,2,2,0,26,3435147,8933,933657,-182404,65535,10,0,3,0,23
12,12,60,575,8,14,-22,1,4294992897,9,9,0,96,23432290,1906908,3243408,-290332,65535,10,0,21,0,75
12,12,60,575,8,14,-22,2,4294992898,12,12,0,24,10576484,27799,727562,-5873,65535,10,0,3,0,21
12,12,60,575,8,14,-22,3,4294992899,20,20,0,1,52377693,4956879,1759070,585968,65535,10,1,0,0,1
13,13,65,575,8,14,-22,0,4294992896,2,2,0,26,2587305,6433,854275,-174381,65535,10,0,3,0,23
13,13,65,575,8,14,-22,1,4294992897,9,9,0,96,22162515,1921138,3190913,-267595,65535,10,0,24,0,72
13,13,65,575,8,14,-22,2,4294992898,12,12,0,24,9872565,24326,728245,-90191,65535,10,0,3,0,21
13,13,65,575,8,14,-22,3,4294992899,20,20,0,1,55489858,4825233,1713068,608758,65535,10,1,0,0,1
14,14,70,575,8,14,-22,0,4294992896,2,2,0,26,1915329,5827,677803,-149388,65535,10,0,3,0,23
14,14,70,575,8,14,-22,1,4294992897,9,9,0,96,21035791,1660415,2787139,-241188,65535,10,0,23,0,73
14,14,70,575,8,14,-22,2,4294992898,12,12,0,24,9185934,21336,707967,-119649,65535,10,0,3,0,21
14,14,70,575,8,14,-22,3,4294992899,20,20,0,1,58291889,4220485,1418454,578537,65535,10,1,0,0,1
15,15,75,575,8,14,-22,0,4294992896,2,2,0,26,1173836,11764,753257,-148706,65535,16,0,3,0,23
15,15,75,575,8,14,-22,1,4294992897,9,9,0,96,19542775,2036878,3529894,-277071,65535,10,0,30,0,66
15,15,75,575,8,14,-22,2,4294992898,12,12,0,24,11176077,2749265,759122,203899,65535,16,0,24,0,0
15,15,75,575,8,14,-22,3,4294992899,20,20,0,1,59858053,5094883,3528719,412721,65535,10,1,0,0,1
16,16,80,575,8,14,-22,0,4294992896,2,2,0,26,752017,275958,697777,-108490,65535,10,0,3,0,23
16,16,80,575,8,14,-22,1,4294992897,9,9,0,96,17843681,1524911,3224005,-316287,65535,10,0,27,0,69
16,16,80,575,8,14,-22,2,4294992898,12,12,0,24,10461260,16543,731360,-12889,65535,10,0,3,0,21
