epoch_row_id,epoch_id,day_index,cell_idx,q,r,s,resource_id,opening_reserve,natural_net_change,artificial_change_applied,artificial_change_pending,reserve
1,1,5,978,10,16,-26,timber,7.915306e+06,0,0,0,7.915306e+06
1,1,5,978,10,16,-26,stone,155374.39,0,0,0,155374.39
1,1,5,978,10,16,-26,fertile_soil,349986.78,0,0,0,349986.78
1,1,5,978,10,16,-26,coal,2.9492003e+08,0,0,0,2.9492003e+08
1,1,5,978,10,16,-26,oil,1.4641306e+07,0,0,0,1.4641306e+07
1,1,5,978,10,16,-26,natural_gas,4.588745e+06,0,0,0,4.588745e+06
1,1,5,978,10,16,-26,copper_ore,0,0,0,0,0
1,1,5,978,10,16,-26,iron_ore,1.2654412e+08,0,0,0,1.2654412e+08
1,1,5,978,10,16,-26,gold_ore,0,0,0,0,0
1,1,5,978,10,16,-26,silver_ore,0,0,0,0,0
1,1,5,978,10,16,-26,salt,0,0,0,0,0
1,1,5,978,10,16,-26,saltpeter,0,0,0,0,0
1,1,5,978,10,16,-26,rare_earth,0,0,0,0,0
1,1,5,978,10,16,-26,clay,2.4277878e+07,0,0,0,2.4277878e+07
1,1,5,978,10,16,-26,wild_game,19384.674,0,0,-21.45,19384.674
1,1,5,978,10,16,-26,marine_fish,0,0,0,0,0
1,1,5,978,10,16,-26,arable_land,125000,0,0,0,125000
1,1,5,978,10,16,-26,paddy_land,60000,0,0,0,60000
1,1,5,978,10,16,-26,plantation_land,140000,0,0,0,140000
1,1,5,978,10,16,-26,pasture,0,0,0,0,0
1,1,5,978,10,16,-26,bauxite,0,0,0,0,0
1,1,5,978,10,16,-26,limestone,0,0,0,0,0
1,1,5,978,10,16,-26,silica_sand,0,0,0,0,0
1,1,5,978,10,16,-26,phosphate_rock,0,0,0,0,0
1,1,5,978,10,16,-26,tin_ore,0,0,0,0,0
1,1,5,978,10,16,-26,lead_ore,0,0,0,0,0
1,1,5,978,10,16,-26,zinc_ore,0,0,0,0,0
1,1,5,978,10,16,-26,manganese_ore,0,0,0,0,0
1,1,5,978,10,16,-26,sulfur,0,0,0,0,0
1,1,5,978,10,16,-26,flint,46917.293,0,0,-0.98,46917.293
2,2,10,978,10,16,-26,timber,7.915306e+06,1197,0,0,7.916503e+06
2,2,10,978,10,16,-26,stone,155374.39,0,0,0,155374.39
2,2,10,978,10,16,-26,fertile_soil,349986.78,-4.71875,0,0,349982.06
2,2,10,978,10,16,-26,coal,2.9492003e+08,0,0,0,2.9492003e+08
2,2,10,978,10,16,-26,oil,1.4641306e+07,0,0,0,1.4641306e+07
2,2,10,978,10,16,-26,natural_gas,4.588745e+06,0,0,0,4.588745e+06
2,2,10,978,10,16,-26,copper_ore,0,0,0,0,0
2,2,10,978,10,16,-26,iron_ore,1.2654412e+08,0,0,0,1.2654412e+08
2,2,10,978,10,16,-26,gold_ore,0,0,0,0,0
2,2,10,978,10,16,-26,silver_ore,0,0,0,0,0
2,2,10,978,10,16,-26,salt,0,0,0,0,0
2,2,10,978,10,16,-26,saltpeter,0,0,0,0,0
2,2,10,978,10,16,-26,rare_earth,0,0,0,0,0
2,2,10,978,10,16,-26,clay,2.4277878e+07,0,0,0,2.4277878e+07
2,2,10,978,10,16,-26,wild_game,19384.674,41.075,-21.45,-21.45,19404.299
2,2,10,978,10,16,-26,marine_fish,0,0,0,0,0
2,2,10,978,10,16,-26,arable_land,125000,0,0,0,125000
2,2,10,978,10,16,-26,paddy_land,60000,0,0,0,60000
2,2,10,978,10,16,-26,plantation_land,140000,0,0,0,140000
2,2,10,978,10,16,-26,pasture,0,0,0,0,0
2,2,10,978,10,16,-26,bauxite,0,0,0,0,0
2,2,10,978,10,16,-26,limestone,0,0,0,0,0
2,2,10,978,10,16,-26,silica_sand,0,0,0,0,0
2,2,10,978,10,16,-26,phosphate_rock,0,0,0,0,0
2,2,10,978,10,16,-26,tin_ore,0,0,0,0,0
2,2,10,978,10,16,-26,lead_ore,0,0,0,0,0
2,2,10,978,10,16,-26,zinc_ore,0,0,0,0,0
2,2,10,978,10,16,-26,manganese_ore,0,0,0,0,0
2,2,10,978,10,16,-26,sulfur,0,0,0,0,0
2,2,10,978,10,16,-26,flint,46917.293,-0.00046873093,-0.98,-0.917,46916.312
3,3,15,978,10,16,-26,timber,7.916503e+06,1524,0,-1.324,7.918027e+06
3,3,15,978,10,16,-26,stone,155374.39,0,0,0,155374.39
3,3,15,978,10,16,-26,fertile_soil,349982.06,-3.9375,0,0,349978.12
3,3,15,978,10,16,-26,coal,2.9492003e+08,0,0,0,2.9492003e+08
3,3,15,978,10,16,-26,oil,1.4641306e+07,0,0,0,1.4641306e+07
3,3,15,978,10,16,-26,natural_gas,4.588745e+06,0,0,0,4.588745e+06
3,3,15,978,10,16,-26,copper_ore,0,0,0,0,0
3,3,15,978,10,16,-26,iron_ore,1.2654412e+08,0,0,0,1.2654412e+08
3,3,15,978,10,16,-26,gold_ore,0,0,0,0,0
3,3,15,978,10,16,-26,silver_ore,0,0,0,0,0
3,3,15,978,10,16,-26,salt,0,0,0,0,0
3,3,15,978,10,16,-26,saltpeter,0,0,0,0,0
3,3,15,978,10,16,-26,rare_earth,0,0,0,0,0
3,3,15,978,10,16,-26,clay,2.4277878e+07,0,0,0,2.4277878e+07
3,3,15,978,10,16,-26,wild_game,19404.299,43.608204,-21.45,-42.9,19426.457
3,3,15,978,10,16,-26,marine_fish,0,0,0,0,0
3,3,15,978,10,16,-26,arable_land,125000,0,0,0,125000
3,3,15,978,10,16,-26,paddy_land,60000,0,0,0,60000
3,3,15,978,10,16,-26,plantation_land,140000,0,0,0,140000
3,3,15,978,10,16,-26,pasture,0,0,0,0,0
3,3,15,978,10,16,-26,bauxite,0,0,0,0,0
3,3,15,978,10,16,-26,limestone,0,0,0,0,0
3,3,15,978,10,16,-26,silica_sand,0,0,0,0,0
3,3,15,978,10,16,-26,phosphate_rock,0,0,0,0,0
3,3,15,978,10,16,-26,tin_ore,0,0,0,0,0
3,3,15,978,10,16,-26,lead_ore,0,0,0,0,0
3,3,15,978,10,16,-26,zinc_ore,0,0,0,0,0
3,3,15,978,10,16,-26,manganese_ore,0,0,0,0,0
3,3,15,978,10,16,-26,sulfur,0,0,0,0,0
3,3,15,978,10,16,-26,flint,46916.312,-0.0009687543,-0.917,-0.47,46915.395
4,4,20,978,10,16,-26,timber,7.918027e+06,1144.824,-1.324,-1.474,7.9191705e+06
4,4,20,978,10,16,-26,stone,155374.39,0,0,0,155374.39
4,4,20,978,10,16,-26,fertile_soil,349978.12,-2.6875,0,0,349975.44
4,4,20,978,10,16,-26,coal,2.9492003e+08,0,0,0,2.9492003e+08
4,4,20,978,10,16,-26,oil,1.4641306e+07,0,0,0,1.4641306e+07
4,4,20,978,10,16,-26,natural_gas,4.588745e+06,0,0,0,4.588745e+06
4,4,20,978,10,16,-26,copper_ore,0,0,0,0,0
4,4,20,978,10,16,-26,iron_ore,1.2654412e+08,0,0,0,1.2654412e+08
4,4,20,978,10,16,-26,gold_ore,0,0,0,0,0
4,4,20,978,10,16,-26,silver_ore,0,0,0,0,0
4,4,20,978,10,16,-26,salt,0,0,0,0,0
4,4,20,978,10,16,-26,saltpeter,0,0,0,0,0
4,4,20,978,10,16,-26,rare_earth,0,0,0,0,0
4,4,20,978,10,16,-26,clay,2.4277878e+07,0,0,0,2.4277878e+07
4,4,20,978,10,16,-26,wild_game,19426.457,47.48008,-42.9,-33.366,19431.037
4,4,20,978,10,16,-26,marine_fish,0,0,0,0,0
4,4,20,978,10,16,-26,arable_land,125000,0,0,0,125000
4,4,20,978,10,16,-26,paddy_land,60000,0,0,0,60000
4,4,20,978,10,16,-26,plantation_land,140000,0,0,0,140000
4,4,20,978,10,16,-26,pasture,0,0,0,0,0
4,4,20,978,10,16,-26,bauxite,0,0,0,0,0
4,4,20,978,10,16,-26,limestone,0,0,0,0,0
4,4,20,978,10,16,-26,silica_sand,0,0,0,0,0
4,4,20,978,10,16,-26,phosphate_rock,0,0,0,0,0
4,4,20,978,10,16,-26,tin_ore,0,0,0,0,0
4,4,20,978,10,16,-26,lead_ore,0,0,0,0,0
4,4,20,978,10,16,-26,zinc_ore,0,0,0,0,0
4,4,20,978,10,16,-26,manganese_ore,0,0,0,0,0
4,4,20,978,10,16,-26,sulfur,0,0,0,0,0
4,4,20,978,10,16,-26,flint,46915.395,0.0012499988,-0.47,-0.03,46914.926
5,5,25,978,10,16,-26,timber,7.9191705e+06,1319.474,-1.474,-1.673,7.9204885e+06
5,5,25,978,10,16,-26,stone,155374.39,0,0,0,155374.39
5,5,25,978,10,16,-26,fertile_soil,349975.44,-2.84375,0,0,349972.6
5,5,25,978,10,16,-26,coal,2.9492003e+08,0,0,0,2.9492003e+08
5,5,25,978,10,16,-26,oil,1.4641306e+07,0,0,0,1.4641306e+07
5,5,25,978,10,16,-26,natural_gas,4.588745e+06,0,0,0,4.588745e+06
5,5,25,978,10,16,-26,copper_ore,0,0,0,0,0
5,5,25,978,10,16,-26,iron_ore,1.2654412e+08,0,0,0,1.2654412e+08
5,5,25,978,10,16,-26,gold_ore,0,0,0,0,0
5,5,25,978,10,16,-26,silver_ore,0,0,0,0,0
5,5,25,978,10,16,-26,salt,0,0,0,0,0
5,5,25,978,10,16,-26,saltpeter,0,0,0,0,0
5,5,25,978,10,16,-26,rare_earth,0,0,0,0,0
5,5,25,978,10,16,-26,clay,2.4277878e+07,0,0,0,2.4277878e+07
5,5,25,978,10,16,-26,wild_game,19431.037,47.00858,-33.366,-25.703,19444.68
5,5,25,978,10,16,-26,marine_fish,0,0,0,0,0
5,5,25,978,10,16,-26,arable_land,125000,0,0,0,125000
5,5,25,978,10,16,-26,paddy_land,60000,0,0,0,60000
5,5,25,978,10,16,-26,plantation_land,140000,0,0,0,140000
