epoch_row_id,epoch_id,day_index,cell_idx,q,r,s,cohort_index,handle,signature_id,profession_id,ethnicity_id,population,funds,epoch_income,epoch_expense,income_ema,satisfaction_q16,worst_need_id,is_merchant,owner_employed,employee_employed,unemployed
1,1,5,444,-1,11,-10,0,4294975616,2,2,0,2,723901,2621,31400,-3596,30933,11,0,2,0,0
1,1,5,444,-1,11,-10,1,4294975617,9,9,0,45,16768786,456552,3066,56685,13196,11,0,45,0,0
1,1,5,444,-1,11,-10,2,4294975618,12,12,0,6,2160437,0,85603,-10700,12805,11,0,6,0,0
1,1,5,444,-1,11,-10,3,4294975619,20,20,0,2,2911658,657600,496704,20111,13107,11,1,2,0,0
2,2,10,444,-1,11,-10,0,4294975616,2,2,0,2,724257,41277,40921,-1304,26468,11,0,2,0,0
2,2,10,444,-1,11,-10,1,4294975617,9,9,0,45,16784958,27795,11623,23277,37377,11,0,45,0,0
2,2,10,444,-1,11,-10,2,4294975618,12,12,0,6,2096158,0,64279,-12046,26546,11,0,6,0,0
2,2,10,444,-1,11,-10,3,4294975619,20,20,0,2,3459409,644961,97210,76009,23363,11,1,2,0,0
3,3,15,444,-1,11,-10,0,4294975616,2,2,0,2,724836,46138,45559,-418,37804,11,0,2,0,0
3,3,15,444,-1,11,-10,1,4294975617,9,9,0,45,16904830,136231,16359,23711,43023,11,0,45,0,0
3,3,15,444,-1,11,-10,2,4294975618,12,12,0,6,1998974,13735,110919,-16664,39342,10,0,6,0,0
3,3,15,444,-1,11,-10,3,4294975619,20,20,0,2,3936142,713609,236876,88094,34308,11,1,2,0,0
4,4,20,444,-1,11,-10,0,4294975616,2,2,0,2,731392,49035,42479,663,39508,11,0,2,0,0
4,4,20,444,-1,11,-10,1,4294975617,9,9,0,45,17015394,131036,20472,22711,48118,11,0,45,0,0
4,4,20,444,-1,11,-10,2,4294975618,12,12,0,6,1905116,16190,110048,-17980,41301,10,0,6,0,0
4,4,20,444,-1,11,-10,3,4294975619,20,20,0,2,4412880,713107,236369,92626,36723,11,1,2,0,0
5,5,25,444,-1,11,-10,0,4294975616,2,2,0,2,740749,52296,42939,1417,44774,10,0,2,0,0
5,5,25,444,-1,11,-10,1,4294975617,9,9,0,45,17134648,141262,22008,23422,52350,10,0,45,0,0
5,5,25,444,-1,11,-10,2,4294975618,12,12,0,6,1803748,16555,117923,-19412,46578,10,0,6,0,0
5,5,25,444,-1,11,-10,3,4294975619,20,20,0,2,4885637,725964,253207,93828,42433,10,1,2,0,0
6,6,30,444,-1,11,-10,0,4294975616,2,2,0,2,754287,55517,41979,2222,47064,11,0,2,0,0
6,6,30,444,-1,11,-10,1,4294975617,9,9,0,45,17225402,149171,58417,20126,55685,11,0,45,0,0
6,6,30,444,-1,11,-10,2,4294975618,12,12,0,6,1716288,0,87460,-18211,47412,11,0,0,0,6
6,6,30,444,-1,11,-10,3,4294975619,20,20,0,2,5368805,731548,248380,95580,45281,11,1,2,0,0
7,7,35,444,-1,11,-10,0,4294975616,2,2,0,2,771277,58968,41978,2956,49722,11,0,2,0,0
7,7,35,444,-1,11,-10,1,4294975617,9,9,0,45,17313981,149945,61366,18618,58274,11,0,45,0,0
7,7,35,444,-1,11,-10,2,4294975618,12,12,0,6,1625742,0,90546,-18147,50069,11,0,0,0,6
7,7,35,444,-1,11,-10,3,4294975619,20,20,0,2,5853782,736012,251035,96463,48377,11,1,2,0,0
8,8,40,444,-1,11,-10,0,4294975616,2,2,0,2,792176,62609,41710,3719,51365,11,0,2,0,0
