epoch_row_id,epoch_id,day_index,epoch_active,stage,progress_q16,sample_day,commit_day,cohort_count,market_count,good_count,building_type_count,building_group_count,pending_construction_count,filled_owner_jobs,filled_employee_jobs,unemployed_population,production_output_stock,production_output_discarded,production_output_retained,production_output_supported,producer_support_money_issued,building_wages_paid,building_wages_unpaid,building_resource_generated,building_resource_consumed,building_resource_net_delta,loss_suspended_building_groups,merchant_procurement_budget,merchant_procurement_reserved,merchant_procurement_spent,owner_working_capital_reserved,production_input_reserved,production_input_reserve_shortfall,trade_runtime_mode,trade_topology_ready,population_error,money_error,goods_error
1,1,5,false,trade_planning,65535,1,5,6939,2400,120,260,13406,0,177990,19175,1386,1526186316,0,113914597,1186182061,1521497963,1470664214,0,0,51248249,-51248249,0,13013285580,4337762778,1806433003,487997750,60553700,48538700,ACTIVE,true,0,0,0
2,2,10,false,trade_planning,65535,6,10,8320,2400,120,260,13406,0,136660,19650,42241,906205963,0,88825134,709931206,975655672,1498719967,0,0,23674147,-23674147,0,10786007771,3595336566,1176759776,601318155,60553700,31205175,ACTIVE,true,0,0,0
3,3,15,false,trade_planning,65535,11,15,8320,2400,120,260,13406,0,120724,19650,57491,1442529169,0,144485595,1164646843,2863378268,1498719967,0,631707,149023580,-148391873,0,13034158047,4344719999,3152973383,691955877,59633467,28045734,ACTIVE,true,0,0,0
4,4,20,false,trade_planning,65535,16,20,8320,2400,120,260,13406,0,71154,19650,107057,760833860,0,65253828,637377320,985182492,1498719967,0,5489323,43409488,-37920165,0,14494479383,4831493790,914872644,591497654,46405754,13896416,ACTIVE,true,0,0,0
5,5,25,false,trade_planning,65535,21,25,8320,2400,120,260,13406,0,59481,19650,118045,660433173,0,53566689,542991850,800768705,1739490029,0,23412765,37674188,-14261423,0,17589762414,5863254827,1214792613,482330095,35956822,10383408,ACTIVE,true,0,0,0
6,6,30,false,trade_planning,65535,26,30,8320,2400,120,260,13406,0,57783,19650,119404,777182244,0,51480921,630644209,915608602,1733631850,0,35357002,34260093,1096909,0,20362257653,6787419898,1066866471,411541291,28923894,6646376,ACTIVE,true,0,0,0
7,7,35,false,trade_planning,65535,31,35,8320,2400,120,260,13406,0,53635,19649,123186,815357930,0,46673622,696946151,921688039,1737528142,0,37007825,32077090,4930735,67,23272053006,7757351700,931269722,320924989,22710300,2218025,ACTIVE,true,0,0,0
8,8,40,false,trade_planning,65535,36,40,8320,2400,120,260,13406,0,49656,19649,126823,771607538,0,42445553,708417812,814197612,1747681479,0,25116600,30761704,-5645104,182,26289129256,8763043773,766747866,262757485,18098410,1242928,ACTIVE,true,0,0,0
9,9,45,false,trade_planning,65535,41,45,8320,2400,120,260,13406,0,46767,19649,129357,723154129,0,41220833,634087295,647613983,1766765309,0,15314701,31529285,-16214584,751,29382924763,9794308934,1030876270,183790943,14143004,852700,ACTIVE,true,0,0,0
10,10,50,false,trade_planning,65535,46,50,8320,2400,120,260,13406,0,46224,19649,129558,716160067,0,41534545,626142459,579874622,1796693430,0,8678448,32115946,-23437498,636,32233514780,10744505602,1168317635,160007509,12618700,852700,ACTIVE,true,0,0,0
11,11,55,false,trade_planning,65535,51,55,8320,2400,120,260,13406,0,61701,19649,113733,893541539,0,62199956,776873513,729860727,1839430283,0,3526108,53378908,-49852800,182,34998401098,11666134414,1564895454,368760242,22137212,12234746,ACTIVE,true,0,0,0
12,12,60,false,trade_planning,65535,56,60,8320,2400,120,260,13406,0,54493,19648,120669,793110700,0,51466333,678856715,570229545,1899187568,0,2785834,34249630,-31463796,182,37847883660,12615961916,1721534967,275870381,18581325,855200,ACTIVE,true,0,0,0
13,13,65,false,trade_planning,65535,61,65,8320,2400,120,260,13406,0,50914,19648,123900,803477887,0,46437888,698312914,554435344,1950542313,0,6309553,33923366,-27613813,182,40456318767,13485440262,1663702760,210982841,16320667,1340117,ACTIVE,true,0,0,0
14,14,70,false,trade_planning,65535,66,70,8320,2400,120,260,13406,0,48941,19648,125661,780401277,0,43865482,670880801,489712944,1942725455,0,6183935,30951129,-24767194,636,43099868604,14366623544,1690952260,161541259,12837126,1996712,ACTIVE,true,0,0,0
15,15,75,false,trade_planning,65535,71,75,8320,2400,120,260,13406,0,53692,19648,120563,852028762,0,53740706,723334467,556233575,1938208250,0,4967194,48645451,-43678257,636,45599338643,15199780245,1899835011,181598069,13056429,1426354,ACTIVE,true,0,0,0
16,16,80,false,trade_planning,65535,76,80,8320,2400,120,260,13406,0,52685,19648,121241,800238088,106,48255840,656709359,471392291,1939962290,0,28772975,33661392,-4888417,636,47937336712,15979112942,1978309842,250980839,17977578,1656711,ACTIVE,true,0,0,0
17,17,85,false,trade_planning,65535,81,85,8320,2400,120,260,13406,0,57055,19648,116568,889213147,129,57141997,721223490,570286151,1938657947,0,25495278,46517555,-21022277,637,50257624269,16752542100,2144449292,246905754,16713659,3923773,ACTIVE,true,0,0,0
18,18,90,false,trade_planning,65535,86,90,8320,2400,120,260,13406,0,60262,19648,113088,957353000,139,63851040,779922642,581284604,1938657947,0,14365304,56297773,-41932469,637,52481772037,17493924689,2128214858,252871372,17417546,1816298,ACTIVE,true,0,0,0
19,19,95,false,trade_planning,65535,91,95,8320,2400,120,260,13406,0,57671,19647,115336,890871211,139,55596559,740782351,523609054,1938666877,0,32212465,38002335,-5789870,636,54726857520,18242286565,1943228180,294737358,18826275,3857176,ACTIVE,true,0,0,0
20,20,100,false,trade_planning,65535,96,100,8320,2400,120,260,13406,0,55557,19647,117231,848643572,142,52417807,715871210,474378141,1938681903,0,28638042,34882065,-6244023,636,57119716868,19039906308,1883783729,291864707,18861499,1622933,ACTIVE,true,0,0,0
21,21,105,false,trade_planning,65535,101,105,8320,2400,120,260,13406,0,58622,19647,113961,932457140,198,60324074,770703476,531921218,1938904689,0,29721025,52708125,-22987100,700,59484160265,19828054139,2052954477,244691504,18492704,1240122,ACTIVE,true,0,0,0
22,22,110,false,trade_planning,65535,106,110,8320,2400,120,260,13406,0,52368,19643,119944,835325763,225,48083148,692825720,419202323,1939234758,0,23643060,33286868,-9643808,701,61695248683,20565083567,1854280321,216507370,17417219,870200,ACTIVE,true,0,0,0
23,23,115,false,trade_planning,65535,111,115,8320,2400,120,260,13406,0,53057,19643,118912,867537477,401,49696197,703343954,414699676,1939586517,0,16803663,36205684,-19402021,750,63991328149,21330443386,1969890392,167553117,14440111,1382367,ACTIVE,true,0,0,0
24,24,120,false,trade_planning,65535,116,120,8320,2400,120,260,13406,0,54249,19643,117505,885258609,448,52429446,723111638,420668517,1940143266,0,12548822,40290751,-27741929,750,66153366680,22051122873,1988148419,166789069,13448723,1183692,ACTIVE,true,0,0,0
25,25,125,false,trade_planning,65535,121,125,8320,2400,120,260,13406,0,63026,19643,108558,990382817,533,66571048,796741555,475757026,1940835045,0,30230738,57587105,-27356367,668,68263540742,22754514298,2213398130,276751850,18159798,7314880,ACTIVE,true,0,0,0
26,26,130,false,trade_planning,65535,126,130,8320,2400,120,260,13406,0,63413,19643,107855,933197837,614,65905704,760518458,434501446,1941478260,0,7150247,50763652,-43613405,668,70318638567,23439546893,2137727981,309704216,21417632,3399724,ACTIVE,true,0,0,0
27,27,135,false,trade_planning,65535,131,135,8320,2400,120,260,13406,0,59289,19642,111759,890309209,735,56421067,710831400,372499959,1941852420,0,33512895,35350586,-1837691,668,72333075198,24111025778,2187912706,339083090,22512039,4109299,ACTIVE,true,0,0,0
28,28,140,false,trade_planning,65535,136,140,8320,2400,120,260,13406,0,60387,19642,110491,905568854,701,58173048,731977565,395600939,1942063196,0,33251021,37620685,-4369664,668,74399659033,24799887010,2174391572,373010275,22142207,4495733,ACTIVE,true,0,0,0
29,29,145,false,trade_planning,65535,141,145,8320,2400,120,260,13406,0,60811,19642,109880,900352271,784,57717144,736699547,390911272,1942172152,0,36980572,35306613,1673959,668,76496530991,25498844370,2113749999,412176557,22696418,5292030,ACTIVE,true,0,0,0
30,30,150,false,trade_planning,65535,146,150,8320,2400,120,260,13406,0,66540,19642,103871,1005542062,718,70044983,827365689,483246395,1942119274,0,31397936,57423822,-26025886,671,78583726995,26194576369,2204869838,390335403,23286923,5735860,ACTIVE,true,0,0,0
31,31,155,false,trade_planning,65535,151,155,8320,2400,120,260,13406,0,67394,19642,102781,1025750687,775,70848757,841619867,520180728,1942124354,0,35610218,57399288,-21789070,671,80597556770,26865852994,2197381327,424510396,23536940,4979866,ACTIVE,true,0,0,0
32,32,160,false,trade_planning,65535,156,160,8320,2400,120,260,13406,0,63191,19642,106794,935827129,695,61224959,786549410,447576808,1942131590,0,37018437,39394665,-2376228,586,82644576987,27548193013,1969645273,472614041,24991039,5410084,ACTIVE,true,0,0,0
33,33,165,false,trade_planning,65535,161,165,8320,2400,120,260,13406,0,61770,19642,108049,967120851,723,61714941,802768282,438405754,1942130786,0,28585208,45229309,-16644101,663,84902297518,28300766538,1932509407,310528756,22386490,2634078,ACTIVE,true,0,0,0
34,34,170,false,trade_planning,65535,166,170,8320,2400,120,260,13406,0,59880,19642,109732,912380815,717,56900969,751356241,380294545,1942128173,0,25334606,35821517,-10486911,564,87077922182,29025974768,1891691515,304336765,21753873,4751253,ACTIVE,true,0,0,0
35,35,175,false,trade_planning,65535,171,175,8320,2400,120,260,13406,0,63679,19641,105765,1009561633,741,67138015,821190470,464622223,1942128173,0,17584897,56338960,-38754063,846,89218939885,29739647336,2060876155,336300324,18898076,4959781,ACTIVE,true,0,0,0
36,36,180,false,trade_planning,65535,176,180,8320,2400,120,260,13406,0,61690,19640,107536,979166196,746,63781443,794316812,435618988,1942128173,0,9090609,51506324,-42415715,880,91241911566,30413971234,1974521218,270101357,17248005,3166632,ACTIVE,true,0,0,0
37,37,185,false,trade_planning,65535,181,185,8320,2400,120,260,13406,0,63174,19640,105842,949369437,767,60524802,758634446,395559092,1942128173,0,56345664,38156194,18189470,653,93204567802,31068189974,1903725536,444100758,23275770,8327845,ACTIVE,true,0,0,0
38,38,190,false,trade_planning,65535,186,190,8320,2400,120,260,13406,0,63482,19640,105386,904055558,805,60859948,716933532,356705940,1942128173,0,28564719,35476768,-6912049,624,95461377693,31820459923,1994346256,508038064,26475445,5746539,ACTIVE,true,0,0,0
39,39,195,false,trade_planning,65535,191,195,8320,2400,120,260,13406,0,65884,19639,102769,980941872,854,66369859,742889127,372843078,1942128173,0,33944272,46845097,-12900825,617,97590114207,32530038750,2181144122,449783034,25966417,5767458,ACTIVE,true,0,0,0
40,40,200,false,trade_planning,65535,196,200,8319,2400,120,260,13406,0,68135,19639,100442,1046225386,850,72461282,773018125,411243380,1942128173,0,30548622,59212034,-28663412,653,99503791928,33167931361,2335995744,410833360,23714857,5202920,ACTIVE,true,0,0,0
41,41,205,false,trade_planning,65535,201,205,8314,2400,120,260,13406,0,67454,19639,100849,1033141291,911,70403457,751146511,408333479,1942128173,0,35975631,55184726,-19209095,615,101307475021,33769159049,2390906401,495483165,23190172,5242906,ACTIVE,true,0,0,0
42,42,210,false,trade_planning,65535,206,210,8314,2400,120,260,13406,0,62422,19639,105796,934361896,923,60127451,699480883,355963766,1942128173,0,37202135,37178949,23186,635,103132622445,34377541494,2114864550,555724590,22994858,5187350,ACTIVE,true,0,0,0
43,43,215,false,trade_planning,65535,211,215,8314,2400,120,260,13406,0,63430,19639,104708,930888270,953,61111728,692095200,341377367,1942128173,0,33475004,37211975,-3736971,560,105182917941,35060973328,2149881192,590927969,24716919,6633296,ACTIVE,true,0,0,0
44,44,220,false,trade_planning,65535,216,220,8314,2400,120,260,13406,0,63658,19639,104215,928683432,983,61805497,677749488,344646085,1942128173,0,32110782,38721448,-6610666,514,107202984480,35734328852,2243181634,649500583,25629820,6293401,ACTIVE,true,0,0,0
45,45,225,false,trade_planning,65535,221,225,8314,2400,120,260,13406,0,60425,19639,107361,1010052057,1000,63445518,732308003,418359042,1942128173,0,6570277,55853527,-49283250,837,109131554246,36377185414,2260161124,263583997,17224382,1919621,ACTIVE,true,0,0,0
46,46,230,false,trade_planning,65535,226,230,8314,2400,120,260,13406,0,58165,19639,109394,980542443,1057,59657299,704750943,383242535,1942128173,0,5845908,50104602,-44258694,868,110840338173,36946780080,2100880525,176800613,13569198,1363715,ACTIVE,true,0,0,0
47,47,235,false,trade_planning,65535,231,235,8314,2400,120,260,13406,0,53443,19639,114054,888572634,1094,49629023,643526499,301248526,1942128173,0,8223555,33065099,-24841544,881,112600645279,37533549114,1925068940,221524355,12436953,1645701,ACTIVE,true,0,0,0
48,48,240,false,trade_planning,65535,236,240,8314,2400,120,260,13406,0,62609,19638,104723,965054032,1146,60472500,701359208,384712365,1942128173,0,51963516,40211324,11752192,548,114462124567,38154042219,2140216840,552217545,20882359,6822355,ACTIVE,true,0,0,0
49,49,245,false,trade_planning,65535,241,245,8314,2400,120,260,13406,0,61829,19638,105350,922847840,1167,59781361,669800312,323829992,1942128173,0,22895987,37786517,-14890530,516,116585802045,38861934727,2212790967,512917434,22445762,5175501,ACTIVE,true,0,0,0
50,50,250,false,trade_planning,65535,246,250,8314,2400,120,260,13406,0,59989,19637,107140,928870943,1224,57530251,684055281,349038478,1942128173,0,34110117,36984308,-2874191,506,118459149800,39486383958,2248468072,515882019,22571757,3501733,ACTIVE,true,0,0,0
51,51,255,false,trade_planning,65535,251,255,8314,2400,120,260,13406,0,71140,19637,95823,1150398469,1237,81868638,867057355,512278287,1942128173,0,29017623,77308040,-48290417,529,120282007710,40094003274,2546389476,459949880,21272366,2012509,ACTIVE,true,0,0,0
52,52,260,false,trade_planning,65535,256,260,8314,2400,120,260,13406,0,54486,19637,112290,903969667,1323,51574543,690013741,359599545,1942128173,0,8425879,34624061,-26198182,866,121999788310,40666596792,1859365209,182585366,15708607,1813577,ACTIVE,true,0,0,0
53,53,265,false,trade_planning,65535,261,265,8314,2400,120,260,13406,0,55059,19637,111688,899175364,1340,51790955,697867751,319794756,1942128173,0,13911032,33798374,-19887342,831,123940234730,41313412270,1892078957,242410751,15242146,2536870,ACTIVE,true,0,0,0
54,54,270,false,trade_planning,65535,266,270,8314,2400,120,260,13406,0,62518,19636,104070,954395022,1402,59744268,752476594,378960759,1942128173,0,52393968,37721925,14672043,504,125915123840,41971708627,1975077724,552579947,22046956,7243440,ACTIVE,true,0,0,0
55,55,275,false,trade_planning,65535,271,275,8314,2400,120,260,13406,0,60299,19636,106086,907185652,1335,57421974,712474492,321277248,1942128173,0,22593830,34559212,-11965382,515,128123056172,42707686087,2122546357,485270294,21626328,3352761,ACTIVE,true,0,0,0
56,56,280,false,trade_planning,65535,276,280,8314,2400,120,260,13406,0,70694,19636,95639,1141317663,1515,79490766,898686612,516251755,1942128173,0,34419901,75232349,-40812448,503,129961417747,43320473282,2468022807,527493076,21024831,3038942,ACTIVE,true,0,0,0
57,57,285,false,trade_planning,65535,281,285,8313,2400,120,260,13406,0,55406,19636,110754,914036513,1515,53308858,738065960,393934955,1942128173,0,9048520,37439403,-28390883,833,131731788379,43910596834,1838116156,240195089,16099020,2049488,ACTIVE,true,0,0,0
58,58,290,false,trade_planning,65535,286,290,8313,2400,120,260,13406,0,54052,19636,111950,893808685,1578,50911279,729884022,337581680,1942128173,0,5710830,33572396,-27861566,867,133693545155,44564515762,1733194968,176142666,14378093,1433578,ACTIVE,true,0,0,0
59,59,295,false,trade_planning,65535,291,295,8313,2400,120,260,13406,0,54724,19636,111199,898855468,1527,51603917,723314793,317453365,1942148333,0,12870958,34060219,-21189261,831,135709154134,45236385399,1819798750,238949162,13962894,2134780,ACTIVE,true,0,0,0
60,60,300,false,trade_planning,65535,296,300,8308,2400,120,260,13406,0,62504,19636,103328,953919726,1539,60079241,746301768,358935898,1942177613,0,51326173,38143806,13182367,504,137667132260,45889044774,2064022402,517432296,21526235,6987387,ACTIVE,true,0,0,0
61,61,305,false,trade_planning,65535,301,305,8307,2400,120,260,13406,0,67617,19632,98115,1027654011,1520,71603655,812916992,404558351,1941734153,400000,22841758,57045873,-34204115,510,139657989226,46552663778,2224028352,514940659,22388595,4479059,ACTIVE,true,0,0,0
62,62,310,false,trade_planning,65535,306,310,8307,2400,120,260,13406,0,66482,19632,99049,1017825365,1500,68749157,816848741,435992894,1941762233,400000,35335532,52597743,-17262211,503,141439842828,47146614942,2156303916,564980670,23110884,4771455,ACTIVE,true,0,0,0
63,63,315,false,trade_planning,65535,311,315,8306,2400,120,260,13406,0,62137,19632,103343,965168948,1497,61714395,788693429,397691985,1941786953,400000,31357676,43485322,-12127646,528,143333031968,47777678000,1937805072,496989860,22114209,3320528,ACTIVE,true,0,0,0
