epoch_row_id,epoch_id,day_index,cell_idx,q,r,s,cohort_index,handle,signature_id,profession_id,ethnicity_id,population,funds,epoch_income,epoch_expense,epoch_in_kind_income,cash_expense_coverage_q16,livelihood_coverage_q16,income_ema,satisfaction_q16,worst_need_id,is_merchant,owner_employed,employee_employed,unemployed
1,2,2,1196,47,19,-66,0,8589981376,9,9,0,54,45648967,4689908,2568514,291500,119663,114146,265174,65535,10,0,54,0,0
1,2,2,1196,47,19,-66,1,8589981377,12,12,0,24,16108157,672960,374815,494400,117666,88015,37268,65535,10,0,24,0,0
1,2,2,1196,47,19,-66,2,8589981378,2,2,0,4,2525327,0,109675,0,0,0,-13709,65535,10,0,4,0,0
1,2,2,1196,47,19,-66,3,4295014083,20,20,0,2,15158626,1405737,3474706,0,26513,26513,-258621,65535,10,1,2,0,0
1,2,2,1196,47,19,-66,4,8589981380,22,22,0,2,1701607,441250,57145,0,506041,506041,48013,65535,10,0,0,2,0
2,3,3,1196,47,19,-66,0,8589981376,9,9,0,54,45648967,4689908,2568514,291500,119663,114146,265174,65535,10,0,54,0,0
2,3,3,1196,47,19,-66,1,8589981377,12,12,0,24,16108157,672960,374815,494400,117666,88015,37268,65535,10,0,24,0,0
2,3,3,1196,47,19,-66,2,8589981378,2,2,0,4,2525327,0,109675,0,0,0,-13709,65535,10,0,4,0,0
2,3,3,1196,47,19,-66,3,4295014083,20,20,0,2,15158626,1405737,3474706,0,26513,26513,-258621,65535,10,1,2,0,0
2,3,3,1196,47,19,-66,4,8589981380,22,22,0,2,1701607,441250,57145,0,506041,506041,48013,65535,10,0,0,2,0
3,4,4,1196,47,19,-66,0,8589981376,9,9,0,54,45648967,4689908,2568514,291500,119663,114146,265174,65535,10,0,54,0,0
3,4,4,1196,47,19,-66,1,8589981377,12,12,0,24,16108157,672960,374815,494400,117666,88015,37268,65535,10,0,24,0,0
3,4,4,1196,47,19,-66,2,8589981378,2,2,0,4,2525327,0,109675,0,0,0,-13709,65535,10,0,4,0,0
3,4,4,1196,47,19,-66,3,4295014083,20,20,0,2,15158626,1405737,3474706,0,26513,26513,-258621,65535,10,1,2,0,0
3,4,4,1196,47,19,-66,4,8589981380,22,22,0,2,1701607,441250,57145,0,506041,506041,48013,65535,10,0,0,2,0
4,5,5,1196,47,19,-66,0,8589981376,9,9,0,54,45648967,4689908,2568514,291500,119663,114146,265174,65535,10,0,54,0,0
4,5,5,1196,47,19,-66,1,8589981377,12,12,0,24,16108157,672960,374815,494400,117666,88015,37268,65535,10,0,24,0,0
4,5,5,1196,47,19,-66,2,8589981378,2,2,0,4,2525327,0,109675,0,0,0,-13709,65535,10,0,4,0,0
4,5,5,1196,47,19,-66,3,4295014083,20,20,0,2,15158626,1405737,3474706,0,26513,26513,-258621,65535,10,1,2,0,0
4,5,5,1196,47,19,-66,4,8589981380,22,22,0,2,1701607,441250,57145,0,506041,506041,48013,65535,10,0,0,2,0
5,6,6,1196,47,19,-66,0,8589981376,9,9,0,54,49110626,5348527,1886868,311909,185768,168713,532146,65535,5,0,54,0,0
