epoch_row_id,epoch_id,day_index,epoch_active,stage,progress_q16,sample_day,commit_day,cohort_count,market_count,good_count,building_type_count,building_group_count,pending_construction_count,filled_owner_jobs,filled_employee_jobs,unemployed_population,production_output_stock,production_output_discarded,production_output_retained,production_output_supported,producer_support_money_issued,building_wages_paid,building_wages_unpaid,building_resource_generated,building_resource_consumed,building_resource_net_delta,loss_suspended_building_groups,merchant_procurement_budget,merchant_procurement_reserved,merchant_procurement_spent,owner_working_capital_reserved,production_input_reserved,production_input_reserve_shortfall,trade_runtime_mode,trade_topology_ready,population_error,money_error,goods_error
1,1,5,false,trade_planning,65535,1,5,7149,2400,120,260,14387,0,204007,18880,1480,1765380557,0,141150163,1380741084,1820578685,1462803605,0,0,52572839,-52572839,0,16713161178,5571054800,2161531157,579688836,71475600,58015600,ACTIVE,true,0,0,0
2,2,10,false,trade_planning,65535,6,10,8628,2400,120,260,14387,0,156782,19312,48273,1075395214,0,108756807,908532792,1249544948,1488319405,0,0,23850632,-23850632,0,12463587204,4154529735,993559415,713983345,71475600,38384325,ACTIVE,true,0,0,0
3,3,15,false,trade_planning,65535,11,15,8628,2400,120,260,14387,0,136377,19312,68404,1554803116,0,160356233,1291714265,3006245398,1488319405,0,59718,149950167,-149890449,0,15161431232,5053811145,3107546273,828543943,71078771,35273662,ACTIVE,true,0,0,0
4,4,20,false,trade_planning,65535,16,20,8628,2400,120,260,14387,0,82230,19312,122551,843918337,0,76398284,731415956,1080815398,1488319405,0,5661308,45058086,-39396778,0,17049733419,5683245219,955786920,718100526,55921276,18072327,ACTIVE,true,0,0,0
5,5,25,false,trade_planning,65535,21,25,8628,2400,120,260,14387,0,68025,19312,136483,720225271,0,62350085,611036935,871955770,1715785956,0,26325308,38395856,-12070548,0,20510348748,6836783690,1272977945,606566911,44342827,14022163,ACTIVE,true,0,0,0
6,6,30,false,trade_planning,65535,26,30,8628,2400,120,260,14387,0,67045,19312,137328,896919533,0,60996396,732504588,1014570947,1707992972,0,40097835,34475126,5622709,0,23609574898,7869859033,1204720037,522506483,35482174,9222613,ACTIVE,true,0,0,0
7,7,35,false,trade_planning,65535,31,35,8628,2400,120,260,14387,0,62768,19312,141457,956931607,0,56050663,822351457,1014164875,1711109789,0,39862493,31781334,8081159,10,26782097189,8927366495,1112772756,423670865,27968554,4232158,ACTIVE,true,0,0,0
8,8,40,false,trade_planning,65535,36,40,8628,2400,120,260,14387,0,58232,19311,145858,902623279,0,51242000,841023543,900606351,1720896985,0,25749566,30328314,-4578748,111,30016129849,10005377359,870413760,371852861,22568772,3371923,ACTIVE,true,0,0,0
9,9,45,false,trade_planning,65535,41,45,8628,2400,120,260,14387,0,53758,19311,150193,820216524,0,47745646,744040854,706008576,1737908509,0,14993844,30209406,-15215562,767,33373427051,11124476406,1093550499,309968630,18145751,3034499,ACTIVE,true,0,0,0
10,10,50,false,trade_planning,65535,46,50,8628,2400,120,260,14387,0,53115,19311,150701,811682624,0,47954526,733314313,628242834,1764630627,0,8107609,30768776,-22661167,666,36504749289,12168250497,1263448553,314513203,16444120,3034499,ACTIVE,true,0,0,0
11,11,55,false,trade_planning,65535,51,55,8628,2400,120,260,14387,0,70379,19311,133298,998069152,0,69223317,889669710,745591992,1803688626,0,2700272,49333885,-46633613,111,39542196456,13180732892,1649420923,602103415,28375543,16885343,ACTIVE,true,0,0,0
12,12,60,false,trade_planning,65535,56,60,8628,2400,120,260,14387,0,63029,19310,140522,898820573,46,59589195,785459449,604992035,1860119579,0,1992814,32828436,-30835622,111,42725330232,14241777482,1988791913,504471077,24238549,3036999,ACTIVE,true,0,0,0
13,13,65,false,trade_planning,65535,61,65,8628,2400,120,260,14387,0,58747,19310,144666,910788845,71,53962970,805215804,590998396,1912350752,0,5978397,33244824,-27266427,111,45531663205,15177221809,1951703405,427621034,21143197,3521580,ACTIVE,true,0,0,0
14,14,70,false,trade_planning,65535,66,70,8628,2400,120,260,14387,0,57147,19310,146233,909825978,105,51907602,797886502,537269467,1906326704,0,5393710,29837502,-24443792,666,48368943748,16122982002,1967520034,362697882,16464944,3953564,ACTIVE,true,0,0,0
15,15,75,false,trade_planning,65535,71,75,8628,2400,120,260,14387,0,63672,19310,139568,1016861227,121,65613324,892246384,659832639,1902951130,0,4929697,54497215,-49567518,666,51056943014,17018981747,2174189151,380112983,16767910,3520707,ACTIVE,true,0,0,0
16,16,80,false,trade_planning,65535,76,80,8628,2400,120,260,14387,0,60032,19309,143074,916187431,223,55273294,782846223,518267414,1905492600,0,25865846,32291999,-6426153,666,53592445638,17864149301,2162308000,441061478,21505517,3734711,ACTIVE,true,0,0,0
17,17,85,false,trade_planning,65535,81,85,8628,2400,120,260,14387,0,62707,19309,140261,968490613,261,60814058,827334204,571596451,1903717182,0,22890542,40251135,-17360593,667,56153889893,18717964027,2225696854,435380161,19874009,5774954,ACTIVE,true,0,0,0
18,18,90,false,trade_planning,65535,86,90,8628,2400,120,260,14387,0,67210,19309,135633,1066469791,268,69484229,911911424,614550155,1903744057,0,12828561,52357508,-39528947,667,58663604443,19554535554,2261420082,440383828,20453041,3871445,ACTIVE,true,0,0,0
19,19,95,false,trade_planning,65535,91,95,8628,2400,120,260,14387,0,65255,19309,137453,1017391080,282,62482601,877602274,552515396,1903789390,0,28878928,36152868,-7273940,666,61160868439,20386956895,2152848684,477277074,21803897,5700872,ACTIVE,true,0,0,0
20,20,100,false,trade_planning,65535,96,100,8628,2400,120,260,14387,0,63531,19309,139140,972993384,299,59679865,853360816,506048711,1903855769,0,28756647,33350881,-4594234,667,63737785682,21245929276,2095835198,479833690,22464613,3740458,ACTIVE,true,0,0,0
21,21,105,false,trade_planning,65535,101,105,8628,2400,120,260,14387,0,69348,19309,133210,1095072635,404,72449223,937579722,602471481,1904015009,0,34013984,58132727,-24118743,710,66275930017,22091977397,2311358941,441711843,23302388,3493930,ACTIVE,true,0,0,0
22,22,110,false,trade_planning,65535,106,110,8628,2400,120,260,14387,0,61052,19309,141378,963131584,440,56316911,833914234,461111033,1904214007,0,26349484,32213082,-5863598,711,68634861570,22878287948,2028828083,412028847,22666420,3060164,ACTIVE,true,0,0,0
23,23,115,false,trade_planning,65535,111,115,8628,2400,120,260,14387,0,61912,19309,140382,1002388751,774,57653346,851752996,445814686,1904444137,0,19371900,33468173,-14096273,743,71130037656,23710013267,2125862132,374462449,19284202,3608649,ACTIVE,true,0,0,0
24,24,120,false,trade_planning,65535,116,120,8628,2400,120,260,14387,0,62240,19309,139999,1004156069,1023,58881159,860815185,432743715,1904800502,0,13579602,35827074,-22247472,743,73509434287,24503145488,2149322615,370470988,17729504,3402839,ACTIVE,true,0,0,0
25,25,125,false,trade_planning,65535,121,125,8628,2400,120,260,14387,0,69858,19308,132257,1094031316,1087,71656048,923314089,486701513,1905213788,0,27441025,52819850,-25378825,677,75812105793,25270702676,2357034828,460803692,21443608,8768045,ACTIVE,true,0,0,0
26,26,130,false,trade_planning,65535,126,130,8628,2400,120,260,14387,0,72552,19307,129408,1090447386,1252,76078789,920080075,483338899,1905521515,0,6983401,55214632,-48231231,677,78025282815,26008428330,2384268979,490727560,24096177,5340145,ACTIVE,true,0,0,0
27,27,135,false,trade_planning,65535,131,135,8628,2400,120,260,14387,0,67436,19307,134479,1028912368,1292,64119857,862847292,401516993,1905724772,0,30242659,33710803,-3468144,677,80141460470,26713820890,2323528631,517120641,25757162,5981481,ACTIVE,true,0,0,0
28,28,140,false,trade_planning,65535,136,140,8628,2400,120,260,14387,0,68546,19307,133228,1042276053,1310,65971139,883357735,421544767,1905841159,0,29936841,35933145,-5996304,677,82373190065,27457730757,2309631990,547030472,24784255,6331028,ACTIVE,true,0,0,0
29,29,145,false,trade_planning,65535,141,145,8628,2400,120,260,14387,0,69237,19307,132499,1036747810,1337,66029520,881266934,409183316,1906113473,0,36153606,34157844,1995762,677,84634295794,28211432679,2289180977,584141956,25852693,7570920,ACTIVE,true,0,0,0
30,30,150,false,trade_planning,65535,146,150,8628,2400,120,260,14387,0,73646,19307,127941,1119516084,1284,76185806,952058463,484213512,1906650623,0,29800282,52964829,-23164547,700,86858482306,28952828175,2361853094,558339716,26251429,7523527,ACTIVE,true,0,0,0
31,31,155,false,trade_planning,65535,151,155,8628,2400,120,260,14387,0,77869,19307,123577,1199396211,1332,82681630,1008460863,551432162,1906759970,0,37028690,61140478,-24111788,700,88996426388,29665476206,2436700759,590959555,27665288,7557812,ACTIVE,true,0,0,0
32,32,160,false,trade_planning,65535,156,160,8628,2400,120,260,14387,0,73312,19307,128087,1066751796,1336,70744421,923138896,447448130,1908244917,0,34904986,35733987,-829001,553,91123240134,30374414120,2141179150,637072001,31220691,9404017,ACTIVE,true,0,0,0
33,33,165,false,trade_planning,65535,161,165,8628,2400,120,260,14387,0,73543,19307,127732,1130072724,1332,74718801,963543857,448710380,1908570330,0,27265630,48181205,-20915575,619,93500159618,31166720596,2137363060,506009248,28430043,5841440,ACTIVE,true,0,0,0
34,34,170,false,trade_planning,65535,166,170,8628,2400,120,260,14387,0,71860,19307,129355,1058430753,1256,68855465,883855757,382901456,1908779389,0,25681672,35444394,-9762722,459,95785074673,31928358946,2176789791,511020425,29100499,9697757,ACTIVE,true,0,0,0
35,35,175,false,trade_planning,65535,171,175,8628,2400,120,260,14387,0,74756,19307,126321,1139088632,1192,77438439,937588594,454216201,1909239542,0,20680215,52358116,-31677901,775,98011488079,32670496783,2331457846,529317400,26380473,9099444,ACTIVE,true,0,0,0
36,36,180,false,trade_planning,65535,176,180,8628,2400,120,260,14387,0,75655,19307,125357,1171344177,1140,79664016,958300428,471426215,1909496028,0,13948429,56573230,-42624801,801,100095684858,33365229011,2328467938,472380440,24852277,6651686,ACTIVE,true,0,0,0
37,37,185,false,trade_planning,65535,181,185,8628,2400,120,260,14387,0,74039,19307,126836,1107025443,1104,71475552,896082487,404613920,1909990115,0,59942410,37064619,22877791,648,102097452532,34032484923,2175713977,618113328,29374825,10435221,ACTIVE,true,0,0,0
38,38,190,false,trade_planning,65535,186,190,8628,2400,120,260,14387,0,73671,19307,127150,1060502636,1092,71062791,856459689,369064172,1910271819,0,34751817,34403699,348118,624,104419336216,34806446155,2252151157,670145932,31959123,8112971,ACTIVE,true,0,0,0
39,39,195,false,trade_planning,65535,191,195,8628,2400,120,260,14387,0,77102,19306,123587,1158157308,1134,78647769,899066203,379374695,1910369830,0,36075745,49529522,-13453777,603,106630953362,35543651877,2428445069,617046555,31370213,8160248,ACTIVE,true,0,0,0
40,40,200,false,trade_planning,65535,196,200,8628,2400,120,260,14387,0,77210,19306,123454,1181654929,1273,80369793,897647166,406802834,1911038363,0,33327938,54601979,-21274041,621,108649998099,36216666768,2582831868,607558583,28363155,7375624,ACTIVE,true,0,0,0
41,41,205,false,trade_planning,65535,201,205,8627,2400,120,260,14387,0,78688,19306,121828,1219812720,1446,83329654,914809275,445589322,1910993701,0,36401900,59595003,-23193103,586,110544478682,36848160299,2716354939,679676885,27526261,7353474,ACTIVE,true,0,0,0
42,42,210,false,trade_planning,65535,206,210,8627,2400,120,260,14387,0,71344,19306,129145,1085547747,1581,68979616,837852760,363960524,1911183372,0,34505054,35298740,-793686,641,112408339577,37469447277,2353527224,704203499,26249059,6935988,ACTIVE,true,0,0,0
43,43,215,false,trade_planning,65535,211,215,8627,2400,120,260,14387,0,73817,19306,126632,1089796984,1604,71527111,836988217,348585894,1911281002,0,31335052,36217536,-4882484,491,114533169186,38177723784,2401370157,746004541,29108558,10206387,ACTIVE,true,0,0,0
44,44,220,false,trade_planning,65535,216,220,8627,2400,120,260,14387,0,72895,19305,127415,1068550574,1631,70966363,801829420,341379501,1911403127,0,28265227,36212669,-7947442,432,116642682565,38880894918,2508033045,787669741,30434999,9066178,ACTIVE,true,0,0,0
45,45,225,false,trade_planning,65535,221,225,8627,2400,120,260,14387,0,69735,19305,130552,1146653137,1548,71925256,855989853,408005649,1911692814,0,5713049,51573813,-45860764,702,118642516859,39547506366,2511732494,448184372,22631016,4469006,ACTIVE,true,0,0,0
46,46,230,false,trade_planning,65535,226,230,8627,2400,120,260,14387,0,70376,19305,129763,1178347810,1661,73866413,874326805,424976816,1911744722,0,7894678,55409714,-47515036,708,120431502472,40143834891,2470802499,410462155,18783119,3907241,ACTIVE,true,0,0,0
47,47,235,false,trade_planning,65535,231,235,8627,2400,120,260,14387,0,63371,19305,136751,1049136868,1672,59598540,792081615,317605878,1911762131,0,8914567,31127226,-22212659,742,122242002562,40747334912,2199332096,441021544,17065525,3963332,ACTIVE,true,0,0,0
48,48,240,false,trade_planning,65535,236,240,8627,2400,120,260,14387,0,71289,19305,128790,1111426747,1710,68608527,851125835,384321357,1911817552,0,48640513,36518813,12121700,472,124209848381,41403283516,2336393171,696791204,24510471,8647420,ACTIVE,true,0,0,0
49,49,245,false,trade_planning,65535,241,245,8626,2400,120,260,14387,0,71229,19305,128719,1079890297,1704,69048286,824904725,334929276,1911854400,0,22951641,36765496,-13813855,424,126418752002,42139584757,2433671028,668098429,26355492,7951317,ACTIVE,true,0,0,0
50,50,250,false,trade_planning,65535,246,250,8626,2400,120,260,14387,0,69527,19305,130406,1080152499,1734,67098527,831549437,356667233,1911947801,0,31280850,35997634,-4716784,410,128398365267,42799455806,2468249205,675167752,26784269,5814844,ACTIVE,true,0,0,0
51,51,255,false,trade_planning,65535,251,255,8626,2400,120,260,14387,0,82882,19305,117012,1334804577,1725,95437778,1039370180,527954442,1911987474,0,28482455,80668336,-52185881,425,130307662024,43435888085,2797482162,632964206,26031737,4548185,ACTIVE,true,0,0,0
52,52,260,false,trade_planning,65535,256,260,8626,2400,120,260,14387,0,65307,19305,134452,1071990391,1720,62465108,854648497,376805114,1911993512,0,11546974,33726989,-22180015,708,132086249425,44028750528,2091425051,411634860,21150260,4362550,ACTIVE,true,0,0,0
53,53,265,false,trade_planning,65535,261,265,8626,2400,120,260,14387,0,65819,19304,133914,1065112746,1758,62544147,865563864,338929817,1912005400,0,17131803,32432174,-15300371,678,134141760007,44713920760,2107090439,461070616,20698516,5247804,ACTIVE,true,0,0,0
54,54,270,false,trade_planning,65535,266,270,8625,2400,120,260,14387,0,71698,19304,127992,1106700676,1780,68647807,908811346,383672265,1912056615,0,47680639,35340115,12340524,411,136223675835,45407892681,2172303468,703778118,25868177,8977258,ACTIVE,true,0,0,0
55,55,275,false,trade_planning,65535,271,275,8625,2400,120,260,14387,0,69713,19304,129840,1063775531,1747,66632550,872718690,332299460,1912079766,0,21691865,32882640,-11190775,425,138489685796,46163229334,2292397400,642368779,25363244,5451373,ACTIVE,true,0,0,0
