epoch_row_id,epoch_id,day_index,epoch_active,stage,progress_q16,sample_day,commit_day,cohort_count,market_count,good_count,building_type_count,building_group_count,pending_construction_count,filled_owner_jobs,filled_employee_jobs,unemployed_population,production_output_stock,production_output_discarded,production_output_retained,building_wages_paid,building_wages_unpaid,building_resource_generated,building_resource_consumed,building_resource_net_delta,loss_suspended_building_groups,merchant_procurement_budget,merchant_procurement_reserved,merchant_procurement_spent,trade_runtime_mode,trade_topology_ready,population_error,money_error,goods_error
1,2,10,false,trade_planning,65535,6,10,2036,1120,120,259,3968,0,27696,0,257,7521170,273775577,54835417,0,0,0,25500998,-25500998,0,894348216,298116341,37984189,ACTIVE,true,0,0,0
2,3,15,false,trade_planning,65535,11,15,2036,1120,120,259,3968,0,27612,0,257,15324489,267088957,53734760,0,0,0,28657887,-28657887,0,978844344,326281714,89848744,ACTIVE,true,0,0,0
3,4,20,false,trade_planning,65535,16,20,2036,1120,120,259,3968,0,27612,0,257,15062656,268585793,52504758,0,0,0,28677714,-28677714,0,1036898878,345633210,92153223,ACTIVE,true,0,0,0
4,5,25,false,trade_planning,65535,21,25,2036,1120,120,259,3968,0,27612,0,257,14712939,270113320,51331546,0,0,0,28697079,-28697079,0,1096238711,365413161,95955081,ACTIVE,true,0,0,0
5,6,30,false,trade_planning,65535,26,30,2036,1120,120,259,3968,0,24670,0,3199,14577658,272273547,49959071,0,0,0,25638188,-25638188,497,1155014583,385005110,95627640,ACTIVE,true,0,0,0
6,7,35,false,trade_planning,65535,31,35,2036,1120,120,259,3968,0,24651,0,3199,14046458,273651700,48833164,0,0,0,25621204,-25621204,497,1213494346,404498365,97358851,ACTIVE,true,0,0,0
7,8,40,false,trade_planning,65535,36,40,2036,1120,120,259,3968,0,26000,0,1842,14035837,274307871,47794103,0,0,0,27042775,-27042775,270,1272736359,424245694,113930542,ACTIVE,true,0,0,0
8,9,45,false,trade_planning,65535,41,45,2036,1120,120,259,3968,0,27325,0,517,13967518,275039451,46824288,0,0,24697,28603295,-28578598,289,1329559103,443186616,128698642,ACTIVE,true,0,0,0
9,10,50,false,trade_planning,65535,46,50,2036,1120,120,259,3968,0,27434,0,408,14098776,275933913,45771978,0,0,0,28749061,-28749061,275,1383953391,461318051,137794741,ACTIVE,true,0,0,0
10,11,55,false,trade_planning,65535,51,55,2036,1120,120,259,3968,0,27433,0,409,14038148,276885683,44876989,0,0,0,28744879,-28744879,276,1438459123,479486636,143840554,ACTIVE,true,0,0,0
