epoch_row_id,epoch_id,day_index,cell_idx,q,r,s,cohort_index,handle,signature_id,profession_id,ethnicity_id,population,funds,epoch_income,epoch_expense,epoch_in_kind_income,cash_expense_coverage_q16,livelihood_coverage_q16,income_ema,satisfaction_q16,worst_need_id,is_merchant,owner_employed,employee_employed,unemployed
1,2,2,936,29,15,-44,0,8589962880,9,9,0,52,41154335,4086833,1671096,632475,160274,134263,301968,65535,10,0,52,0,0
1,2,2,936,29,15,-44,1,8589962881,12,12,0,24,16636559,656400,372855,510960,115374,86561,35443,65535,10,0,24,0,0
1,2,2,936,29,15,-44,2,8589962882,2,2,0,4,2630142,0,95360,0,0,0,-11920,65535,10,0,4,0,0
1,2,2,936,29,15,-44,3,4294995587,20,20,0,3,9621063,1322307,3666574,0,23634,23634,-293034,65535,10,1,3,0,0
1,2,2,936,29,15,-44,4,8589962884,22,22,0,2,1753097,447500,57155,0,513119,513119,48793,65535,10,0,0,2,0
2,3,3,936,29,15,-44,0,8589962880,9,9,0,52,41154335,4086833,1671096,632475,160274,134263,301968,65535,10,0,52,0,0
2,3,3,936,29,15,-44,1,8589962881,12,12,0,24,16636559,656400,372855,510960,115374,86561,35443,65535,10,0,24,0,0
2,3,3,936,29,15,-44,2,8589962882,2,2,0,4,2630142,0,95360,0,0,0,-11920,65535,10,0,4,0,0
2,3,3,936,29,15,-44,3,4294995587,20,20,0,3,9621063,1322307,3666574,0,23634,23634,-293034,65535,10,1,3,0,0
2,3,3,936,29,15,-44,4,8589962884,22,22,0,2,1753097,447500,57155,0,513119,513119,48793,65535,10,0,0,2,0
3,4,4,936,29,15,-44,0,8589962880,9,9,0,52,41154335,4086833,1671096,632475,160274,134263,301968,65535,10,0,52,0,0
3,4,4,936,29,15,-44,1,8589962881,12,12,0,24,16636559,656400,372855,510960,115374,86561,35443,65535,10,0,24,0,0
3,4,4,936,29,15,-44,2,8589962882,2,2,0,4,2630142,0,95360,0,0,0,-11920,65535,10,0,4,0,0
3,4,4,936,29,15,-44,3,4294995587,20,20,0,3,9621063,1322307,3666574,0,23634,23634,-293034,65535,10,1,3,0,0
3,4,4,936,29,15,-44,4,8589962884,22,22,0,2,1753097,447500,57155,0,513119,513119,48793,65535,10,0,0,2,0
4,5,5,936,29,15,-44,0,8589962880,9,9,0,52,41154335,4086833,1671096,632475,160274,134263,301968,65535,10,0,52,0,0
4,5,5,936,29,15,-44,1,8589962881,12,12,0,24,16636559,656400,372855,510960,115374,86561,35443,65535,10,0,24,0,0
4,5,5,936,29,15,-44,2,8589962882,2,2,0,4,2630142,0,95360,0,0,0,-11920,65535,10,0,4,0,0
4,5,5,936,29,15,-44,3,4294995587,20,20,0,3,9621063,1322307,3666574,0,23634,23634,-293034,65535,10,1,3,0,0
4,5,5,936,29,15,-44,4,8589962884,22,22,0,2,1753097,447500,57155,0,513119,513119,48793,65535,10,0,0,2,0
5,6,6,936,29,15,-44,0,8589962880,9,9,0,52,42151885,1490898,493348,657265,198049,122353,237931,65535,10,0,52,0,0
5,6,6,936,29,15,-44,1,8589962881,12,12,0,24,16919201,728690,446048,586783,107063,83470,48621,65535,10,0,24,0,0
5,6,6,936,29,15,-44,2,8589962882,2,2,0,4,2829191,306296,107247,16271,187169,171147,20410,65535,10,0,4,0,0
5,6,6,936,29,15,-44,3,4294995587,20,20,0,3,7827790,1238613,3031886,0,26773,26773,-334045,65535,10,1,3,0,0
5,6,6,936,29,15,-44,4,8589962884,22,22,0,2,2086960,400000,66137,0,396365,396365,60029,65535,10,0,0,2,0
6,7,7,936,29,15,-44,0,8589962880,9,9,0,52,42151885,1490898,493348,657265,198049,122353,237931,65535,10,0,52,0,0
6,7,7,936,29,15,-44,1,8589962881,12,12,0,24,16919201,728690,446048,586783,107063,83470,48621,65535,10,0,24,0,0
6,7,7,936,29,15,-44,2,8589962882,2,2,0,4,2829191,306296,107247,16271,187169,171147,20410,65535,10,0,4,0,0
6,7,7,936,29,15,-44,3,4294995587,20,20,0,3,7827790,1238613,3031886,0,26773,26773,-334045,65535,10,1,3,0,0
6,7,7,936,29,15,-44,4,8589962884,22,22,0,2,2086960,400000,66137,0,396365,396365,60029,65535,10,0,0,2,0
7,8,8,936,29,15,-44,0,8589962880,9,9,0,52,42151885,1490898,493348,657265,198049,122353,237931,65535,10,0,52,0,0
7,8,8,936,29,15,-44,1,8589962881,12,12,0,24,16919201,728690,446048,586783,107063,83470,48621,65535,10,0,24,0,0
7,8,8,936,29,15,-44,2,8589962882,2,2,0,4,2829191,306296,107247,16271,187169,171147,20410,65535,10,0,4,0,0
7,8,8,936,29,15,-44,3,4294995587,20,20,0,3,7827790,1238613,3031886,0,26773,26773,-334045,65535,10,1,3,0,0
7,8,8,936,29,15,-44,4,8589962884,22,22,0,2,2086960,400000,66137,0,396365,396365,60029,65535,10,0,0,2,0
8,9,9,936,29,15,-44,0,8589962880,9,9,0,52,42151885,1490898,493348,657265,198049,122353,237931,65535,10,0,52,0,0
8,9,9,936,29,15,-44,1,8589962881,12,12,0,24,16919201,728690,446048,586783,107063,83470,48621,65535,10,0,24,0,0
8,9,9,936,29,15,-44,2,8589962882,2,2,0,4,2829191,306296,107247,16271,187169,171147,20410,65535,10,0,4,0,0
8,9,9,936,29,15,-44,3,4294995587,20,20,0,3,7827790,1238613,3031886,0,26773,26773,-334045,65535,10,1,3,0,0
8,9,9,936,29,15,-44,4,8589962884,22,22,0,2,2086960,400000,66137,0,396365,396365,60029,65535,10,0,0,2,0
9,10,10,936,29,15,-44,0,8589962880,9,9,0,52,42151885,1490898,493348,657265,198049,122353,237931,65535,10,0,52,0,0
9,10,10,936,29,15,-44,1,8589962881,12,12,0,24,16919201,728690,446048,586783,107063,83470,48621,65535,10,0,24,0,0
9,10,10,936,29,15,-44,2,8589962882,2,2,0,4,2829191,306296,107247,16271,187169,171147,20410,65535,10,0,4,0,0
9,10,10,936,29,15,-44,3,4294995587,20,20,0,3,7827790,1238613,3031886,0,26773,26773,-334045,65535,10,1,3,0,0
